,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
37932,37932,suicide case research family action winfrey,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5820784771577379,False,"TW - suicide “While it is the case that from this research it looks like those close to Meghan and Harry within the royal family did not perform the recommended actions, it is not clear that Oprah Winfrey did much better.” #MeghanandHarryonOprah https://t.co/1zrJdpArg0",2021-03-09 02:56:55+00:00,None
37933,37933,number place paparazzo,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.170761558032715,False,@abbiel_19 @UnplannedPixie @tomhfh So they go to the number one place paparazzi are known?!? Yup... seems legit,2021-03-09 03:02:31+00:00,None
37934,37934,object study perception experience patientprovider communication visit today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,The object of this study was to understand older African American men’s perceptions of and experiences with patient–provider communication during #primarycare medical visits. Find out more today! @AmJMensHealth https://t.co/7C4hRTbjN8,2021-03-09 05:30:05+00:00,None
37935,37935,thrombosishemostasis discus biomarkers,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7183486025175977,False,Clinical and Applied Thrombosis/Hemostasis discusses #sepsis-associated disseminated intravascular #coagulation and biomarkers associated with it. https://t.co/LWmWRVYYS8,2021-03-09 06:00:20+00:00,None
37936,37936,morning school nursing world welcome,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Morning school nursing world welcome to Tuesday https://t.co/edmOMe14HJ,2021-03-09 07:30:00+00:00,None
37937,37937,interview queen fond,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.318762760764743,False,@melmillsx Same! I thought before the interview she was on about the queen but seems like she's quite fond of her,2021-03-09 07:38:10+00:00,None
37938,37938,royal family,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@Kdent91 Oh yeah haven't forgotten about him. The royal family has though,2021-03-09 07:40:12+00:00,None
37939,37939,spot abuse goodwill staff,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0230485667121806,False,Spot on from the RCN here- no to labels that invite abuse of the goodwill of NHS staff #nhspayrise #NHSPay15 https://t.co/lg6pKGHlfl,2021-03-09 07:42:42+00:00,None
37940,37940,someone bully reaction,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Finally someone stood up to the bully that is @piersmorgan - his reaction? “I’m not playing anymore” and stomps off. Now we see him truly for what he is 😂😂😂😂😂 https://t.co/gRH0jxlr1k,2021-03-09 07:44:29+00:00,None
37941,37941,yeah charles call,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.8374540559342939,False,@melmillsx Yeah I was thinking Charles! Especially after he stopped answering Harry's calls,2021-03-09 07:47:19+00:00,Life
37942,37942,space scorpio,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,If you've been side-eyeing your living space lately because it... More for Scorpio https://t.co/rHSChGkomT,2021-03-09 08:02:44+00:00,None
37943,37943,tune,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.6482963433254466,True,Tune in https://t.co/iEPp0vCnx5,2021-03-09 08:27:16+00:00,Life
37944,37944,year pregnancy breeder,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@roshathedog Only been waiting a year for the pregnancy to happen 😳 breeder has 2 pregnant now so hopefully should be happening,2021-03-09 08:37:23+00:00,None
37945,37945,love wall moment,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,😂😂😂 love this!!! Would love to be a fly in the wall when she picks her moment 😂😂 https://t.co/f1gFdjysga,2021-03-09 08:41:05+00:00,None
37946,37946,breakfast show host,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.3683187327017035,False,I second that. I haven’t watched one single itv breakfast show since he’s been a host. Yet used to watch it regularly. https://t.co/2CQwoCxQXc,2021-03-09 08:44:24+00:00,Life
37947,37947,miniature schnauzer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@roshathedog Miniature Schnauzer,2021-03-09 08:46:05+00:00,None
37948,37948,boxer house,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3879246370846955,False,"@roshathedog Only ever had boxers before so this will be our first small dog. Smaller house, and getting old 🤣",2021-03-09 08:50:11+00:00,None
37949,37949,experience challenge highlight school,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,How did our CYP's 1st day back go? Let us know your experiences and challenges or your highlights of getting back into schools,2021-03-09 09:01:00+00:00,None
37950,37950,congratulation patricia team achievement,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,1.0,True,@pmcdermott2035 @BJNursing @DrNicolaBrink @Kazz946 @burgessinfected @HSCJobsGuernsey @JulietBeal @becksherrington @Beckycooper78 @SSophiejacob @ITVChannelTV Congratulations Patricia and to your whole team! It's a great achievement 👏,2021-03-09 09:01:19+00:00,Life
37951,37951,therapy time vaccine,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Therapy done ☑️ Now time to travel into Central for my second Covid vaccine 😭😭😭😭 https://t.co/WlCXXtyb2q,2021-03-09 09:30:29+00:00,None
37952,37952,pier,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Why is this man still employed by @ITV ??? (Piers obviously) https://t.co/HZQrl2B6BC,2021-03-09 09:35:54+00:00,None
37953,37953,swab squad ready school tomorrow,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Swab squad ready for school tomorrow. https://t.co/HQ9fgOqKsb,2021-03-09 09:40:21+00:00,None
37954,37954,webinar morning group woman president orla lorna conn topic register,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7433145868418397,False,"Great to be joining @hazechu for an #IWD webinar this morning with a fantastic group of women including former President Mary McAleese, @smcs Orla O’Connor @ArthurCoxLaw Lorna Conn @CplResources and a great topic #unconsciousgenderbias Register at https://t.co/qdu4hGl71k",2021-03-09 09:50:51+00:00,None
37955,37955,motif,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1422885656719233,False,"@misslizmanning @ITV He needs sacked though, whatever his motives are.",2021-03-09 09:54:27+00:00,None
37956,37956,nursing workforce example wage inequality people petition strength support deal,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9640688096372656,False,"@yemiosho @MattHancock @RishiSunak As nursing is a largely female workforce, is this another example of enduring wage inequality? asks @alisonleary1. Almost 110,000 people have already signed the petition which shows the strength of public support for a better deal @theRCN",2021-03-09 10:06:56+00:00,None
37957,37957,yoghurt time grower month,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.8690309505614477,False,"Whether you’re growing in yoghurt pots for the first time or you’re a seasoned grower with an allotment, #PlantAndShare Month is for you 🌱🌱🌱 https://t.co/YgI7nD48Ih #FFLGetTogethers https://t.co/xOfbOLC1in",2021-03-09 10:10:03+00:00,Life
37958,37958,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.4200785797108162,True,@CheriBurns1 Happy Birthday 🥳,2021-03-09 10:34:59+00:00,Life
37959,37959,weekend colour people distance,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.7821249840457833,False,All this weekend has done is show some really interesting colours of people I once held close. Excuse me while I distance myself from a lot of you ✌🏻,2021-03-09 10:58:43+00:00,Life
37960,37960,case study outreach covid vaccination service people homelessness need plymouth,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Read this fantastic new case study by @richardgayres on a GP-led outreach Covid-19 vaccination service for people experiencing homelessness with complex needs in Plymouth https://t.co/vJSWa6Q9hd #InclusionHealth #Covid19 @CrystalOldman @lnnmhomeless,2021-03-09 10:59:07+00:00,None
37961,37961,frogmore cottage debachery,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.9733710835309436,False,@TheSecPaq @RuthMawuena1 @Livelaugh2020 @TFreeman33 @chrisrickett Don’t forget the Frogmore Cottage debachery that they ended up paying back lol,2021-03-09 11:42:51+00:00,Work
37962,37962,apron something enjoy ragu,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Fancy getting your apron on and cooking something a bit different? Enjoy this comforting ragu with your social bubble https://t.co/DtZaPQ2iru #FFLGetTogethers https://t.co/cfyntnjlhy,2021-03-09 11:45:04+00:00,None
37963,37963,voting,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@AndrewYang So you agree that no ID voting is ridiculous?,2021-03-09 11:49:46+00:00,None
37964,37964,someone hospital listing nurse hospital,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@DorisCarrollRN @TheresaBrown @NurseJustinRN @NursePatMacRN @tiredicunurse @jeanmgriffin I would be happy to have someone who wants to fight, we need more like you. Although I’ll let you know that Florida Hospitals are notorious for firing and black listing nurses who speak about unionizing or organizing. Many from hospitals I know...",2021-03-09 11:59:09+00:00,None
37965,37965,cancer control survival rate breast conservation surgery radiotherapy patient carcinoma,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6950200442636241,False,Cancer Control compares the survival rates between #mastectomy and breast conservation surgery plus adjuvant radiotherapy in patients with ductal carcinoma in situ. @CancerControl_ https://t.co/tdkKQIwjbC,2021-03-09 12:00:51+00:00,None
37966,37966,part opinion money inability home saving retirement salary,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@TheresaBrown @NurseJustinRN @NursePatMacRN @tiredicunurse @jeanmgriffin The worst part in my opinion is being paid so low that you don’t even have enough money to move out of the South. Inability to purchase a home without having to work overtime regularly. Having no or little savings and retirement because salaries are so low. (1/2),2021-03-09 12:05:30+00:00,None
37967,37967,labor economics nurse profession nurse breadwinner,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@TheresaBrown @NurseJustinRN @NursePatMacRN @tiredicunurse @jeanmgriffin That’s when you know pay is NOT even adequate. That is why I am so interested in labor economics as it pertains to nurses. Pay has always been insufficient because it is undervalued as a “female dominant” profession. SMH, it’s that thought that nurses are married to breadwinners.",2021-03-09 12:08:39+00:00,None
37968,37968,girl week immunity,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Ya girl is a fully vaccinated queen 👸🏼 ps - it takes 2-4 weeks for full immunity, so please be mindful of this when you get your jab! https://t.co/ewdY3yeyG0",2021-03-09 12:11:49+00:00,None
37969,37969,impact school nurse word,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.6844727445883884,False,If you had to describe the impact you have on CYP as a school nurse in 3 words what would they be?,2021-03-09 12:30:00+00:00,Life
37970,37970,study part brain connect memory part sens,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0694556989381522,False,“The study found the offactory parts of the brain connect more strongly to the memory parts than other senses...” #neurobiology #scent #psychology #covid #senses https://t.co/9lCxvjWvxi,2021-03-09 12:41:09+00:00,None
37971,37971,icymi issue enews health support nurse medication safety vaccine nursing pocket card access,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,ICYMI - Here's last week's issue of NursingCenter enews! *Mental Health Support for Nurses* PLUS: Medication Safety: Vaccine Updates | Updated Nursing Pocket Cards - FREE ACCESS! https://t.co/Mmrttc04wv https://t.co/GAhfqSTO9s,2021-03-09 12:44:44+00:00,None
37972,37972,girl slap,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.4578410145347225,False,@ladyxxbugx Girl you are beautiful. Don’t make me come slap you!,2021-03-09 13:13:48+00:00,Life
37973,37973,tribute,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@Hayleystevens Its a good tribute, made me picture him saying it",2021-03-09 13:39:33+00:00,None
37974,37974,privilege morning parent concern anxiety child school challenge time challenge,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"So I have had the privilege of spending the morning talking to parents who have concerns and anxieties about sending their children back to school, just one of the challenges we are supporting at this time, let us know the challenges you are picking up..",2021-03-09 14:00:01+00:00,None
37975,37975,adore delano race,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0892417864740116,False,I know who A’whora reminds me of. Adore Delano from US Drag Race.,2021-03-09 14:34:05+00:00,None
37976,37976,everyone diamond candy outfit episode spoiler,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Also why is everyone so hard on Ellie Diamond? She’s great! That candy outfit was gorgeous! Oh and I’m just watching episode 8 so no spoilers babes 😆 #DragRaceUK,2021-03-09 14:37:01+00:00,None
37977,37977,idiot twitter edit button king queen money megahan harry million,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@courtbourt99 @TheSecPaq @RuthMawuena1 @Livelaugh2020 @TFreeman33 @chrisrickett Lol yes I am an idiot because Twitter doesn’t have an edit button :) lovely attitude you have hahaha Yes I am aware of Will Kate (the next King and Queen) has spent money! But Megahan and Harry spent millions then left...,2021-03-09 14:54:18+00:00,None
37978,37978,please fact,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.017178266785764,False,@TheSecPaq @RuthMawuena1 @Livelaugh2020 @TFreeman33 @chrisrickett Please explain this to me as I am ignorant to these facts...,2021-03-09 14:56:30+00:00,None
37979,37979,brilliant,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.7651225995675314,True,@HenSloman Brilliant!,2021-03-09 14:58:12+00:00,Life
37980,37980,hand month skill confidence knowledge,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"If you need a hand getting ready for #PlantAndShare Month, take our Get Growing training for FREE to boost your skills, confidence and knowledge 👉 https://t.co/lqjmZaolLJ #FFLGetTogethers https://t.co/oIiPgKKKBD",2021-03-09 15:10:08+00:00,None
37981,37981,school community role solution family,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"We have seen schools emerging as community hubs throughout the pandemic. Although they are playing a vital role, we need long-lasting solutions to support vulnerable families. https://t.co/QFZb7SYvTs",2021-03-09 15:14:44+00:00,None
37982,37982,copy anybody,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@EmmaKennedy When I next get paid it will be a copy for me, my mum and anybody else I can think of 😅",2021-03-09 15:17:52+00:00,None
37983,37983,builder electrician plumber house electrician plumber untrue,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Builders, electricians and plumbers trailing through the house all day. At least electricians and plumbers are masked. I know it needs doing but this is so far from what the kids need tonight it's untrue.",2021-03-09 15:44:42+00:00,None
37984,37984,mile afternoon,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,0.3813419113985816,False,30 miles in the sun this afternoon with @HannahVaughan91. Who needs lanza anyway? 🙋🏻‍♀️ https://t.co/nZ99xQdj9Y,2021-03-09 15:52:48+00:00,Life
37985,37985,thanks chance education class honour whilst family household dream,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@DrJessTaylor Thanks to the OU, my mum was given the chance to go back to education in her 40s to gain her first class honours degree whilst working, raising a family with my dad and running a household. Without the OU she’d have not been able to fulfil her own dreams for herself.",2021-03-09 16:00:26+00:00,None
37986,37986,nurse nurse world treatment vaccine point service people,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6807811505049893,False,"Nurses to @wto: Nurses around the world believe strongly that any and all #Covid19 treatments or vaccines that are shown to be safe and effective must be distributed equitably, and made available FREE at the point of service to all people. #VaccineEquity https://t.co/smd6u4bkP3",2021-03-09 16:03:11+00:00,None
37987,37987,people status power,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@Tanya_RBLee @RitaPanahi No she invited people with status and power... to show off,2021-03-09 16:41:33+00:00,None
37988,37988,something forum twitter opinion need,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9940038239247524,False,"@GgGummie @LazeRjp @BAtherton17 @amarasxx @Blooloon @moi_adam And understand that when you put something on an open forum such as Twitter, you will get opposing opinions! And no need to be passive aggressive about it lol",2021-03-09 16:49:46+00:00,None
37989,37989,communication challenge environment,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1286259787834038,False,Communication Challenges in High-Containment Clinical Environments https://t.co/VTsdEdXqgL #RecommendedReading #Nurses #FOANed #NCPD https://t.co/4yUDKtSGbx,2021-03-09 16:55:05+00:00,None
37990,37990,admin admin student twitter,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8424567046139189,False,When an admin of @WeCYPnurses (@robbradley01 ) and and admin of @CYPStNN (@stnEllena_paeds )are working together..... we trying to get more students to join twitter!!!,2021-03-09 17:08:19+00:00,None
37991,37991,look girl making dare,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Look this girl in the eye and tell her she’s making it up. I dare you. https://t.co/4Vpu7O8Qst,2021-03-09 17:10:25+00:00,None
37992,37992,salaaaaaad,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,False,@comefromchar Salaaaaaad,2021-03-09 17:28:25+00:00,Life
37993,37993,chip norm people,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.705055017621624,False,"@comefromchar urrrm chips? not a norm for me, but i know people do!",2021-03-09 17:29:21+00:00,Work
37994,37994,nothing london,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1718121683233421,False,@comefromchar i mean... if all is okay then there's nothing stopping me lol. but we'll see - not sure how i feel about central london rn,2021-03-09 17:42:12+00:00,None
37995,37995,today people mask,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9409316798451072,False,@comefromchar was v busy today :/ but people were wearing masks and distancing,2021-03-09 17:44:44+00:00,None
37996,37996,doubt thank,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,False,"@schnurscot without a doubt, I love the being present, thank you!",2021-03-09 18:01:01+00:00,Life
37997,37997,cave resource link,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0329130446343315,False,@aldinhe_LH @DebbieHolley1 @donnelly_sandie Wow an Aladdin’s cave of resources to support HE teaching with this link. Great 🤓,2021-03-09 18:08:36+00:00,None
37998,37998,hair,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7173576048881469,False,Got a new hair cut that i have always wanted to do 💇🏻‍♀️ I feel so refreshed and new 😌🤍,2021-03-09 18:09:47+00:00,None
37999,37999,week today skye year number,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.0925960839291641,False,9 weeks today and Skye has been with me for 2 years. My number 1 lady 🥺❤️ https://t.co/sT8DOwDg0z,2021-03-09 18:16:01+00:00,Life
38000,38000,vaccine,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9748436728948068,False,This vaccine has truly whacked me out 😴,2021-03-09 18:35:53+00:00,None
38001,38001,love anything shout,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.6016402450577665,False,@catlady_cez Oh lovely!! Sending you lots of love and hugs. If you need anything just shout!,2021-03-09 18:38:15+00:00,Life
38002,38002,thanks,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.9137340952086884,True,@abbeyejo Thanks girly! Honestly feeling I’ll for a day or two is so worth it 😍,2021-03-09 18:38:24+00:00,Life
38003,38003,hope sooner,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@catlady_cez Oh love. I’m not surprised you’ve got a lot going on. Make sure you’re looking after yourself. Hope you weren’t on your own?! let’s hope you see a neurologist sooner rather than later 🤞🏻🤞🏻,2021-03-09 18:43:05+00:00,None
38004,38004,eeeek rest time tonight,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.0409961782945334,False,@catlady_cez Eeeek !!! That is not good at all! Get some rest and have some you time tonight,2021-03-09 18:47:28+00:00,Life
38005,38005,tourism business expert,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.4503789364375394,False,"Vaccine tourism is both unethical and bad for business, experts say https://t.co/g17jJ5u2j1",2021-03-09 18:54:52+00:00,None
38006,38006,breathe stand people question placement orthopaedics look path,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.8460862885579236,False,"@MaisieStepto @x_samanthaanne Breathe, stand back and watch what people do. Ask questions and be confident. My first ever placement was on orthopaedics and look at me now!! You're on the right path https://t.co/ldKCGAR9Wl",2021-03-09 18:57:08+00:00,Work
38007,38007,everyone opinion difference difference opinion comment lack intelligence,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@GgGummie @LazeRjp @BAtherton17 @amarasxx @Blooloon @moi_adam Everyone gets an opinion... the difference is how one reacts to the difference in opinion. passive aggressive comments show lack of emotional intelligence,2021-03-09 18:57:30+00:00,None
38008,38008,filibuster rule legislation support interest president jean ross health worker democracy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"“The filibuster is an undemocratic rule that has long been used to block legislation that has widespread public support and is in the public interest."" - NNU President Jean Ross, RN For public health, for workers, for democracy, abolish the #filibuster! https://t.co/nXgssyt22B",2021-03-09 19:17:24+00:00,None
38009,38009,hour vaccine system work people disability read,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Just about an hour until we talk about vaccines and making the system work for people with learning disabilities with @RebeccaCrossle2 Check out the pre read here #WeLDNs https://t.co/Dfc7SsXnWW,2021-03-09 19:34:12+00:00,None
38010,38010,lord reporter time objectivity behaviour glee accountability,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Dear lord. What are you thinking Dan? @piersmorgan may have been a good reporter once upon a time. But on this he lost his objectivity, made it personal and his behaviour was unacceptable. I do not feel any glee that he lost his job but am glad some accountability surfaced. https://t.co/GuEYJTeUTn",2021-03-09 19:48:46+00:00,None
38011,38011,hour unsure twitterversity,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Just half an hour until tonight tweetchat folks! Wee but unsure of how to do it? Check out Twitterversity https://t.co/8GfaelUzt2 #WeLDNs,2021-03-09 20:01:11+00:00,None
38012,38012,folk,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,True,Lets remember to keep it professional folks! https://t.co/ItbwdDa0Rg #WeLDNs,2021-03-09 20:15:47+00:00,Life
38013,38013,dazzle function mirror life,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"When you’re learning to drive, why does no one ever teach you about the anti dazzle function to your interior mirror?! Life saving.",2021-03-09 20:19:49+00:00,None
