,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
1164,1164,queen world,0,0_tory_party_johnson_labour,tory - party - johnson - labour - corbyn - jeremy - vote - election - minister - people,1.0,True,@WhenIsBirths 1979. Lower 6th. We were queens of the world 😄
1197,1197,outdoors club chair,1,1_thank_word_kind_thanks,thank - word - kind - thanks - love - list - year - family - chair - glad,1.0,True,@susanmain67 Go outdoors. If you join their club you get discount. Chairs are VANGO.
1345,1345,bloody hell,4,4_holiday_week_easter_friday,holiday - week - easter - friday - guess - advice - school - time - september - hour,0.4374768581108184,True,@Poppy_Corbett Bloody hell.
1538,1538,fruit good,8,8_tweet_twitter_article_prayer,tweet - twitter - article - prayer - illustrator - decade - timeline - author - time - metaphor,1.0,True,@TheTiniestVole Fruit. Good for you.
1668,1668,thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,@Qld_Steve Now fixed. Thanks.
1672,1672,year year,5,5_enjoy_bird_today_theme,enjoy - bird - today - theme - butterfly - shot - insect - garden - flight - image,1.0,True,We asked our Year 6s what they're looking forward to in Year 7. @Fyling_Hall https://t.co/Ex05cCZHxG
1687,1687,school,1,1_thank_word_kind_thanks,thank - word - kind - thanks - love - list - year - family - chair - glad,0.7307573361355253,True,Why didn’t they tell us that at school? https://t.co/0Y20hpRz73
1701,1701,school teacher mask class,7,7_mask_face_pandemic_sunshine,mask - face - pandemic - sunshine - ventilation - coat - school - heat - tube - bubble,1.0,True,Secondary School Teachers: govmt says all the kids have to wear a mask in class unless they don't want to. What do you think will happen?
1709,1709,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/Sn1v66VwCD Thanks to @EDmerger #election2016 #asmsg
1710,1710,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4887791834607236,True,The latest The Ayd Instone Daily! https://t.co/pgVFztkUd5 #toryausterity
1711,1711,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.128427922114819,True,The latest The Ayd Instone Daily! https://t.co/rMKqCg8a98 Thanks to @missanjelina @ttunshell #tuesnews #audible
1712,1712,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8150782304432723,True,The latest The Ayd Instone Daily! https://t.co/H3zdOxPl9H #cuomo
1713,1713,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.2563361098986773,True,The latest The Ayd Instone Daily! https://t.co/MDn2gkcZg2 Thanks to @mulberrybush #books #iartg
1714,1714,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4840076761073193,True,The latest The Ayd Instone Daily! https://t.co/pCWExkQeph Thanks to @TweetinChar #seditiousgop #sedition
1715,1715,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0700416108588107,True,The latest The Ayd Instone Daily! https://t.co/nWgrEW5m6S Thanks to @AaronGritsch @edaccessible #cozymystery #paperback
1716,1716,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0677149545748404,True,The latest The Ayd Instone Daily! https://t.co/s2ZnpqQH4O Thanks to @ttunshell #discovery #curly
1717,1717,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/9Tpcdv56RX Thanks to @csf0961 @whitespider1066 @chazzenterprise
1718,1718,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4404190158508335,True,The latest The Ayd Instone Daily! https://t.co/2DGyOxSxRM Thanks to @KeithKaren1 #socialmedia
1719,1719,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4737166253138345,True,The latest The Ayd Instone Daily! https://t.co/srQrLhYzzz Thanks to @stuartaken #book #socialmedia
1720,1720,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3570968937532902,True,The latest The Ayd Instone Daily! https://t.co/jh3oSuE8RP Thanks to @zcelticboy @JulianPowerVO @bevjoneswriting #excludeduk
1721,1721,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.2955421419823048,True,The latest The Ayd Instone Daily! https://t.co/9p1VgDSXGY Thanks to @Jon_Digital @srlammie @Lavy02
1722,1722,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8542528514047888,True,The latest The Ayd Instone Daily! https://t.co/ezevngpoKW Thanks to @DonnaTeresa5 @27Tawnyowl @JohnHurr
1723,1723,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4774629112247436,True,The latest The Ayd Instone Daily! https://t.co/cXTO8AzljS Thanks to @Just_Maths @StopIllatosut #sats
1724,1724,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6203546844158742,True,The latest The Ayd Instone Daily! https://t.co/Gqx0pyDWNz #dichroic #heart
1725,1725,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/WxmOQQqHyi #windowsserver #vm
1726,1726,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.030965307233203,True,The latest The Ayd Instone Daily! https://t.co/Y4jQQnECEa Thanks to @StopIllatosut
1727,1727,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.891309900761319,True,The latest The Ayd Instone Daily! https://t.co/0hLUXzJgF6 Thanks to @marcxsmith #ripdavidprowse
1728,1728,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0442842311666243,True,The latest The Ayd Instone Daily! https://t.co/YFSDjXGUm2 Thanks to @bevjoneswriting @scasagra #election2016 #asmsg
1729,1729,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3985701935020584,True,The latest The Ayd Instone Daily! https://t.co/MOS3SrhX9T Thanks to @EnserMark
1730,1730,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0251757089646205,True,The latest The Ayd Instone Daily! https://t.co/17YZeB8a15 Thanks to @wornlimtv @unpoetaloco
1731,1731,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.9866207962968456,True,The latest The Ayd Instone Daily! https://t.co/jjSvJGSrut Thanks to @eliza_shines #writingcommunity #readingcommunity
1732,1732,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3460017180178854,True,The latest The Ayd Instone Daily! https://t.co/Or12KEyR4L Thanks to @commaficionado @ItsAll_Geek2Me #tuesnews
1733,1733,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6677791248187325,True,The latest The Ayd Instone Daily! https://t.co/5tSE00oNeh Thanks to @lyngphysics @davrosz @ChPlt
1734,1734,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0651512511347048,True,The latest The Ayd Instone Daily! https://t.co/VJEKrhZ8g9 Thanks to @kapulo #ai #abdsc
1735,1735,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.043338003768002,True,The latest The Ayd Instone Daily! https://t.co/S1YAOt4r1K Thanks to @angusferraro #99cents #free
1736,1736,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8576056683143726,True,The latest The Ayd Instone Daily! https://t.co/k4yZoGlqy3 #books #iartg
1737,1737,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.1642235039730384,True,The latest The Ayd Instone Daily! https://t.co/8tfKar41H5 Thanks to @TracyDempsey @Jhwrr #freeschoolmeals #minnesota
1738,1738,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.710914943215147,True,The latest The Ayd Instone Daily! https://t.co/7i3Vtf4dnw #education #ukedchat
1739,1739,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3888369507363867,True,The latest The Ayd Instone Daily! https://t.co/xFTJY46xRC Thanks to @bevjoneswriting #writingcommunity #readingcommunity
1740,1740,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3045123014688587,True,The latest The Ayd Instone Daily! https://t.co/upcI7tKqsK Thanks to @BenjieB20 @JoeyPedras #sugarskull #earrings
1741,1741,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3764144070638215,True,The latest The Ayd Instone Daily! https://t.co/WTmSXlGIxp #books #examtips
1742,1742,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.1191110949412503,True,The latest The Ayd Instone Daily! https://t.co/xmv7YtxFMy Thanks to @AuthorStyles71 @nmatunda
1743,1743,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8895673666745367,True,The latest The Ayd Instone Daily! https://t.co/gbFGCdBLcp Thanks to @_5_oclock_hero #historicalfiction #audiobook
1744,1744,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/GQvN1UYmLF Thanks to @eliza_shines @EastLothianCLP
1745,1745,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0164628840467845,True,The latest The Ayd Instone Daily! https://t.co/WtoFaSK1hc Thanks to @RJ_kumarkumar @DenzilTaylor #art #visualart
1746,1746,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/PK2KVoUVA3 Thanks to @Funshiiii #mosambik #terror
1747,1747,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8685784214340848,True,The latest The Ayd Instone Daily! https://t.co/XuwOEQDJ9W #birds #wip
1748,1748,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/s94jns5rIa Thanks to @nmatunda
1749,1749,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6200813752991912,True,The latest The Ayd Instone Daily! https://t.co/Pr6qHggScN Thanks to @Jhwrr #dominionvotingsystems
1750,1750,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8289182973757412,True,The latest The Ayd Instone Daily! https://t.co/FYgxdbrwWE Thanks to @denisejhart @MaryannWeston #election #2020presidentialelection
1751,1751,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.7138954245914522,True,The latest The Ayd Instone Daily! https://t.co/g081JB4VgH Thanks to @TheOregonianBoo @paul_cude #books #iartg
1752,1752,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.7156567510915798,True,The latest The Ayd Instone Daily! https://t.co/p4SIpAgg3F #lampwork #heart
1753,1753,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0153477653841217,True,The latest The Ayd Instone Daily! https://t.co/aYdiLcu6PT Thanks to @PaulGarvey4 @BlueWaveResist @wendyswriter #tuesnews
1754,1754,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3605591149111761,True,The latest The Ayd Instone Daily! https://t.co/2E12b8D9dl Thanks to @AndrewWallaceDR
1755,1755,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0738412070057263,True,The latest The Ayd Instone Daily! https://t.co/D8y5Q0dhg9 Thanks to @LesVDavis #audiobook #iartg
1756,1756,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.495743588380411,True,The latest The Ayd Instone Daily! https://t.co/3GGvW3X92a Thanks to @Celticanz
1757,1757,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.1659207764806267,True,The latest The Ayd Instone Daily! https://t.co/L3mKGniNyJ Thanks to @mommasaysobama @eliza_shines @MissLLewis #copywriting #writingtips
1758,1758,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0298639147675931,True,The latest The Ayd Instone Daily! https://t.co/bNKltWSCMZ
1760,1760,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0736625906891518,True,The latest The Ayd Instone Daily! https://t.co/xn86UIEQd5 Thanks to @simiisme @ernmander
1761,1761,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0955900573308633,True,The latest The Ayd Instone Daily! https://t.co/Xjwt3ze5nJ Thanks to @NotThatNancy #advertising #b2b
1762,1762,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/K0CTxFgt7x
1764,1764,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.5052090508206724,True,The latest The Ayd Instone Daily! https://t.co/PtAqkSkfTO Thanks to @AndyPeacock999 @perdomogamboa @davrosz
1765,1765,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.9458486775738976,True,The latest The Ayd Instone Daily! https://t.co/WVRonnRrzG Thanks to @maternityCPD
1766,1766,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4350220268564892,True,The latest The Ayd Instone Daily! https://t.co/Qo9BMnEJHG Thanks to @esqcapades #coverreveal #blog
1767,1767,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6297641133671359,True,The latest The Ayd Instone Daily! https://t.co/UuGK9eEP2q Thanks to @eliza_shines @StopIllatosut #foxnews
1768,1768,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/B97e21wExm
1769,1769,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/oU2ECxe69E Thanks to @ChPlt @gilbmarie #discovery
1770,1770,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0698215699197391,True,The latest The Ayd Instone Daily! https://t.co/gz370QtDyZ Thanks to @ttunshell
1771,1771,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6222577245460373,True,The latest The Ayd Instone Daily! https://t.co/8yT9iU125M Thanks to @OnePageWriter @maybackmayor #electioninterference #election2020
1772,1772,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.9975706498883916,True,The latest The Ayd Instone Daily! https://t.co/ft0Ac9ooo8 Thanks to @Dale_Stafford @bralmello
1774,1774,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8816815886016984,True,The latest The Ayd Instone Daily! https://t.co/cruz5Mtrsw #covid1984 #rrbc
1775,1775,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.7720753023349035,True,The latest The Ayd Instone Daily! https://t.co/7MzkQRxrNy Thanks to @PurpleEquity #burisma #pixarsoul
1776,1776,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8771671120711427,True,The latest The Ayd Instone Daily! https://t.co/1Ojyjy7c99 Thanks to @ttunshell
1777,1777,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.197914153850808,True,The latest The Ayd Instone Daily! https://t.co/IyMMi2TgoL Thanks to @LoriMoreno @JoshuaLisec @proudliberalmom #covid #torycorruption
1778,1778,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/Af7zzAf0FU Thanks to @corsham_science @jon_severs #covid19 #melbournelockdown
1779,1779,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.86233608339781,True,The latest The Ayd Instone Daily! https://t.co/545Aflit4z #zerotolerance #liatrisfloweroilpaintingforsale
1780,1780,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0519358392250238,True,The latest The Ayd Instone Daily! https://t.co/hAwyrIMM1g Thanks to @wisethady @1SHRED
1784,1784,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0648436324118497,True,The latest The Ayd Instone Daily! https://t.co/EmYavFJQuK Thanks to @ChPlt @DonnaTeresa5 #books #iartg
1785,1785,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/uMdFusJmZl Thanks to @lisaorchard1 #jokerwar #audible
1786,1786,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0156920751140649,True,The latest The Ayd Instone Daily! https://t.co/zrsRHxtoCV Thanks to @WINDSONG58 #romance #halloween
1787,1787,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.2978784322806381,True,The latest The Ayd Instone Daily! https://t.co/XCmLGFZcpc Thanks to @brooklinegirl #amwriting
1788,1788,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/i7CZh8ut1Z Thanks to @cathiedunn
1789,1789,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0677149545748404,True,The latest The Ayd Instone Daily! https://t.co/jYOyWx6XOz Thanks to @MrEFinch #ukedchat
1790,1790,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.1131077577285141,True,The latest The Ayd Instone Daily! https://t.co/5b3cnR0KK4 Thanks to @cmkhealthatwork @Carlos_Neighbor
1791,1791,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.9695068038720036,True,The latest The Ayd Instone Daily! https://t.co/Ypodn4wFny Thanks to @Celticanz #infodemic #pr
1792,1792,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.9639828345373356,True,The latest The Ayd Instone Daily! https://t.co/VQdAHyQ4Kb
1793,1793,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.046364685982047,True,The latest The Ayd Instone Daily! https://t.co/2EpiKvcsv4 Thanks to @quantummoxie @Jhwrr
1794,1794,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0478033493421534,True,The latest The Ayd Instone Daily! https://t.co/V9hgWmyiqA Thanks to @RealOnanel #breonnataylor
1795,1795,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0714348087094845,True,The latest The Ayd Instone Daily! https://t.co/dSNmsrxynY Thanks to @ReneeFAZIO1 @SaysMiss #prayermarch2020
1798,1798,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/TbkrYvbdOS Thanks to @ShakinthatChalk @KeithKaren1
1799,1799,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3662957265014862,True,The latest The Ayd Instone Daily! https://t.co/osmHi6YpGS Thanks to @SolomeBasuuta @arunbudhathoki @alex4knn #breaking #spotlight
1800,1800,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.5461834125126187,True,The latest The Ayd Instone Daily! https://t.co/NVnTyM3FiF Thanks to @AndyPeacock999 @Chip2chip2 #audible #free
1803,1803,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0698215699197391,True,The latest The Ayd Instone Daily! https://t.co/FCZZ9dSQsE Thanks to @KeithKaren1 #uselection2020
1804,1804,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.8590786667215162,True,The latest The Ayd Instone Daily! https://t.co/gIb16YkQcN #excerpt #historicalfiction
1805,1805,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6433203891594191,True,The latest The Ayd Instone Daily! https://t.co/Ob7wzsfbsA Thanks to @bralmello #unfitforoffice #feedly
1807,1807,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.9173196577476193,True,The latest The Ayd Instone Daily! https://t.co/9Vlw1ED24G
1810,1810,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0442803754549078,True,The latest The Ayd Instone Daily! https://t.co/4fS3sTbXgk Thanks to @nsemia
1813,1813,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.4263619770915956,True,The latest The Ayd Instone Daily! https://t.co/rFjyVOKMNF Thanks to @commidescochons @Celticanz #romance
1819,1819,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.5208534729207919,True,The latest The Ayd Instone Daily! https://t.co/x2gF8rnJDg Thanks to @clivebassman @cathiedunn #revolvingdoor #failinggrayling
1822,1822,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/JzpWmmzMdY Thanks to @Barefoot_SBJ @JoAnnHaskins @perdomogamboa #python #r
1823,1823,mate,2,2_morning_james_hope_claire,morning - james - hope - claire - walk - pain - sleep - yoga - adventure - monday,1.0,True,"@ivortymchak If you want to meet up with all your mates, just take up grouse shooting."
1825,1825,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.6268628501394301,True,The latest The Ayd Instone Daily! https://t.co/IfVDMv8Ces Thanks to @BlueWaveResist
1830,1830,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.962148467170707,True,The latest The Ayd Instone Daily! https://t.co/vW93wE951K Thanks to @Phost3 @kotersey
1831,1831,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/nn084JDc95 Thanks to @AnnettGordonW @wornlimtv #frontpagestoday #uk
1832,1832,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.0237091820008068,True,The latest The Ayd Instone Daily! https://t.co/DpSaY5Ryuv Thanks to @FairweatherD #diehard #moviesatoz
1833,1833,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.5904947228917233,True,The latest The Ayd Instone Daily! https://t.co/IxtQg8rAhy Thanks to @ColinMiles #newrelease #cozymystery
1834,1834,instone,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,1.0,True,The latest The Ayd Instone Daily! https://t.co/g5sHdJ9lvH #covid19 #romwe
1835,1835,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.2441050986802517,True,The latest The Ayd Instone Daily! https://t.co/Ing9fQayeC Thanks to @KMac_Rants @Phost3 @bartb1067 #mostar #bosnia
1836,1836,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.3024218520451985,True,The latest The Ayd Instone Daily! https://t.co/a567arcKyk Thanks to @OldeSedona #savebosch #morebosch
1837,1837,instone thanks,6,6_instone_thanks_look_thank,instone - thanks - look - thank - team - light - karen - time - book - tiger,0.5791062446549888,True,The latest The Ayd Instone Daily! https://t.co/nFYYhQvw7N Thanks to @Ssimms777 @StopIllatosut #books #iartg
