Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1894,1894,1894,1.4127104048877486e+18,2021-07-07 09:49:42+00:00,['1412710404887748614'],"Do me a favor, copy paste this message and post on twitter

Dear @anil_baluni, will you tell people of uttrakhand and India who is ""The Romeo &amp; Juliet of Dehradun and The Bombay Brother Upit?""

@narendramodi @PMOIndia @AmitShah @BJP4UK","do me a favor copy paste this message and post on twitter

dear  will you tell people of uttrakhand and india who is the romeo amp juliet of dehradun and the bombay brother upit

   ",True,False
1936,1936,1936,1.41155259323981e+18,2021-07-04 05:08:58+00:00,['1411552593239810050'],@__mishra_ Fake handles by dara hua samaj, fake handles by dara hua samaj,True,False
1941,1941,1941,1.4115515073762632e+18,2021-07-04 05:04:39+00:00,['1411551507376263170'],"@EUROfantasy2020 this is disgusting. No one to cheer but English people. 
If England beats Italy or Spain in the finals, means they have become champions of Europe without facing Switzerland, Belgium Netherlands, Sweden, Portugal or France. 

I think this tournament was tailor made for England"," this is disgusting no one to cheer but english people 
if england beats italy or spain in the finals means they have become champions of europe without facing switzerland belgium netherlands sweden portugal or france 

i think this tournament was tailor made for england",True,False
2138,2138,2138,1.3952920439586488e+18,2021-05-20 08:15:21+00:00,['1395292043958648835'],@IFTWC Why can't Indian footballers play outside India in one of the best Asian club teams or European club teams?, why cant indian footballers play outside india in one of the best asian club teams or european club teams,True,False
2180,2180,2180,1.394653627084464e+18,2021-05-18 13:58:30+00:00,['1394653627084464132'],"@IFTWC In football, India cannot defeat even Afghanistan", in football india cannot defeat even afghanistan,True,False
2194,2194,2194,1.3945834926971044e+18,2021-05-18 09:19:49+00:00,['1394583492697104388'],@ChampionsLeague Monaco Vs Porto, monaco vs porto,True,False
2316,2316,2316,1.37436185740689e+18,2021-03-23 14:06:15+00:00,['1374361857406889985'],@rightwingchora We need them, we need them,True,False
2380,2380,2380,1.3735146672224625e+18,2021-03-21 05:59:49+00:00,['1373514667222462468'],@Panther7112 Just 2 ?, just 2 ,True,False
2386,2386,2386,1.3735137760628204e+18,2021-03-21 05:56:17+00:00,['1373513776062820352'],"@vijaygajera This has been the things since ages; immaterial of who is at which position, in hush hush whispers . Now it has started coming in public platform.", this has been the things since ages immaterial of who is at which position in hush hush whispers  now it has started coming in public platform,True,False
2483,2483,2483,1.352849215207035e+18,2021-01-23 05:22:42+00:00,['1352849215207034882'],"@GemsOfBollywood Join telegram 
Create your work there"," join telegram 
create your work there",True,False
