,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
334,334,night,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.3631727053280117,True,@RealMattLucas Lovely and good night boys💙
338,338,thank night,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,True,@RealMattLucas Thank you and good night💜
340,340,hope,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.4896667928955782,True,@RealMattLucas That’s ok hope you’re back soon💙
343,343,thanks,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.4759167715943272,True,@RealMattLucas @JasonManford Fab thanks to you and Jason👍
344,344,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@RealMattLucas Thank you Matt💙
352,352,congratulation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@ronanlupton @viviennemwalsh Congratulations to you both
353,353,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@SophieEB Thank you😊
355,355,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@RealMattLucas Thank you Matt and Jamie💜💜
358,358,something,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,True,@CorkCoypu Something for me to look forward too😉
365,365,wife,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@CorkCoypu Your wife must be bereft without you😉
368,368,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.054171348023259,True,@IJRumsey Happy Birthday Maya enjoy your day🎂🍰😊
370,370,life,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,1.0,True,@mynamesisbridge What a sad life😥
371,371,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.1777568834254886,True,@andrewng34 Congratulations💙
374,374,luck,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@ConstableRH @TrainingMPS Best of luck😊
379,379,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.1806656478642278,True,@Lord_Sugar Congratulations
383,383,captain,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,True,@captaintommoore Captain Tom you’re a beautiful human being💙
384,384,sorry,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.6103461789325438,True,@MarianKeyes Sorry to hear that😥
390,390,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@RealMattLucas Thank you Matt💙
391,391,yogurt,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@CorkCoypu Black yogurt
399,399,congratulation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@LeannaAmali Congratulations and well done👏🏻
405,405,thanks,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.0703206844070399,True,@RealMattLucas Thanks guys💙💙
417,417,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.2050112202625714,True,@SueHolderness Congratulations😍
419,419,thing,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.1264531399946213,True,@fionad65 Hope things work out for you
420,420,night,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.7071529824366936,True,@RealMattLucas Good night😊
422,422,sorry,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.815802799544223,True,@perkleberry @NorthMidNHS Sorry😥
427,427,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.6719610797002813,True,@SkyeCity_ Happy Birthday Kyan🎂🎂😍
431,431,luck,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.8845356020348476,True,@AlexNursing42 Best of luck and be safe😊
435,435,hero,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.5686850533704728,True,@apnoeaboy You’re a true hero😊
439,439,john,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,True,@HangBlaa @joncstone I agree John
440,440,everyone,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.1377918905186194,True,@tynewrc How sad and devastating for everyone
442,442,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@RealMattLucas Thank you you cheer me up👍
444,444,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.1055924882586667,True,@utb_smith Happy Birthday🎂🥂🍰
446,446,girl,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.4119320526324462,True,@Rhys_Mayes Amazing girl💙💙
449,449,hero,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.1025325490670357,True,@eliistender10 A true hero💙
451,451,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.5662643072828293,True,@PaulStanleyLive Happy Birthday💙💙
452,452,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.6160400451782758,True,@RealMattLucas @rickastley Thank you guys for cheering me up💙💙
453,453,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.5421127838845227,True,@nishat76 Congratulations she’s absolutely beautiful
459,459,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,True,@gardener_the Happy Birthday Mog🍰🎂🎂😊
462,462,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.3875691892236818,True,@moontrug Congratulations💙
471,471,disappointment,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@CorkCoypu That’s it we’re finished over and out the disappointment is too much😥
480,480,everything,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.7327455213106878,True,@craiglthomas28 So fed up and tired of everything😥
484,484,talk,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.7764228349382573,True,@MarianKeyes Very positive talk💚
485,485,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.1191766303212658,True,@itvnews Happy Birthday Bob💙
486,486,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@AnnaPodolanczuk Thank you💜
487,487,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.2954070671649178,True,@Orangeade0701 Happy Birthday🎂
489,489,hero,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.9355062684926794,True,@LindaRo03126195 Heroes all of them
493,493,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,True,@damiendavis Happy Birthday Willow🎂🎂
496,496,glad,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.8597196262755428,True,@matthaig1 Glad you said that makes me feel better
498,498,something,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.3258717776255926,True,@RealDeniseWelch At last something positive😊
500,500,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.4463810626586734,True,@GrahamBridge3 Happy Birthday🥂🥂
503,503,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.3079878268193863,True,@katiekins76 Happy Birthday Katie😊
504,504,feel sorry family,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@piersmorgan Horrendous feel sorry for her family😥
505,505,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@amirkingkhan @NHSuk Thank you 😊
507,507,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.1743957577231194,True,@thepainterflynn Happy Birthday😊
510,510,morning,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.4226019081739915,True,@GirlPowerKid Morning I’m doing what I’ve been told😊
511,511,kind,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,True,@piersmorgan Be kind😉
512,512,birthday,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.9509997279472494,True,@Lord_Sugar @GMB @piersmorgan Happy Birthday🥂🥂
514,514,michael,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,True,@SMurphyTV @SkyNews Hope you feel better soon Michael
516,516,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.7037244143292384,True,@thelizcarr @thevjoiners Thank you Liz💜
518,518,feel sorry family,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@MENnewsdesk Horrendous feel sorry for her family😥
519,519,point,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.9336602619527338,True,@CorkCoypu You have a point
520,520,alright,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@CorkCoypu That’s very reassuring alright
521,521,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.6331913349041792,True,@ItsAlisonWard Congratulations she’s beautiful💜
545,545,miss,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,True,@GracelessHippo miss you.
555,555,trick,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,Evidently you can teach an old dog new tricks tho 😀
580,580,congratulation,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.4891590166291365,True,@lornafraser10 So so so many congratulations but also 😢
583,583,sense,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.1930325260578796,True,Extremely smug to have stayed here. Makes no sense to me but I love it. https://t.co/DmV9XQrN0e
588,588,mate,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.9623113430122284,True,@Novembervivi Oh mate that sucks. Gentle squishy hugs
589,589,sorry,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.618696314188289,True,@CElliumK That’s rubbish. I’m sorry.
604,604,time today,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.9419977314501392,True,@masato_jones hi what time are you open til today please?
610,610,friend,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.8205853800598005,True,@real_meaning Lol I need to find out if I qualify for one because I don’t have a best friend.
626,626,thing,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.2985752604442445,True,@drbobphillips Is it necessary to be awake for the whole thing?
628,628,peggy,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@SeanMurricane @rachluvshobbies @katethejuggler I’m never cuddling peggy again. Also - never having a dog. Also - I think I’m going to vom…
634,634,house corner breakfast,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,My house is not tidy but this corner is and if makes me so happy to sit and eat my breakfast here 🥰 https://t.co/esFvLuAvQP
636,636,sense,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.2562060157648543,True,@amii0484 *why are they asking you and not us? It doesn’t make any sense???
640,640,super,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@ByWordAndStitch Super excited for 😀
643,643,work,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,True,@hkh_uk Not passed yet! Just finished the work… 😂
644,644,work,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.7916923530805628,True,@lalalivia (Still need to pass - just the work finished 😂)
657,657,soul,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.5328862978866243,True,@IshMotherBec I feel this in my soul.
659,659,distraction motivation,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,True,@manseman @sweepisbest Yes but it’s a helpful distraction since I’m lacking motivation…
667,667,feeling,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.4190944562687255,True,@jodlepodle Oh i hope she’s feeling better soon
681,681,weekend,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.4497564147486594,True,@Hopenlesmyth Saw these at the weekend 😍😂 https://t.co/c2WSrZLLym
690,690,people,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.2647098313356961,True,@real_meaning Sounds amazing. Except for the having to talk to new people bit 😂
698,698,sorry,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.9095015298553494,True,@real_meaning Oh Anna I’m sorry
703,703,marvel representation please,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,Really REALLY enjoyed Ms. Marvel. More representation please. https://t.co/3jNNxOrCRh
733,733,mate,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.9937344127998936,True,@KazMitch Oh mate. Really hope you’re feeling much better soon
740,740,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.9776378109095648,True,@mary_b_x Thank you! Already seen it 😂😂 although it IS amazing.
757,757,partner,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,1.0,True,Where do you find 5 guys who will all wear what their partner tells them to?! https://t.co/uL9Y5GsADb
766,766,time,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.3217895811898597,True,Lol first time I’ve been described as breathtakingly beautiful 😂😂 https://t.co/0nBAEANnzn
767,767,life life,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.5048928291861864,True,@DiaryofaTG @EstLayla You’re not making my life hard! I think we just want to make your life as easy as possible for you?
768,768,sorry love,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@riverthistle I’m sorry. Big love.
776,776,soap thought reason soap bitch,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,1.0,True,Just found this amazing soap and immediately thought of my lovely boy who - for no ostensible reason - called soap “bitch” when he was tiny. https://t.co/JaGLS3OCoA
778,778,sorry,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.3923047924509334,True,@Ron_Fleasley I’m sorry Ron. I would 💯 be crying too.
780,780,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.6338330101535408,True,@the_learnaholic @drbobphillips Thank you!
795,795,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@chriselliumk Thank you for sharing ❤️
800,800,morning,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.1206301561068767,True,Morning https://t.co/yWcagKp9ax
805,805,cream,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.6490732662138463,True,@vickyyyf Recommended for ice cream: https://t.co/w1xRq7D1AH
810,810,adult,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,True,Those days when you suddenly realise you’re an adult. I look like a grown up. https://t.co/dppickmCf9
812,812,dear,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.9357876611676558,True,@SeanMurricane Oh dear
817,817,point,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.6171948362526449,True,Not even close to daily at this point but here’s some #SarahsDailyOrigami for you. I miss it. https://t.co/Smc59A3IE0
823,823,friday,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.6002715105955124,True,Happy very hot Friday 😭 https://t.co/EUs2PYvUnd
825,825,everyone,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.6420461163188,True,isn’t everyone like this though? https://t.co/328Uq6zONn
827,827,sorry,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.6980514900386385,True,@real_meaning And I’m sorry it’s been crappy 🤗
