,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
204,204,mate,6,6_mile_walk_step_breakfast,mile - walk - step - breakfast - mate - week - road - morning - moon - count,0.0031025248185043,True,@KazMitch Oh mate. Really hope you’re feeling much better soon
211,211,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.5408421793346415,True,@mary_b_x Thank you! Already seen it 😂😂 although it IS amazing.
249,249,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.6343153797907521,True,@Ron_Fleasley I’m sorry Ron. I would 💯 be crying too.
251,251,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@the_learnaholic @drbobphillips Thank you!
266,266,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.4808381474908794,True,@chriselliumk Thank you for sharing ❤️
267,267,please,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.7885075853983381,True,@real_meaning Please teach me how.
271,271,morning,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.3671101727490428,True,Morning https://t.co/yWcagKp9ax
278,278,walk,6,6_mile_walk_step_breakfast,mile - walk - step - breakfast - mate - week - road - morning - moon - count,0.911668282784614,True,@the_learnaholic @bethicillin Have you ever known a pet dog walk and talk (properly)?
283,283,dear,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.9457118288570812,True,@SeanMurricane Oh dear
294,294,friday,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,1.0,True,Happy very hot Friday 😭 https://t.co/EUs2PYvUnd
296,296,everyone,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.784850546055265,True,isn’t everyone like this though? https://t.co/328Uq6zONn
298,298,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.8497240660388764,True,@real_meaning And I’m sorry it’s been crappy 🤗
316,316,welcome,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.1743532011950077,True,@vickyyyf Welcome to Yorkshire 😀
318,318,congratulation,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,0.5876493958323824,True,@ComfortWeight Congratulations!
331,331,everyone,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.589539072010662,True,@o_burbidge Well. It’s definitely longer than advertised… 😂 it’s fine. Everyone is doing their best.
333,333,anyone nonsense,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,1.0,True,Anyone up for a while and want to talk nonsense?
337,337,panic clothes wash reflection,6,6_mile_walk_step_breakfast,mile - walk - step - breakfast - mate - week - road - morning - moon - count,1.0,True,"Just had a panic that I’d shrunk E’s clothes in the wash. On reflection, I think she’s just smaller than I am."
344,344,mate,6,6_mile_walk_step_breakfast,mile - walk - step - breakfast - mate - week - road - morning - moon - count,0.8893441781890241,True,@real_meaning Oh mate
357,357,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.1809262317760942,True,@The_X_Stitcher 9/10 #InsufferablySmug I’m sorry 🤦🏻‍♀️
358,358,enjoy,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.1572367762422638,True,@CFLeeds Enjoy!
370,370,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.616964379261271,True,@StarCur1 Oh no I’m sorry.
380,380,tonight,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.9484538309314312,True,@masato_jones Working tonight
391,391,soul,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@riverthistle I feel this in my soul and remember it well. Big hugs.
412,412,enjoy,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.2593224446112589,True,@ClareyBearK Enjoy!
413,413,nothing,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.7284478817914631,True,@Chocohalix Ha! Nothing! Existing is sufficient.
416,416,content,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,1.0,True,So it turns out that @baconartbot is really not the content I was expecting. 🤦🏻‍♀️
421,421,book,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,0.6705980762435857,True,"@KazMitch Ngl, I enjoyed it but I think it’s not the book I was expecting."
427,427,please,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.8900872706559522,True,"@drgemmabryan @drbobphillips Hi what does refractory mean, please?"
429,429,birthday,-1,-1_nurse_time_people_care,nurse - time - people - care - year - health - today - patient - work - thing,0.0,True,@chriselliumk @ClareyBearK And happy birthday!! https://t.co/OxTZZ0K5iI
430,430,life,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,0.1367337073848358,True,@chriselliumk @ClareyBearK Oh my life! So exciting!!
435,435,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,@McGuireDavid happy birthday 🎂
441,441,thanks,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,1.0,True,@DeeShimmin Thanks so much Dee! I’m really looking forward to it.
466,466,goodness,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.3034576454896021,True,@IshMotherBec Oh my goodness. Big hugs.
467,467,anyone,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.1228875214900023,True,@waveatthetrain Lol anyone except for me 😂
484,484,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.87220018306336,True,@GN_ARC Thank you.
492,492,answer,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,1.0,True,@StarCur1 Do you want to know the answers? 😂
502,502,choice,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,0.5347415835713162,True,@lizzykwhitehead Yes. Choice would be good.
514,514,case point need enough,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,1.0,True,"@the_learnaholic @rosieICM @drbobphillips @lizzykwhitehead I can only imagine refusing in very few cases but that’s not the point. If it’s so minor that you don’t think you need to ask, there’s no need to post it. If it’s big enough to be interesting, you can ask."
533,533,nothing,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.8436832139773347,True,@IshMotherBec Sames. I got nothing soz.
545,545,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@SeanMurricane Thank god.
563,563,wall,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,0.4134062569986354,True,My cat just ran headfirst in to a wall.
572,572,wish,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,@northerngrin Oh goodness. Sending very many good wishes.
578,578,sticker clip line place something,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,1.0,True,@LXcue1go It’s either an ECG sticker or a clip holding a line in place. I’m not clever enough to say which. Or if it’s something else entirely. I will say that it’s ON rather than IN. Probably.
579,579,hancock,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,1.0,True,@SeanMurricane It may have helped if I knew there was a Matt Hancock app. Also. I’m very tired.
587,587,please work question clue clue,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,@drbobphillips please can I ask a generic work related question? Do the kids get mesna (no clue if I spelt that right) with cyclophosphamide? (No clue if I spelt that right either)
590,590,problem,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@StarCur1 I get that. I just - feel weird about it. I appreciate that it’s not ethically a problem. I guess I think I’d just rather know.
595,595,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.8143062828098974,True,@LXcue1go Oh no - she isn’t! Sorry I didn’t think it would come across like that - and wouldn’t have sent it to you that would be mean lol.
624,624,backwards,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,1.0,True,@poshwhite No. I walk backwards.
631,631,bear,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,@KrisWhoTweets Bear?
660,660,hope,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.1010609941488095,True,@Novembervivi Oh no hope she’s ok
665,665,please,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.92465667837731,True,@Timmytondall 3A please
684,684,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.9630464689095256,True,@Becca5492 Happy birthday!!
686,686,jealousy,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,1.0,True,@amii0484 Oh my god the jealousy but also you are going to SMASH this. You can do it! You’ve got this!
693,693,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,Thank you @MandasaurusRAR ❤️
714,714,enjoy,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.0753242450113281,True,@HerLifeStory 😂 enjoy
719,719,advice,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.7356746878920469,True,"@ClareyBearK This is NOT legal advice, but if you can prove what you’re saying is true then it’s fine."
724,724,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@CyzelG I like that a lot. Thank you!
727,727,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.343553383650705,True,@KazMitch Thank you.
734,734,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,Is it even a birthday if no one has sung to you? 😭😂😂😂😂😂😂😂😂😂😂
739,739,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.5847721403883398,True,@McGuireDavid I’m sorry
741,741,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,@jodlepodle IT IS MY BIRTHDAY
746,746,idiot,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,"@drbobphillips You’re an idiot, but a brilliant one. 😊"
748,748,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@KatSuffolkSTN Thank you. ❤️
763,763,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.52347016488433,True,@kizletwiggle I’m sorry Kiz
766,766,topic,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,1.0,True,"@amii0484 @StNurseProject So, Sarah, why HAVE you chosen this topic. Well… 😬😭"
775,775,goodness,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.9194567486410794,True,@Tanya_rse Oh my goodness that looks very sore.
780,780,right,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,0.9043391317738222,True,@WendyWhirled But it went - right? RIGHT????? 😬😂😂😂
821,821,work today,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@lemurlink35 Nice work! I entirely failed today :/
828,828,film,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.5997984305898394,True,Watching my first Fast Furious film (no.9). It seems a little… far-fetched.
831,831,hell,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,1.0,True,What the actual hell is this @LXcue1go ?! https://t.co/7SktDIBbfd
835,835,hope,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.0636570980003033,True,@SeethingMead 😣 hope he was ok.
844,844,call,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,1.0,True,@CPMilnes Oooh good call.
849,849,november,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,1.0,True,@swanage123 @Lillibet68 @estrellasadie It’s on 19th November.
851,851,paul,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,1.0,True,"@PaulCole Yes but you’re a good one, Paul!"
862,862,breakfast,6,6_mile_walk_step_breakfast,mile - walk - step - breakfast - mate - week - road - morning - moon - count,0.311802359949994,True,Breakfast of the Gods… https://t.co/plLkeDJAGK
876,876,hope,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.2666227783879825,True,@Imnotfromsparks Oh no. Hope you’re doing ok now.
877,877,comment,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,1.0,True,Please comment @LXcue1go https://t.co/ON1SrwrDpx
884,884,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.7567674168834311,True,@jodlepodle I’m sorry lovely
885,885,gift,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.981505457936279,True,@LXcue1go Spotify daily mix: the gift that keeps giving 😍 https://t.co/M7TV4LVciv
887,887,look,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,0.1922158652400296,True,@SeanMurricane Oh I am going to have a look!
897,897,sorry,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.8311584761533748,True,@Jon_T_R That’s awful. I’m sorry.
903,903,hope,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,0.497374108208883,True,@northerngrin Oh that looks sore! Hope you are all ok
904,904,congratulation,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,0.5655795543571593,True,@angelapolanco16 @NIHRresearch Congratulations!
909,909,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.6835526746107425,True,@crageshri Happy birthday!!
913,913,sweetheart sorry shit,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,1.0,True,@riverthistle Big love sweetheart. I’m sorry. It’s shit. Super shit.
920,920,look,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,0.7616157043058348,True,LOOK AT THIS https://t.co/fZbVfydeAJ
929,929,soul,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@the_learnaholic I feel this in my soul.
941,941,congratulation,1,1_food_congratulation_school_life,food - congratulation - school - life - meal - child - caterer - award - community - government,0.088330519129401,True,@DebiGliori Congratulations!
949,949,phil,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,@amii0484 Ways to change then I can do that instead?? Phil: 😣🤦🏻‍♀️ Me: 😂😀😁
972,972,fresh hell,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,1.0,True,What. The actual. Fresh. Hell. Is this. https://t.co/OmAmv2DhZe
979,979,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.6242933314330295,True,@GingerGeorgiana HAPPY BIRTHDAY
993,993,baby,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.8465701201457497,True,Yeah baby (this is ridiculous) #Worldle #23 1/6 🟩🟩🟩🟩🟩 https://t.co/zNlKM9VCPd
1000,1000,ahhhhh glad,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,1.0,True,@JoMurricane Ahhhhh glad you enjoyed!
1002,1002,film month recommends,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,What’s a film that you’ve seen in the last 12 months (of any era) that you’ve really enjoyed? (Looking for recommends…)
1012,1012,place,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,0.9872797002151618,True,@StNurseProject Where is this mythical place?! #StNProject
1014,1014,kind,7,7_book_conference_place_reading,book - conference - place - reading - kind - review - speaker - series - club - inequality,0.7542073035854775,True,@CardsOrDie @AmyDesignsGames Interestingly we are kind of both right.
1022,1022,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,@LifeThroughTSG Happy birthday tho
1023,1023,birthday sean,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,@SeanMurricane Happy birthday Sean!
1039,1039,anyone,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.4836237274981896,True,If anyone else wants to think I’m 31 then you are EXTREMELY welcome 🥰 https://t.co/kEDq323cMe
1049,1049,morning,-1,-1_nurse_time_people_care,nurse - time - people - care - year - health - today - patient - work - thing,0.0,True,Good morning 🥰 https://t.co/TOjrYAutRp
1053,1053,anniversary,5,5_tweet_twitter_minute_chat,tweet - twitter - minute - chat - band - space - ielts - follower - hashtag - anniversary,0.8869700387125806,True,@WriteInFinland 😘 I’ve just missed yours haven’t I. Happy anniversary!!
1068,1068,mate term,6,6_mile_walk_step_breakfast,mile - walk - step - breakfast - mate - week - road - morning - moon - count,1.0,True,@Hopenlesmyth Not possible mate. We’ve to come to terms with who we are. Apparently.
1069,1069,reason,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.9049307644710304,True,@KirstySNP It is not possible. For reasons. Need to deal with it.
1074,1074,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,1.0,True,@AshBirts Happy birthday
1087,1087,enjoy,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.0207205445680102,True,@StN_Leanne Enjoy!
1093,1093,nightmare,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.9179847861059776,True,@amii0484 Literal nightmare 😣 hope you’ve got it sorted soon 😭
1114,1114,anyone,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.0730574556452117,True,Anyone else awake?
1140,1140,look,9,9_journal_article_issue_look,journal - article - issue - look - paper - moment - kidney - disease - throat - bioinformatics,0.6320166737471223,True,@STNRach_el @StNurseProject @WeStudentNurse Take a look at https://t.co/aUTlN7honb
1143,1143,please,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.7458979193889523,True,@waveatthetrain Please
1147,1147,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.503416817690973,True,@drbobphillips (And thank you)
1168,1168,anyone,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.0911829501158933,True,@Becca5492 Mostly - anyone who knows me socially has to deal with me talking about it often 😂
1193,1193,thread,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.1067258658405421,True,Absolutely dying at this thread. https://t.co/ZqPPNr4jI3
1201,1201,question,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.966698699258644,True,@the_learnaholic Great questions!
1217,1217,arse,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.7661206742336587,True,@Steve_308 Smart arse 😂
1219,1219,worry,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,"@ClareyBearK Already there mate, don’t worry 😭"
1231,1231,thank plank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,OH MY WORDLE thank you @The_Retro_Rose and @manseman I was mispronouncing it what an absolute plank https://t.co/cgITWQmfss
1240,1240,fault,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.7010162208932351,True,@manseman Kk. I was confused because it was The Bible’s fault that I thought we had an extra one.
1243,1243,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.6781222914144421,True,@HerLifeStory Thank you so much I would NEVER have got that.
1248,1248,girl,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.769498402261254,True,@SeanMurricane SUCH a smart girl.
1254,1254,understand,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,@Tattooed_Mummy @__justmesazzle I… I don’t understand…
1258,1258,fault,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,1.0,True,@manseman I can’t fault it.
1274,1274,ticket,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.7208316268597433,True,@elinlowri We played Ticket to Ride tonight too 😄
1276,1276,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,0.6154753291663257,True,@ashnMCR Thank you - that’s what I thought but he was so surprised.
1284,1284,round,4,4_hope_game_brilliant_sorry,hope - game - brilliant - sorry - pleasure - welcome - claire - weather - tonight - round,1.0,True,@real_meaning Come round!!
1290,1290,anyone,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,0.8826771593040919,True,Erm. Can anyone else not remember being happy?
1295,1295,thank,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,@MedEdClare Thank you.
1309,1309,enjoy,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.2466249265407299,True,@riverthistle This is true. I’m envious. Enjoy!
1310,1310,loss peter,3,3_thank_jackie_match_goodness,thank - jackie - match - goodness - dear - goodnight - thankyou - nightmare - thanks - morning,1.0,True,"@PeterVerney1 So sorry for your loss, Peter."
1311,1311,glad christmas,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,@Delirium213 @twanta_hohoho Glad you like. My cats say merry christmas to yours as well
1313,1313,thanks,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,1.0,True,Beautiful beautiful bag! It’s perfect! Thanks so much #Twanta2021 @twanta_hohoho https://t.co/Zs3sLVa9Cc
1323,1323,birthday,8,8_birthday_enjoy_girl_please,birthday - enjoy - girl - please - bless - dance - awww - daughter - idiot - miss,0.6835526746107425,True,@kizletwiggle happy birthday wonderful you
1325,1325,merry christmas,0,0_christmas_luck_card_baby,christmas - luck - card - baby - charity - gift - pocket - film - ticket - donation,1.0,True,"@lizzykwhitehead Merry Christmas to you too, lovely. You should totally do it 😁😁😁"
1329,1329,shit,2,2_morning_thanks_follow_chris,morning - thanks - follow - chris - everyone - jenny - evening - afternoon - friend - stair,0.458487367481199,True,@Cyclopsicle5 Oh no. I would absolutely lose my shit.
