,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at
27913,27913,27913,27913,88106,adjustment inclusivity whilst step dnacpr,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"#InternationalDayOfPeopleWithDisability still more is needed to make reasonable adjustments for all and ensure inclusivity - whilst I appreciate some steps have been taken, it is not enough when those with a #LearningDisability have had inappropriate DNACPR placed due to COVID.", still more is needed to make reasonable adjustments for all and ensure inclusivity  whilst i appreciate some steps have been taken it is not enough when those with a  have had inappropriate dnacpr placed due to covid,2020-12-03 12:07:25+00:00
27914,27914,27914,27914,54737,george cover christmas,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,💕😍🥰🥰💕😍💖💖💕💕George Ezra’s cover of white Christmas 😍🥰😘💕😍🥰🥰😘😍🥰😍💕💕💖💖💖,george ezra’s cover of white christmas ,2020-12-03 12:14:36+00:00
27915,27915,27915,27915,105567,child poverty school meal government eligibility criterion,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8141879290435848,False,"There is over a million children living in poverty who are not entitled to free school meals, the Government must review and extend the eligibility criteria to support the most vulnerable https://t.co/qyefaoUFeC",there is over a million children living in poverty who are not entitled to free school meals the government must review and extend the eligibility criteria to support the most vulnerable ,2020-12-03 13:12:39+00:00
27916,27916,27916,27916,77722,congratulation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@MylesHarrisMH @Waterstones @WeNursingAssocs Congratulations! 🙌🎉,   congratulations ,2020-12-03 13:13:16+00:00
27917,27917,27917,27917,62140,style morning hmmm,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.0371010640820783,False,"@samanthaaa0202 Broke down big style this morning, I was like “hmmm I never do this, is this normal?” 😂😂", broke down big style this morning i was like hmmm i never do this is this normal ,2020-12-03 13:26:48+00:00
27918,27918,27918,27918,97456,theatre,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.2609491593876359,False,@stann2 @HamiltonMusical Are you a musical theatre fan?,  are you a musical theatre fan,2020-12-03 13:33:57+00:00
27919,27919,27919,27919,85722,light,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9037776959999958,False,@jackremmington Lorde’s Green Light ❤️, lorde’s green light ,2020-12-03 13:44:44+00:00
27920,27920,27920,27920,129842,wait luke,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0330060817747672,False,Can’t wait to do this with Luke later 💖💖 https://t.co/AyIpj4QJ9m,can’t wait to do this with luke later  ,2020-12-03 13:48:07+00:00
27921,27921,27921,27921,44565,healthcare professional month month type surge field equipment staff,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2196700267541444,False,.@jkenney and @shandro A) this was entirely preventable B) Healthcare professionals have been warning you for months C) there have been months to prepare for this type of surge D) You can have all the field equipment you like- you need qualified staff to make it work https://t.co/6HPKRFerEq, and  a this was entirely preventable b healthcare professionals have been warning you for months c there have been months to prepare for this type of surge d you can have all the field equipment you like you need qualified staff to make it work ,2020-12-03 13:57:15+00:00
27922,27922,27922,27922,44564,goodness sake,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Also, CLOSE THE BARS FOR GOODNESS’ SAKE",also close the bars for goodness sake,2020-12-03 13:57:15+00:00
27923,27923,27923,27923,44563,break shampoo protein,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9771085999986274,False,"@thenpthatcares Take breaks, as much as you can! Also, dry shampoo and protein bars 💪", take breaks as much as you can also dry shampoo and protein bars ,2020-12-03 13:59:29+00:00
27924,27924,27924,27924,77721,book chapter resource sage,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Browse free book chapters and other resources from SAGE on our #YearoftheNurseandMidwife #teamCNO hub. https://t.co/Mq4SsIcIF1,browse free book chapters and other resources from sage on our   hub ,2020-12-03 14:30:20+00:00
27925,27925,27925,27925,105566,nature empowering space woman colour,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8689849025187422,False,"#FFLGetTogethers is all about getting outside and connecting with nature, and it's empowering to hear of this space being claimed by strong women of colour 🥾⛰️ https://t.co/gsfH8sBKk7", is all about getting outside and connecting with nature and it's empowering to hear of this space being claimed by strong women of colour  ,2020-12-03 15:15:04+00:00
27926,27926,27926,27926,118389,promotion,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@thundacat830 @OfficialLivePD @LivePDNation @RCSD @LTDansCrew Congratulations! A promotion that is well deserved! 👏🏼👏🏼👏🏼👏🏼,     congratulations a promotion that is well deserved ,2020-12-03 15:15:40+00:00
27927,27927,27927,27927,65294,video nurse hemodynamics [ce] plusmnemonic treatment heart transplant complication,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,VIDEO: Nurses Guide to Hemodynamics [CE] PLUS---Mnemonic to Assist in the Treatment of NSTE-ACS | Common Postoperative Heart Transplant Complications https://t.co/eRrhbs2ucH https://t.co/AHsT9vSsys,video nurses guide to hemodynamics [ce] plusmnemonic to assist in the treatment of nsteacs  common postoperative heart transplant complications  ,2020-12-03 15:40:03+00:00
27928,27928,27928,27928,29559,guidance someone test yesterday people covid time protection thread,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Updated @CDCgov guidance on decreasing the #Covid19 #quarantine to 7 days if someone tests negative is irresponsible dangerous❗ Yesterday 100K people were hospitalized with Covid. This is NO time to roll back protections. Here's why. A thread... (1/4) https://t.co/IiMW5JeS0O,updated  guidance on decreasing the   to days if someone tests negative is irresponsible dangerous yesterday people were hospitalized with covid this is no time to roll back protections here's why a thread  ,2020-12-03 16:41:04+00:00
27929,27929,27929,27929,29558,time sarscov level test virus virus lung nose throat test,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,⌛ It can take time for SARS-CoV-2 to reproduce to levels detectable enough to be picked up by a test. 🌬️ Those exposed to the virus may carry infectious virus in their lungs instead of the nose or throat -where the test is administered- which means it may not be detected. 2/4, it can take time for sarscov to reproduce to levels detectable enough to be picked up by a test  those exposed to the virus may carry infectious virus in their lungs instead of the nose or throat where the test is administered which means it may not be detected,2020-12-03 16:41:17+00:00
27930,27930,27930,27930,29557,virus swab site time respiratory tract chest,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,💡 This is why the virus can show up in different swab sites at different times (nasopharyngeal versus respiratory tract). 🏥 #Covid #pneumonia may also not be detected without a chest 3/4, this is why the virus can show up in different swab sites at different times nasopharyngeal versus respiratory tract    may also not be detected without a chest,2020-12-03 16:42:04+00:00
27931,27931,27931,27931,29556,guidance part pattern profit consequence precaution person,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,The @CDCgov updated guidance is part of an ongoing pattern of @CDCDirector submitting to pressure to prioritize profits over #PublicHealth. 🚨 Potential consequences for ending #quarantine or removing precautions too early- even for just one infectious person- could be severe.🚨 https://t.co/Ph6stlsWB0,the  updated guidance is part of an ongoing pattern of  submitting to pressure to prioritize profits over   potential consequences for ending  or removing precautions too early even for just one infectious person could be severe ,2020-12-03 16:48:12+00:00
27932,27932,27932,27932,84454,chillin,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.7777864213917827,False,"Chillin', on #Flickr https://t.co/Z3LDSg3olV #Photography https://t.co/KXBZg7mQWP",chillin on    ,2020-12-03 16:48:27+00:00
27933,27933,27933,27933,84453,point,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,"Starting point, on #Flickr https://t.co/u6whnBoivh #Photography https://t.co/AeYhcCINww",starting point on    ,2020-12-03 16:48:29+00:00
27934,27934,27934,27934,40957,item birthday week email update nothing money,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3748584133164461,False,"Seriously @JDhelpteam I don’t know what I’m supposed to do now. I’ve STILL not received my items (for my son’s 13th birthday last week). No email updates, no tracking updates. NOTHING. You still have my money though.",seriously  i don’t know what i’m supposed to do now i’ve still not received my items for my son’s birthday last week no email updates no tracking updates nothing you still have my money though,2020-12-03 16:55:07+00:00
27935,27935,27935,27935,40956,progress processing stage,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5518726911384338,False,I want to hear from you ASAP. And not the generic “you can track your item’s progress...” because I KNOW. I HAVE TRIED. IT IS STILL AT THE ‘PROCESSING’ STAGE @JDhelpteam,i want to hear from you asap and not the generic you can track your item’s progress because i know i have tried it is still at the processing stage ,2020-12-03 16:56:13+00:00
27936,27936,27936,27936,40955,thing customer order week warehouse backlog,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,And I understand things may be taking longer than normal. I have customers too. They have waited for their orders this week because of warehouse backlogs. BUT I COMMUNICATED WITH THEM @JDhelpteam,and i understand things may be taking longer than normal i have customers too they have waited for their orders this week because of warehouse backlogs but i communicated with them ,2020-12-03 16:56:56+00:00
27937,27937,27937,27937,40954,order warehouse abyss communicate,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.9513545239863352,False,"Then I chased the orders up with the warehouse to make sure they hadn’t fallen into the abyss. So basically, JUST COMMUNICATE WITH ME @JDhelpteam",then i chased the orders up with the warehouse to make sure they hadn’t fallen into the abyss so basically just communicate with me ,2020-12-03 16:57:32+00:00
27938,27938,27938,27938,30909,clever name collective woman entrepreneur powerhouse woman friend family,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Trying to think of a clever name for a collective of women entrepreneurs Bevin... maybe a powerhouse of women 😂 but also you’re all great friends and I’m so glad I have my #GAP family @VitalVoices https://t.co/mrLb5nV8pY,trying to think of a clever name for a collective of women entrepreneurs bevin maybe a powerhouse of women  but also you’re all great friends and i’m so glad i have my  family  ,2020-12-03 17:08:21+00:00
27939,27939,27939,27939,30908,birthday dublin,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Happy Birthday @buzshilpi hugs and love from Dublin to Delhi - hope you’re having a magical day @Studio4_Online @VitalVoices ❤️ https://t.co/kXfZiGnq7Q https://t.co/s78JhPK03A,happy birthday  hugs and love from dublin to delhi  hope you’re having a magical day     ,2020-12-03 17:14:07+00:00
27940,27940,27940,27940,40953,debit online,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@f1nic Debit online, debit online,2020-12-03 17:20:28+00:00
27941,27941,27941,27941,13077,graduate party year thinking xmas cheer detail child year december,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.170994547146496,False,"We’re sad that there’s no Graduates' Christmas Party this year, so we put on our thinking caps for a way to spread some online Xmas cheer. We will be posting more details shortly, but if you have children under 8 years old, then put 3pm on Sunday 13th December in your diary! https://t.co/J4tXPmoBcN",we’re sad that there’s no graduates christmas party this year so we put on our thinking caps for a way to spread some online xmas cheer we will be posting more details shortly but if you have children under years old then put on sunday december in your diary ,2020-12-03 17:41:22+00:00
27942,27942,27942,27942,77720,research pachymeningitis canal article,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9004636922088646,False,Check out research on hypertrophic pachymeningitis of the internal #auditory canal in this #openaccess article. https://t.co/XlEhtM3su5,check out research on hypertrophic pachymeningitis of the internal  canal in this  article ,2020-12-03 18:30:18+00:00
27943,27943,27943,27943,29555,accident pandemic hospital capacity caregiver stress,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"“This is not an accident, it is planned."" -@NNUBonnie The exploding pandemic has led to hospitals overwhelmed in capacity, many caregivers becoming infected or dying, facing unimaginable stress, and resigning, while still not provided proper PPE. https://t.co/khcvRWGYiw",this is not an accident it is planned  the exploding pandemic has led to hospitals overwhelmed in capacity many caregivers becoming infected or dying facing unimaginable stress and resigning while still not provided proper ppe ,2020-12-03 18:38:26+00:00
27944,27944,27944,27944,129841,tonight film luke oliver donkey bald,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.090184233198735,False,Tonight I have been trying to guess what film Luke wants to watch. Firstly it was “the one where the boy wants more soup” Oliver! Just now “the one with the talking donkey and green bald man” Shrek 🤣🤣🤣🤣,tonight i have been trying to guess what film luke wants to watch firstly it was the one where the boy wants more soup oliver just now the one with the talking donkey and green bald man shrek ,2020-12-03 19:07:08+00:00
27945,27945,27945,27945,121217,woman,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,1.0,False,@SeigeCeej 😂😂😂😂😂well said that woman!!, well said that woman,2020-12-03 19:07:59+00:00
27946,27946,27946,27946,65293,issue time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Featured Journal ~ Read the current issue FREE for a limited time! https://t.co/62U7w6TnwC #RecommendedReading #Nurses #FOANed https://t.co/r451vtFsfC,featured journal  read the current issue free for a limited time     ,2020-12-03 19:15:04+00:00
27947,27947,27947,27947,13076,year december medium invitation lanesborough restaurant,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@SurreysKnight @StGeorgesTrust Yes, we fund one each year in December. We post about them on our three social media platforms. No individual invitations are sent out. Usually held in the Lanesborough restaurant at SGH",  yes we fund one each year in december we post about them on our three social media platforms no individual invitations are sent out usually held in the lanesborough restaurant at sgh,2020-12-03 19:28:28+00:00
27948,27948,27948,27948,13075,year year actor performer feedback party goer company,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1102681747591326,False,"@SurreysKnight @StGeorgesTrust This year, like last year, we are working with the wonderful actors and performers at @Dantastic_Prod Feedback from 2019 party goers was very, very positive and we think the company is absolutely fantastic",  this year like last year we are working with the wonderful actors and performers at  feedback from party goers was very very positive and we think the company is absolutely fantastic,2020-12-03 19:52:27+00:00
27949,27949,27949,27949,29554,year opportunity plunder recovery repair side coin secretarygeneral,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6087171624330087,False,"“Next year we have the opportunity to stop plunder and begin healing. #Covid19 recovery and our planet’s repair must be two sides of the same coin."" - @antonioguterres, Secretary-General of the @UN #ClimateJustice https://t.co/QkfjMf4t0y",next year we have the opportunity to stop plunder and begin healing  recovery and our planet’s repair must be two sides of the same coin   secretarygeneral of the   ,2020-12-03 20:27:01+00:00
27950,27950,27950,27950,62139,yeah chaos work email,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@mxrshqueen @Outlook Yeah it’s driving me insane and causing chaos with my work emails!,  yeah it’s driving me insane and causing chaos with my work emails,2020-12-03 20:47:26+00:00
27951,27951,27951,27951,84452,photography,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,1.0,False,"New photography toy to play with, on #Flickr https://t.co/dymVY5PtZO #Photography https://t.co/I9ICF2ZvSM",new photography toy to play with on    ,2020-12-03 20:48:05+00:00
27952,27952,27952,27952,30907,ambassador woman entrepreneur hometown dingle condolence family knit team distillery peace,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,I was so sad to hear about Mary Ferriter’s passing - she was a wonderful ambassador @DingleWhiskey and a pioneering woman entrepreneur before that in her beloved hometown of Dingle - my condolences to her family and the close knit team at Dingle Distillery- may she rest in peace https://t.co/7ImU102Kys,i was so sad to hear about mary ferriter’s passing  she was a wonderful ambassador  and a pioneering woman entrepreneur before that in her beloved hometown of dingle  my condolences to her family and the close knit team at dingle distillery may she rest in peace ,2020-12-03 21:11:31+00:00
27953,27953,27953,27953,118388,account,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Think this a bogus account. https://t.co/P0MVK1h6T3,think this a bogus account ,2020-12-03 21:41:12+00:00
27954,27954,27954,27954,118387,jake tara kind loss tear heart family,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@k9sofvalor @K9Apart I am so sorry to hear about Jake, Tara. This kind of loss tears at the heart. I am praying for you and your 2 legged and 4 legged family. 😢😢😢😢",  i am so sorry to hear about jake tara this kind of loss tears at the heart i am praying for you and your legged and legged family ,2020-12-03 21:45:05+00:00
27955,27955,27955,27955,29553,year week delegation volunteer care water protector sioux reservation access pipeline struggle climate justice settler colonialism,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Four years ago this week, NNU sent its third delegation of RN volunteers to give medical care to water protectors at the #StandingRock Sioux Reservation opposing the Dakota Access Pipeline (#DAPL). The struggle to win climate justice and end settler colonialism continues.✊ https://t.co/w6aEehUvM4",four years ago this week nnu sent its third delegation of rn volunteers to give medical care to water protectors at the  sioux reservation opposing the dakota access pipeline  the struggle to win climate justice and end settler colonialism continues ,2020-12-03 22:05:51+00:00
27956,27956,27956,27956,36891,wifi printer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Successfully set up new WiFi printer. I am great,successfully set up new wifi printer i am great,2020-12-03 22:45:05+00:00
27957,27957,27957,27957,29552,death nurse face triage decision someone care resource,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"These deaths were preventable. But now, nurses and other #HealthCareWorkers face #MoralDistress caused by agonizing triage decisions like whether to relegate someone to palliative care who might have been saved if there had been sufficient resources. https://t.co/ARcWHjenCD",these deaths were preventable but now nurses and other  face  caused by agonizing triage decisions like whether to relegate someone to palliative care who might have been saved if there had been sufficient resources ,2020-12-04 00:12:42+00:00
27958,27958,27958,27958,4259,lesson,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@Twitter Lesson, lesson,2020-12-04 04:45:58+00:00
27959,27959,27959,27959,62138,bruising knee tattoo cause owwwwww,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,So no one wanted to mention the bruising that came along with a knee tattoo? Cause owwwwww.,so no one wanted to mention the bruising that came along with a knee tattoo cause owwwwww,2020-12-04 06:21:30+00:00
27960,27960,27960,27960,98105,forfeiture committee strip philip green knighthood petition,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,Forfeiture Committee: Strip Sir Philip Green of his knighthood - Sign the Petition! https://t.co/pMag4mQqrz via @UKChange,forfeiture committee strip sir philip green of his knighthood  sign the petition  via ,2020-12-04 06:21:55+00:00
27961,27961,27961,27961,77719,journal kidney health disease article article today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Canadian Journal of Kidney Health and Disease frequently publishes new articles. Browse through all #openaccess articles today! @CSNSCN https://t.co/1qXk9eCrMO,canadian journal of kidney health and disease frequently publishes new articles browse through all  articles today  ,2020-12-04 06:30:08+00:00
27962,27962,27962,27962,85721,version river,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@DeltaGoodrem’s version of River is gorgeous 😍,s version of river is gorgeous ,2020-12-04 06:55:15+00:00
27963,27963,27963,27963,36890,queen,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9639263354435126,False,@cher Queen 👏👏👏, queen ,2020-12-04 07:50:14+00:00
27964,27964,27964,27964,88105,hope morning,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.977109612381483,False,@chris_dlamini Happy Friday! Hope you have a lovely day! Woke up to snow this morning☃️, happy friday hope you have a lovely day woke up to snow this morning,2020-12-04 08:01:17+00:00
