,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
3373,3373,love video sting shit dude dude,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,@PerthshireMags https://t.co/MrXvO7FTxA I fucking love watching this guys videos of him taking stings off Really Bad Shit and just writhing about Just dudes being dudes
3487,3487,sorry masectomies castration article,0,0_rail_railway_industry_network,rail - railway - industry - network - article - company - train - tocs - government - people,1.0,True,"@EllenBo79245224 @VietdongSoldier @PounderJane1 @jeremycorbyn Sorry, you said they were getting masectomies and castration. This article doesn't suggest either?"
3636,3636,kansa second field goal squib kick second ball yard line,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@MeyerJasonB Disagree. Kansas had 4 seconds left when they kicked the field goal. A squib kick would only lose 1 or 2 seconds after whoever recieves it gives themselves up. Also, would get the ball at the 40/30 yard line rather than 25."
3641,3641,player penalty rule roughness play,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@Tom_Hunsberger @SwingStatement @getnickwright No, you can't tee off on a player. There was a 15 yard penalty, as is the rule on roughness after the play is dead"
3669,3669,tory scouse danger behaviour thay,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,1.0,True,@RedrichLFC And you're a southern tory trying to act scouse on https://t.co/uoy0bZPiWE Danger behaviour thay
3687,3687,heating pool sunak,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@ChimeWhistle @JenWilliamsMEN @drjennings Nah but the heating pools will bugger up Sunak !
3816,3816,stag look,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,@sheilaMol1 Having a stag do by the looks of it ?
4004,4004,post friend supporter sunak,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@skipman @KemiBadenoch Most of the posts are expected to be filled with friends and supporters too. Shapps was backing Sunak. 🙄
4441,4441,railway station,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@benonwine Woking railway station.
4456,4456,work tocs sector name,0,0_rail_railway_industry_network,rail - railway - industry - network - article - company - train - tocs - government - people,1.0,True,"@stevebarnes73 @PaulMaynardUK Not really, the work of several TOCs is subcontracted to the private sector but it's otherwise renationalised in all but name."
4541,4541,government profit rail business business occasion business,0,0_rail_railway_industry_network,rail - railway - industry - network - article - company - train - tocs - government - people,1.0,True,"@callummarius The Dutch Government will be overjoyed! Instead of making a profit on rail businesses, (which would have been re-invested in those UK businesses) on many occasions it had to subsidise them. Now bus business in UK is also turning very ‘iffy’. @GordonDudman @Captain_Deltic"
4707,4707,worthwhile part whole government funding conduit matter,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@surfnuttz @0hmydayz @BBCTomEdwards Worthwhile as part of an integrated whole. And was encouraged by government who also provided considerable funding with TfL acting as conduit without very much say in the matter.
4751,4751,view view treasury heart mind treasury,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,"@amotorhomme @Captain_Deltic @BurtonCfb79ten All departmental views are Treasury views. As we said in the Treasury, ‘when you have them by the b***s their hearts and minds follow’. Oh I was in Treasury in early 80s (1980s not 1880s!!!)"
4787,4787,auto reverse,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@AndyBraben @Peter_Mugridge @MarkFra01176222 Yes but as far as I know they were not intending to use auto reverse unless that’s changed.
4908,4908,service everyone line name line name tottenham hampstead,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,@matthewhodg @PeterOnTheEL So divide ELL into 2 services. ELL and SLL. Everyone who uses the DC line knows the classic name. GOB could be made a bit more classy by using its historical and NR line name of Tottenham Hampstead
4945,4945,brand crossrail mode line service name line incorporation thameslink whichever philip line charles line,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,@SpacePootler @BBCTomEdwards The brand of Crossrail as the mode should be restored with Elizabeth line as the service name. That paves the way for more named lines with CR2 or the incorporation of Thameslink whichever comes first. Hopefully both as the Philip line and the Charles line respectively
4958,4958,railway station,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,Inside London's £19BN New Railway (and its Nightmare Station) https://t.co/YGeKYgEDTl via @YouTube
5008,5008,philip line restoration crossrail mode name,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,@robertwoolley @matthewhodg No it will be the Philip line. All that’s required is the restoration of Crossrail as the mode name
5096,5096,sunak vitals heart mind,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@smurf131313 @EralNevill @RealJohnWynne No because Sunak has already demonstrated that if you have their vitals tightly in your grip their hearts and minds follow rapidly.
5099,5099,mayor exile,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@smurf131313 @EralNevill @RealJohnWynne You forget that the Mayor in Exile wants his toy back.
5120,5120,tempt fate thing mayor exile legacy,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@RealJohnWynne @PeterOnTheEL @Captain_Deltic @LinkedInUK Don’t tempt fate. Saying things like that will only make the Mayor in Exile more determined to scupper it except for his own expensive unnecessary doomed legacies.
5464,5464,idea mayor course mayor exile,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@Clivedurdle @RealJohnWynne @respros TfL ideas but TfL is being run by the wrong mayor. No10 is of course Mayor in Exile.
5471,5471,raptor pigeon,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@NatashaVic @Ogilvie_CJ I’ve watched NR using raptors to deter or eliminate pigeons
5475,5475,signature pigeon,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@Ogilvie_CJ Are any of the signatures from pigeons?
5507,5507,doubt treasury,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@Bn1Brighton @tlupdates I doubt DfT would be interested and Treasury would be skeptical.
5527,5527,test running line train crossrail mode name line name,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,@RantyHighwayman @respros Test running has definitely started. Elizabeth line trains can be seen on https://t.co/J418z9FeTN Crossrail should be resurrected as the mode name but the line name is excellent
5552,5552,standing treasury fight opportunity trouble judgment jump direction,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@Ogilvie_CJ He’s standing in the middle whilst Treasury and DfT fight it out. He generally jumps when he spots either a clear win or an opportunity. Trouble is his judgment is often clouded and the jump can often be in the wrong direction.
5661,5661,point name idea second devolution settlement step step desire term scotrail allencompassing brand,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,"@Captain_Deltic @SimonCo91550747 Two points. The name GBR was the PMs idea. Second he wants to try and visually (if not substantively) dismantle the devolution settlement step by step, so his desire is to delete terms like ScotRail and TfW and have GBR as a single all-encompassing Great British brand."
5690,5690,serg campaign group nothing rule service line rail nontfl government mask matter choice,0,0_rail_railway_industry_network,rail - railway - industry - network - article - company - train - tocs - government - people,1.0,True,"@csibike1 @Se_Railway @SadiqKhan As SERG is a campaign group there’s nothing we can do. We would ask @TfL and @MayorofLondon to enforce their own rules on their own services. As for main line (national) rail non-TfL buses etc, the Government have decided that masks are a matter of personal choice."
5712,5712,minister shit,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@RobLaughton82 @ChristineJameis @ConHome Not only a shit MP but minister for shit too!!!
5750,5750,crackdown protest priti police chief power,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,Stop the crackdown on protest in Priti Patel's #policingbill. Police chiefs have just shown they can't be trusted with these powers. Write to your MP now: https://t.co/GsoM7DKG2Y
5751,5751,protest woman vigil vote protest,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,Hey @johnnymerceruk 🙋 Peaceful protest is a British right. Women at a peaceful vigil for #SarahEverard did not need heavy-handed policing. Vote against the #PolicingBill that would criminalise peaceful protest in the UK. #HeyMP @BestForBritain https://t.co/afiad5LHfz
5977,5977,website something everything everyones fault budget bonus,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,"@Cooombsy Saw this on the BBC website I think, I nearly came on here to try and find him, but knew I'd say something I shouldn't! Everything going up except the £ coming in but its everyones faults for not being able to budget for it all from the man who just got an extra £2k bonus!"
5985,5985,season comment,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@mickleeds23 @eddieleeds1 @Austin4evaLEEDS Not me I hasten to add 😂🤣 I got blocked for god knows what a while back. She appears to be goading a few fans this season with some of her comments.
6300,6300,advice push bankruptcy send link facebook group option,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@mightywhite83 Don’t do a DRO or go to citizen advice. The DRO will screw your and CA will try push to this or even bankruptcy. I’ll send you a link to a great Facebook group who will help you talk through your best options.
6758,6758,colleague scoreline today game result euromillions,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,London Irish supporting colleague reminding me that I predicted the scoreline from todays #LIRvBRI game on Friday. Hoping for a similar result with Tuesday Euromillions! https://t.co/KXk7dMad0d
6808,6808,southville facebook page stay,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@ASPJoeIles @NPASSouthWest Goes over to the Southville BS3 Facebook pages to see who is already moaning you’ve all woken them up 😂 stay safe!
6830,6830,performance tonight bath seat,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,Utterly wonderful performance from @BristolBears tonight. So proud. Gutted I’m not there tonight with my dad and my umm Bath supporting boss. Though think one of the seats would be empty by now 😂😂😂 #bribth #BristolBears #bristol
6906,6906,year bath stress anxiety idea start,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@25kV For the last 4 years I've had to try and cat herd/organise your ex boss from Bath - that's got to be up there with this for stress, anxiety and jobs that seemed a good idea at the start! 😂"
6996,6996,cake second rest,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,"@TonyP146 @LUCYLucyprior @railindustry I see you've not touched your cake in the last 10 seconds dad, therefore I assume you're not eating the rest of it...."
7165,7165,facebook join help step year court talk group advice,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@julesbuddle @thedogman_918 If you're on facebook join https://t.co/lWhV37P2Zb they'll help you through the next steps or advise - never ignore as they have 6 years to take you to court and you could get a CCJ - talk to the group and ask them for advice
7304,7304,whilst round hand congrats arrival,2,2_thanks_john_congratulation_thank,thanks - john - congratulation - thank - reply - congrats - response - peter - paul - jason,1.0,True,"@LadyDoth @WalesOnline I don't get it either whilst in a way I guess it shows to those also struggling etc to not give up, not all can afford 15 rounds or cope mentally etc. But on the other hand congrats to them for the new arrival."
7488,7488,congratulation ring,2,2_thanks_john_congratulation_thank,thanks - john - congratulation - thank - reply - congrats - response - peter - paul - jason,1.0,True,@HelReynolds congratulations hun!!! love the ring
7547,7547,fundraising pitch memory,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@Nigelrefowens Fantastic to see Wayne win it - like you say a nice guy and the fundraising he does off the pitch in memory of Polly's mum is superb.
7610,7610,bath year week performance review meeting,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@BristolBears @premrugby Me - Bristol Boss - Bath This year he's sitting next to me In two weeks it's my 2019 Performance Review Meeting 😣
7786,7786,imagine police picture attention,8,8_photo_photographer_image_picture,photo - photographer - image - picture - thanks - railway - station - shot - photograph - cornwall,1.0,True,@sxnny_7 Imagine trying to use a widely used police picture to get attention https://t.co/QxByb6sL2E
7927,7927,dirty strike jesus budget,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,"@onporter @MttMllr14 Exactly the same for me, I feel dirty for the strike partnering Jesus, but didn't have a lot of budget left. https://t.co/W8vWP08ter"
8288,8288,resident moomoo land whippy cream,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@BorderAdventure Only if the local residents of MooMoo Land are creating the whippy in my justified and ancient ice cream van! WHAT HAVE I BECOME?!
8382,8382,name area reason,2,2_thanks_john_congratulation_thank,thanks - john - congratulation - thank - reply - congrats - response - peter - paul - jason,1.0,True,"@BorderAdventure I need names, addresses, an axe and a large wooded area for an unnamed reason... https://t.co/mz07AgRQUB"
8686,8686,scone cream cream,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,"@deedee10780561 I like my scone au naturale, thus cream and jam or jam and cream is irrelevant."
8825,8825,pigeon form,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@Tringonometry @mark395625 It's me in pigeon form!
8923,8923,android user everything,7,7_phone_camera_battery_realme,phone - camera - battery - realme - honor - device - apple - huawei - samsung - sensor,1.0,True,"@SkyBlueStacey Android users, explains everything... I hope they are!"
9181,9181,glitch player pitch,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@topeleven hi guys, I had a weird glitch the other day. I subbed a player off, yet somehow he scored after leaving the pitch. Normal? https://t.co/zskTwZAP7O"
9205,9205,game game,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@SE25ADS That game should be Roy's undoing, he knows what that game meant to us and to set us out not to lose was diabolical."
9238,9238,anything football,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,@LloydGriffith Not that he knows anything about the laws of football. https://t.co/bJ9Du0UpxX
9271,9271,piece cake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,0.8889046845305619,True,@TimmyMallett Does it come with a piece of cake?
9367,9367,rotate zoom,7,7_phone_camera_battery_realme,phone - camera - battery - realme - honor - device - apple - huawei - samsung - sensor,1.0,True,"@TheUnluckyTug Ah I see it now, screen wouldn't rotate and zoom."
9457,9457,custard cream,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,"@Virgos_Haircut @deedee10780561 My god man, where are the Custard Creams?!"
9562,9562,piece cake,4,4_treasury_minister_mayor_sunak,treasury - minister - mayor - sunak - shapps - budget - funding - protest - cake - government,1.0,True,@TimmyMallett Does it come with a piece of cake?
9773,9773,bloody bloke bletchley,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,"@ASLEFunion @AMOSASLEFREP Bloody good bloke, well liked at Bletchley and sadly missed."
9821,9821,custard cream,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@mattymidland Where do you stand on custard creams?
9974,9974,thing phone millennials nappy walkman,7,7_phone_camera_battery_realme,phone - camera - battery - realme - honor - device - apple - huawei - samsung - sensor,1.0,True,@cranium84 I'm gen X and recognise most of the things listed. First phone a 3310. Millennials weren't even out of nappies! Walkmans ffs
10050,10050,week year tweet accusation year,5,5_tweet_twitter_people_someone,tweet - twitter - people - someone - account - musk - twat - year - thread - reply,1.0,True,"Last week I tweeted that we are governed by nine years olds. That tweet was ill-considered, and I withdraw the accusation. It was grossly unfair to nine year olds. https://t.co/1s34A7vucf"
10177,10177,resolution image zoom,7,7_phone_camera_battery_realme,phone - camera - battery - realme - honor - device - apple - huawei - samsung - sensor,1.0,True,full resolution #JamesWebbSpaceTelescope #JWST image here. Just zoom in and in... https://t.co/eMysI7XMHX
10206,10206,thick stone,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@duckpyjamas ""Touch Me I'm Thick"" is a stone cold classic #Nirvorna"
10395,10395,peak region level,2,2_thanks_john_congratulation_thank,thanks - john - congratulation - thank - reply - congrats - response - peter - paul - jason,1.0,True,"And where does it bring me to? Kitzsteinhorn, the highest peak in the Salzburg region of the Alps, 3029m above sea level. https://t.co/NnQxt7tjtw"
10463,10463,flag island weekend hope union jack,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,@BeingJarley I hope you're enjoying Flag Island this weekend. Hope you don't choke on a Union Jack 😉
10653,10653,idea country river taxi wharf crossrail tube,6,6_video_crossrail_look_line,video - crossrail - look - line - name - youtube - dmus - mode - focus - footage,1.0,True,"The idea of being able to travel from the West Country to London and get on the River Taxi at Canary Wharf or Woolwich, using Crossrail to avoid the Tube is 🔥🔥🔥"
10974,10974,bingo card,1,1_season_game_hastings_football,season - game - hastings - football - league - bath - goal - injury - play - card,1.0,True,"@hansmollman ngl, I did NOT have gendered marmite on my bingo card"
11040,11040,doritos reaction shot,8,8_photo_photographer_image_picture,photo - photographer - image - picture - thanks - railway - station - shot - photograph - cornwall,1.0,True,"@JBoneDS You should google ""Doritos"" and then post a reaction shot"
11133,11133,noone view please facebook group reesmogg header,9,9_station_park_facebook_cream,station - park - facebook - cream - island - wall - castle - group - bletchley - railway,1.0,True,"@MrTimDunn @NickBuckleyMBE @RailwayMuseum No-one cares about your views on this Nick, please go back to whichever reactionary facebook group with a Rees-Mogg header that you crawled out of"
11178,11178,honor announces tablet honor release,7,7_phone_camera_battery_realme,phone - camera - battery - realme - honor - device - apple - huawei - samsung - sensor,1.0,True,"Honor announces Honor 70, Pad 8 tablet, and Honor X8 5G for UK release https://t.co/u218uqRQKS"
