,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
1320,1320,sister source stress,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5281701286454733,False,Being the oldest sister believe me is the major source of stress,2019-03-27 21:19:15+00:00,None
1321,1321,jack judgement prick,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.2451189880323044,False,Jacks dad on #MarriedAtFirstSightUk is a fat judgement pretentious prick pass it on,2019-03-27 21:55:18+00:00,Life
1322,1322,judgemental^^^,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Judgemental^^^,2019-03-27 21:57:29+00:00,None
1323,1323,today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0482280497998624,False,When you could have had a day off today but instead booked overtime 🤔🙄,2019-03-28 06:11:58+00:00,None
1324,1324,porto home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Porto at home sorted ⚽️❤️⚽️ #buzzing #UCL #LFC,2019-03-28 07:08:24+00:00,None
1325,1325,time,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.4854658821050976,True,@Monirah_Alb 🙏 فعلا وانصح به المعنيين في مهنتنا الجليلة #خميس we had a good time @Monirah_Alb,2019-03-28 12:20:28+00:00,Life
1326,1326,enjoy year lady leader,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8666123834658357,False,"@NisreenMaghraby Enjoy, I had it two years ago. It was great and you get to meet other ladies leaders",2019-03-28 13:04:34+00:00,None
1327,1327,something creepy bury friend borderline scary,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Something creepy about Billie eilish bury a friend- borderline scary,2019-03-28 15:11:36+00:00,None
1328,1328,ankle bracelet symbol dyke,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.3729431525842278,False,@jordgoodwin5 Get ur ankle bracelets out ! The symbol of dykes,2019-03-28 15:11:57+00:00,Work
1329,1329,effort,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"I am so done with always being the one to make the effort, if you wanna see me you know where I am 🙃",2019-03-28 15:47:06+00:00,None
1330,1330,enough challenge,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0488530991940201,False,Had enough of this emoji challenge now https://t.co/Sp5XFRzK77,2019-03-28 19:10:44+00:00,None
1331,1331,anesthesia truly thing shit,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6300562133238211,False,Anesthesia truly is the craziest thing I’ve ever done. Shit is wild.,2019-03-28 19:41:43+00:00,None
1332,1332,eyebrow place woman thing look fiver,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,I get my eyebrows done at the same place cause the woman only ever says 3 things to me throughout “Sit” “Close eye” “Look” Then I pay her a fiver and job done,2019-03-28 19:50:42+00:00,None
1333,1333,memory song somehow,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0139088257768522,False,@Jacobrels Lol snap!! So many good memories from the songs and somehow they still feel relevant! Haha,2019-03-28 19:53:10+00:00,None
1334,1334,jasey,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0777334621098959,False,@Jacobrels Jasey Rae &lt;3,2019-03-28 19:55:19+00:00,None
1335,1335,song,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9530950405336648,False,3 new songs are out on Sunday 🥰💭✨ https://t.co/dIYtiwlgSN,2019-03-28 19:56:13+00:00,None
1336,1336,hello spring,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5699089906493361,False,hello spring 😍😍 https://t.co/7T4p1eZFyN,2019-03-28 20:16:49+00:00,None
1337,1337,think proud today student share journey,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Think we did @CCCUNursing proud today @cathi_leah 😉 great having other students to share this journey with 👌🏻#nearlythere,2019-03-28 21:17:27+00:00,None
1338,1338,thanks week luck year help anything,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,@cathi_leah @CCCUNursing Right back at you chick. You’re going be amazing. Thanks for helping me on me first week! And good luck with starting year three. Always around if you need any help with anything ☺️,2019-03-28 21:41:50+00:00,Life
1339,1339,flake,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Frosted flakes especially https://t.co/fJ9uliWWcW,2019-03-28 21:58:30+00:00,None
1340,1340,episode,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6976677593401223,False,Literally cried my eyes out through all 6 episodes of #AfterLife,2019-03-28 22:25:40+00:00,None
1341,1341,lecture anatomy physiology,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Lecture one of advanced anatomy and physiology coming up..... 🤷‍♀️,2019-03-29 07:31:47+00:00,None
1342,1342,morning,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.0225336108869269,True,@TomBurkeOnlinex Good morning 😘,2019-03-29 07:32:50+00:00,Life
1343,1343,time,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.8042274431109419,True,@ALBSFC1981 What time?,2019-03-29 08:32:51+00:00,Life
1344,1344,shame lecture,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2403901100751666,False,@ALBSFC1981 Shame..... Will be back in lectures at 1pm 😳,2019-03-29 09:00:20+00:00,None
1345,1345,tour,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7019397673797028,False,@lauragwales 😂😂 what a day that one was! 🤦🏼‍♀️ I won’t crave any Mars Bars on this tour 😬,2019-03-29 10:53:36+00:00,None
1346,1346,yesterday year meal drink spoon,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.2115946798043922,False,Wow yesterday (2 years on) we upgraded and BOTH got a meal and drink from spoons - #wealth https://t.co/6dErGZOrfz,2019-03-29 12:30:14+00:00,Life
1347,1347,student life intention information anybody,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7236253929127595,False,"As a perpetual student of life, I find that if I learn with the intention of teaching it I retain/store the information better. Anybody else? Try it! #ProTip",2019-03-29 12:52:11+00:00,None
1348,1348,semester today week schedule activity language fictiontrs family time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8544868822021583,False,Finishing my 1st clinical semester today and I’ll have 8 weeks off before my 2nd. 🙌🏽 Back to my normal schedule of activities: Workout 2hrs Violin Pract 1hr Foreign Language 1hr Reading 1hr (MWF Fiction/TRS Non) Write 1hr Family Time 10hrs I live by my ⏱ #ProductivityHack,2019-03-29 12:58:51+00:00,None
1349,1349,online shopping order tesco shopping,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.2954543167211421,False,"My nan is literally amazed by online shopping ""better not order too much the poor man won't be able to carry it. Feel sorry for him going around Tesco doing my shopping for me I'll have to give him a tip""",2019-03-29 13:04:24+00:00,Work
1350,1350,productivity franklin,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@AnastasiaSMihai It’s the only way I can maximize my productivity. “If you fail to plan, you plan to fail!” -Ben Franklin",2019-03-29 13:22:01+00:00,None
1351,1351,half life time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.014667905300561,False,@AnastasiaSMihai I fooled around too much the first half of my life. It’s my way of making up for lost time.,2019-03-29 13:23:17+00:00,None
1352,1352,stand piercings ball floor,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0100527928467369,False,Can’t be the only one that does the “stand perfectly still and check all piercings” move when you think you hear a ball dropping on the floor,2019-03-29 13:24:23+00:00,None
1353,1353,math math equation puzzle math puzzle,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.4597295886666728,False,@cookieyordon *Math🥴 I honestly look at a math equation as looking at a puzzle. I hate math! But I love puzzles.😊,2019-03-29 13:26:15+00:00,Life
1354,1354,math math time math school,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.6685778382588246,False,@cookieyordon It took me forever to figure that out bc I always told myself “I’m terrible at Math!” Soon I really believed I was terrible at Math. But I really never actually spent time trying to learn math. I was that kid who fooled around way to much in school.,2019-03-29 13:33:12+00:00,Life
1355,1355,nobody school cool myth,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,0.1814616671088852,False,@cookieyordon Nobody ever told me in school that being “cool” was a myth. It really is. 🤷🏻‍♂️,2019-03-29 13:34:12+00:00,Life
1356,1356,week bowl,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,I got this from @melledub for my birthday 2 weeks ago! It’s the only bowl I use now.😊 https://t.co/TDHOKfDr8y,2019-03-29 13:43:53+00:00,None
1357,1357,life break revision,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"my life is currently SO sad that I’m taking a break from writing my diss to do exam revision, wow I know how to have fun 🙃 https://t.co/6WlopwHBXm",2019-03-29 14:39:12+00:00,None
1358,1358,dave everyone hour justice,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.9799126907699875,False,@GrahamBSDLM @BBCSussex @ITV @sussex_police I will always remember that job Dave and everyone worked so hard and long hours just awful but justice prevailed in the end,2019-03-29 17:14:21+00:00,Life
1359,1359,unit chocolate weekend,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.2979464977495281,False,Mums at the neonatal unit at @StGeorgesTrust in #Tooting will receive #mothersday chocolates from us this weekend #mumsmatterverymuch https://t.co/BYEtut9P5j,2019-03-29 17:40:11+00:00,Life
1360,1360,team shortlist hero,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Neonatal team are on the shortlist for a heroes award! https://t.co/p7T3YutHZe,2019-03-29 18:22:46+00:00,None
1361,1361,kris practitioner semester week prekaged begin fort worth,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@kagedmuscle Kris, JUST FINISHED my 1st Nurse Practitioner clinical semester and have 8 weeks to do some bodywork. The PreKaged is just kicking in. #8WeekTrainer begins NOW. #Prekaged how I’ve missed you 🥰😆 P.S.-Stopping by Fort Worth? 💪🏽💪🏽",2019-03-29 18:41:47+00:00,None
1362,1362,person,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,one person followed me // automatically checked by https://t.co/yoeTiKBruy,2019-03-29 19:49:25+00:00,Life
1363,1363,time minicoopers press clutch,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Just completed Day 1 of @kagedmuscle’s #8WeekHardcoreTrainer #LegDay and I’m having a difficult time driving my MiniCooperS bc i can’t press in the clutch all the way. 😫,2019-03-29 20:18:04+00:00,None
1364,1364,level,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@ShaneMarshallMD Taking it to that NEXT level! I love it!,2019-03-29 20:53:43+00:00,Life
1365,1365,making memory,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Am I making this up or is it a deep memory https://t.co/RJM0JgBpYo,2019-03-29 20:57:47+00:00,None
1366,1366,essay,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,When you start reading for your next essay and come across this....... This is definitely going in!! #epilepsy #brain https://t.co/Lg4g2ZNI60,2019-03-29 21:01:52+00:00,None
1367,1367,anything,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,0.4864156260138527,True,@anna345 I’m struggling to feel anything positive about this,2019-03-29 21:03:30+00:00,Life
1368,1368,awww home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@BritAngie1 Awww...... I'm glad she's home. Bet she's missed you 🐈🐱,2019-03-29 21:12:30+00:00,None
1369,1369,video,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@PeteTheRN @JaymetheRN @kagedmuscle Video or it didn’t happen😆,2019-03-29 23:22:05+00:00,None
1370,1370,grade semester week,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Just got my final grade for this semester and it is officially over for eight weeks! 🙌🏽 https://t.co/bMaCZJ5bMZ,2019-03-29 23:23:59+00:00,None
1371,1371,island,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7822472054508612,False,He helped Gilligan get off the island!,2019-03-29 23:29:40+00:00,None
1372,1372,cookie bill murray hand diploma graduation ceremony december,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,"@cookieyordon Cookie, do you think you could persuade Bill Murray to hand me my diploma for my NP graduation ceremony in December?",2019-03-29 23:41:06+00:00,Life
1373,1373,child,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8544222548133417,False,@CHTWellness Children spell love T I M E,2019-03-30 00:12:54+00:00,None
1374,1374,congratulation proud papa,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@nickisnpdx @clementineca @VanderbiltU @WyattAdkins @RasuShrestha @andrewintech @jameyedwards @JamesBBristol @JulieReisetter @richardbagdonas @ebeckjord @LGin412 @keenzai Hey! Congratulations! I’m sure you’re one proud papa! 🙌🏽,2019-03-30 00:13:38+00:00,None
1375,1375,language,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@dannychapchap @CHTWellness That was MY Mom’s love language too!,2019-03-30 01:34:59+00:00,None
1376,1376,look zack weavy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Me: “How’s my weave look in the back?” Zack: “Weavy.”,2019-03-30 02:38:21+00:00,None
1377,1377,lewis emotion,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,False,@bethpatelbeth Lewis said we need to watch it but I can't handle the emotions hahahaha,2019-03-30 10:14:55+00:00,Work
1378,1378,pleasure,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.253681042163524,False,@sambaddj @andrew_hughman A pleasure to be able to contribute to this. You guys are hard working and incredibly talented 🔥✨,2019-03-30 11:16:06+00:00,None
1379,1379,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,"@Sports_Darren @BBCLincsIntro @endeavourfm That’s would be incredible, thank you! If you ever want me to come in and talk/play live just let me know :)",2019-03-30 11:17:53+00:00,Life
1380,1380,image head,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0142398962110385,False,@THEJamesWhale @PamAndersonFans @alexandra_paul @davidcharvet Oh my god that image is going to be difficult to get out of my head 😘😂😂😂,2019-03-30 20:30:07+00:00,None
1381,1381,ikea insert cushion,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@Josiestweet We love the ikea one use the padded insert cushion,2019-03-30 20:32:10+00:00,None
1382,1382,moreno,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2080246734679537,False,@talkSPORT Moreno,2019-03-30 20:34:48+00:00,None
1383,1383,game biter,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,This #PurdueVSVirginia game is a nail biter. #MarchMadness,2019-03-31 03:02:24+00:00,None
1384,1384,basketball,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5457414451150775,False,It’s over. @BoilerBall just couldn’t make it happen. Basketball 🏀 #MarchMadness,2019-03-31 03:08:21+00:00,None
1385,1385,game everyone,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.1377839692254276,False,What a game! Great job everyone. @BoilerBall @UVAMensHoops,2019-03-31 03:09:02+00:00,Work
1386,1386,woman lady friend,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8912679845872847,False,"Happy Mother’s Day to the best, strongest, most caring and inspirational woman ❤️ you’re my favourite lady and my best friend, I love you ❤️ https://t.co/U4Bk9XWZsB",2019-03-31 05:51:24+00:00,None
1387,1387,game,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,1.0,True,@Surgeon_General @UVAMensHoops @BoilerBall It was an AMAZING game!,2019-03-31 06:49:05+00:00,Work
1388,1388,sunday poorly premature baby unit thank supporter book handcream chocolate keyring card,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Happy Mothering Sunday to each of the 40 mums spending the day with their poorly or premature baby at the neonatal unit. Thank you to our supporters who have enabled us to provide a book, handcream, chocolate, keyring and card for every mum ❤",2019-03-31 07:00:30+00:00,None
1389,1389,washing machine dishwasher,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,1.0,False,Finally got a working washing machine and dishwasher 🙌,2019-03-31 07:59:27+00:00,Life
1390,1390,track side music,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,3 track acoustic EP is out now. I let my softer side out in my music (for once) enjoy ✨x https://t.co/rV6bbQHfaB https://t.co/teJVjoGaRE,2019-03-31 08:01:18+00:00,None
1391,1391,birthday graduate freya,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Happy birthday to neonatal graduate Freya #georgesgems https://t.co/hsUTORB8nT,2019-03-31 09:18:39+00:00,None
1392,1392,birthday graduate freja,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.4201334780963626,False,Happy birthday to neonatal graduate Freja #georgesgems https://t.co/0faTJEAaT0,2019-03-31 09:19:58+00:00,Life
1393,1393,spending mother,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Spending mothers day with the in laws minus Lewis who's busy working hard,2019-03-31 10:35:17+00:00,None
1394,1394,treat daughter prefers child,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0992932369121778,False,Lewis mum treats me like her own daughter and actually prefers me over her other 5 children 😂,2019-03-31 10:35:52+00:00,None
1395,1395,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@Dubs1Koukla Thank you..... And to you too 😘,2019-03-31 14:13:23+00:00,Life
1396,1396,meal,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,1.0,True,Being treated to a meal out by my eldest.... 😊,2019-03-31 17:46:40+00:00,Life
1397,1397,wheel goal parent heart nerve biting,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Smacked me steering wheel so hard when that own goal went in 😂 and scared the parents screaming haha. Oh the joys of being a red! Up the heart racing, nerve wracking, nail biting reds!!!",2019-03-31 18:11:58+00:00,None
1398,1398,fucking bird turtle mouth,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6089462213064238,False,The fucking bird has got the turtle in his mouth!!!!! SAVE HIM!!!! #Blueplanet,2019-03-31 19:56:31+00:00,None
1399,1399,thing life,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@maddiehansfordx I know poor little thing was just about to start his new life!!!!,2019-03-31 20:00:14+00:00,None
1400,1400,cause,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9076229020322149,False,@jordgoodwin5 @feistyfrank @emilymontgmery @KatieRussellx @nataliehay04 @Daisfitzsimmons Right cba cause that’s us in an Uber XL :),2019-03-31 22:00:17+00:00,None
1401,1401,patient timing,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Just unscrewed the cap on a patients PEG feed to give meds and he coughed :) good timing :) https://t.co/xrM7YvDfSe,2019-03-31 22:59:31+00:00,None
1402,1402,today importance interphase cell cycle cyclins complex maturation factor protein role cancer apoptosis brain,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Today I have written about the importance of interphase in the cell cycle. About CDK cyclins, Anaphase-promoting complexes, maturation promoting factors, p53 proteins and their role in preventing cancer and apoptosis. My brain is officially 😑",2019-03-31 23:14:30+00:00,None
1403,1403,time diagram cell cycle checkpoint protein enzyme wonder dream,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"But every time I close my eyes all I can see are diagrams of cell cycles. G1/S/G2/M, the checkpoints. The proteins. The enzymes. No wonder my dreams are fucked up.",2019-03-31 23:15:59+00:00,None
1404,1404,something brain rabbit hole,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.999987446936338,False,I need something nice to put in my brain so I’m off to YouTube. Hoping I down fall down the rabbit hole into the weird bit.,2019-03-31 23:17:12+00:00,None
1405,1405,time,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.085057818781722,True,@FWheezyy @nataliehay04 wooooow how many times have we done this with you @jordgoodwin5 @emilymontgmery @KatieRussellx @Daisfitzsimmons,2019-04-01 08:23:19+00:00,Life
1406,1406,swift dealer,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@walterswardens @CaradoUK @DethleffsUK @BaileyofBristol The Swift dealer 😂😂,2019-04-01 08:56:13+00:00,None
1407,1407,everything,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.8938955781960217,True,One of those ‘nah everything can fuck off’ days 😅,2019-04-01 09:54:07+00:00,Life
1408,1408,essay page marker,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,When your researching for your next essay and you run out of page markers!!!!!..... Oops... 🙄😳🤔 https://t.co/I0oAHG6Ht4,2019-04-01 18:40:37+00:00,None
1409,1409,person,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.5547200168577537,True,one person followed me // automatically checked by https://t.co/yoeTiKBruy,2019-04-01 19:09:15+00:00,Life
1410,1410,thing night,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@Kentriley Missing one massive thing there buddy...the night reds 😜,2019-04-01 20:30:29+00:00,None
1411,1411,file,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@bedspolice How embarrassing!! Not sure whether to eat now !!! How about reading the files your assisting on !!,2019-04-01 20:34:40+00:00,None
