,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
27178,27178,voting record justification death,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3948205208985174,False,An MP's voting record does not provide a valid justification for their death. This shouldn't even need to be said.
17228,17228,question manage election,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.642282080044864,False,"I suppose the question you have to ask yourself is this. If @realdonaldtrump is so smart, how come he didn’t manage to rig the election so HE would win, and not #SleepyJoe ? #LOSER #Election2020"
21783,21783,anything tory factory establishment leader money status service,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.5250505627146943,False,"@johndail1591 I wouldn't put anything passed them to save the tory factories that churn out the establishment 'leaders'. Of all the money that keeps them in their charitable status, you could probably fund at least 1 public service."
27282,27282,people voter people need people paper hillsborough,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4430137095162415,False,"@DS_2549 @TheStopthecoup What those people fail to realise is, many Labour voters and ordinary people actually read the Sun. No need to apologise ☺️ people still read the paper every day even after Hillsborough"
5729,5729,vote party fascist member,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4023210485765853,False,@David__Osland @CorbynForever Why should I vote for this party. Behaving like fascists to their own members
3211,3211,someone change lead,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.7515900605893029,False,"@The_TUC Please move out of the way, and let someone who wants to make meaningful change take the lead"
15567,15567,party labour council eejit,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.5971076683943917,False,@murdo_fraser It’s your party along with Labour that run that council ya eejit
22327,22327,sheer bloody decade tory,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.6996978153512974,False,Sheer bloody poetry. A Decade of The Tories. https://t.co/3pNXlRFmQe via @YouTube
17270,17270,blair bush guess,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,1.0,True,@K80bex @CrimeGirI Blair and Bush at a guess
20731,20731,american result election place,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.6211603269731295,False,"If all the Americans now taking to Twitter to proclaim that they can no longer live in the USA as a result of the way this election has been ""stolen"" actually leave, maybe it will make it just a little bit a nicer place"
20735,20735,democrat vote vote,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3430602282468728,False,@geofftech Thameslink clearly Democrat and stealing the vote. STOP COUNTING THE VOTES
3218,3218,leader party faction member,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4388457490812472,False,"@fathanninlayson As far as I know, the leaders of the party tried to form a faction within the CWI. 100 or so members disagreed and left to form Socialist Alternative."
13200,13200,space laser voting machine,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,1.0,False,@PowerDump11 @NBCNews Then the space lasers injected them into the voting machines?
598,598,tory bury sorry chappie name james majority country anyone contender amazing,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3613590660400097,False,"So they're talking to the Tory MP for Bury - sorry, chappie, missed your name other than James and that you've got the smallest majority in the country - and it's like HE could stand for PM. Clearly they'll take anyone who is still breathing as a contender. Amazing."
17443,17443,circuit leader term,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.9167574324822554,False,"@neilsnds @Mark_George_QC @BarristerSecret @TheCriminalBar At least on circuit leader has tweeted in terms, that it will be going ahead"
3669,3669,tory scouse danger behaviour thay,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,1.0,True,@RedrichLFC And you're a southern tory trying to act scouse on https://t.co/uoy0bZPiWE Danger behaviour thay
24790,24790,dems party class,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4762990554130967,False,This is why the Lib Dems will never be the party of the working class. https://t.co/i2p4tDJ2rf
15706,15706,picket line,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3649038230695264,False,@john2_mc I was thinking more of them trying to cross picket lines
27245,27245,hypocrisy part rule rule principle bullsht tory,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4005195635770646,False,"@Lovehasnowords1 Honestly I've never known so much hypocrisy on the government's part! First they introduce the rules, then break them! I'll be reluctant to follow the rules for the so-called ""greater good"" for the principle of bullsh*t from the Tories"
1174,1174,govt line policy government swing voter party comrade,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.2845681298275198,False,"@KevStringer1 @UKLabour @Keir_Starmer Then we'll have a #ToryFascists govt for ever. So why don't you just let @UKLabour get over the line, then make specific policies in government as the swing voters generally do not vote for seriously left wing parties, this has been proved under comrade #Corbyn #ToryscumOut"
12510,12510,andrew boris nonsense people joke cover thing labour everything,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3264015466345574,False,"@Davidric26 @Andrew_Adonis I get what Andrew is saying. Boris is talking absolute nonsense, but he does it in such a way that you can't help but listen. And people will. His inserted jokes are a great cover for the more scary things he is saying. Plus Labour is being blamed for just about everything."
16462,16462,toryism spivvery amount cajolery heart burning tory party nothing change,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.5955264153773404,False,Nye Bevan 1948 “What is Toryism but organised spivvery? … No amount of cajolery can eradicate from my heart a deep burning hatred for the Tory Party … So far as I am concerned they are lower than vermin.” Nothing changes https://t.co/MxjMTmWXLL
3451,3451,dunno yank president senate vote,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,1.0,False,@Muamr19 @Brianworldwide2 @BBCBreaking Dunno if you're Yanks or not but I imagine similar to president losing the senate? Can put forward votes and laws but they can easily be voted down
27266,27266,opposition party labour,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.7791422437309362,False,@MatticusFinch10 Lol. He can't attack the main opposition party as Labour are correct 😁
17243,17243,trump mail ballot,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.7931449998608219,False,TRUMP. CAST. A. MAIL. BALLOT. https://t.co/PlRqpiljSY
5841,5841,support burgon leader burgon deputy,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3418662822501002,False,@Fanxxxxtastic @RichardBurgon @LauraPidcock LLA support Burgon. RLB for leader and Burgon for deputy
26866,26866,start year tory hell,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.6739677422616405,False,@Conservatives And the start of 18 years of Tory hell
27585,27585,candidate tory seat campaign,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4737820116698777,False,"""I congratulate the candidate who won, but it was a safe Tory seat which I didn't campaign for and then lost so I'm angry"" https://t.co/6DQeH8rslf"
2229,2229,right look tory ukip government command majority vote majority government vote,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.4190890551938577,False,@WritesBright @BylineTimes Dead right it needs restructuring. Look at 2015 - votes roughly cast Tory / UKIP 12 million/4 million. Translated into 331 Tory MPs and one 1 ONE UKIP. And when did a government last command the majority of votes cast? Why does the majority get a government they didn't vote for?
3724,3724,person damage tory party shapps,3,3_tory_party_labour_election,tory - party - labour - election - vote - leader - picket - voter - leadership - blair,0.3778730849407112,False,@railnews The only person doing long-term damage is to himself and the Tory party and that is Grant Shapps
