,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
24479,24479,post healey mill,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@JohnMar17136360 Yes I think they probably were Longsight mostly John but as you’ve pointed out in an earlier post that one was Healey Mills
7057,7057,worry morning instruction background,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.5010147466650156,False,"@railwaychaplain @andreajcs @StephenERowe @DylisGeorge @Nanahcub225 @Diakonistas @RailChaplains No worries, I’ll send it over to Anne in the morning. I’ll try and dig out the instructions to change your background too."
13241,13241,queen train service year year presence chosen train advance signaller anything,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@HomeTruths111 @Peston Yet the Queen managed/es to take a train in public service year after year. Admittedly her presence on a chosen train is not advertised in advance and signallers will likely ensure it wasn't held up by anything else. Exactly as the PM could have done.
1172,1172,anything miracle,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@KimSJ @johnandi @acgrayling Anything is reversable The impossible can be done at once, miracles take longer #RejoinEU NOW #BrexitReality #BrexitHasFailed"
21206,21206,vehicle route,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.5690907410499368,False,@alextransdev @keighleybus @Transdev @MetroTravelNews @Alex_Ross_Shaw @WestYorkshireCA @KeighleyTC @CPT_UK @Transport4North New vehicles or transferred from other routes Alex?
11348,11348,standard marketing trick product anything hypocrite people memory fanboys company,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"@sidewaysfrmbhnd @sondesix Standard marketing trick though; promote what your product has and dismiss anything it doesn't. Sure, you'll eventually look like a total hypocrite, but so what? Most people have short memories. Plus fanboys will do a grand job helping their favourite company get away with it."
24037,24037,month work,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.7736389052840306,False,"@IronFelix17 @PJCorry Definitely mate, all the many months of hard work ripped apart in days."
2627,2627,shit opponent pundit aussie rodney marsh commiseration,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,Oh shit. Another one of those sporting opponents I detested but came to like immensely when he became a pundit. Truly sorry to hear this. Aussies taking a bashing what with Rodney Marsh going too. Commiserations. https://t.co/f3OwLvMjUy
3995,3995,cycle south fare rise year timetable route range battery time,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@mrdingham @PaulCliftonBBC @FirstGroupplc @Wright_bus become unviable. And so the cycle continues. Stagecoach South has just announced the second fare rise this year (6%) yet timetables have been reduced on certain routes by 50-75%. The range of electric bus batteries is improving. Charging time of 8 hrs if I remember correctly! 2/2
20275,20275,landlord coach horse farnham evening time profit,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.8253508632333585,False,@RAIL No. The landlord of the Coach and Horses in Farnham entrusted it to me on Sunday evenings... rather a long time ago. Sadly now closed (I probably drank the profits)
17402,17402,spoof account,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,1.0,False,This new @realDonaldTrump spoof account is maybe the funniest yet! https://t.co/VC8eRqSEig
7830,7830,week something time,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,1.0,False,"Sorry Mr J @railwaychaplain I think that's two fatal's I've tagged you in, in the last few weeks. I'll try to tag you in something more positive next time"
17227,17227,bearing mind influence government change mind tweet,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,"Bearing in mind that @marcusrashford has consistently exercised his influence to make a whole government change its mind, this tweet is just a teensy bit silly https://t.co/RtEYIPbxL5"
15884,15884,sorry capital,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@Hullbhoy Sorry Andrew forgot the capital U 😂😂😂
25973,25973,scramble time brew tearoom,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@miles_chains @FWHLines I don't remember it being too much of a mad scramble. There was usually time to get a brew from the tearoom too!
13029,13029,shot cockpit,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.3123997745728492,False,@RAF_Luton Is this a shot from the cockpit? https://t.co/G2A5ohWgqb
19375,19375,tram level access,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.8467439660637178,False,@flowergirl_lon Not required because the trams all have level access!
15701,15701,medium coverage atrocity yemen peep medium palestine,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,1.0,False,"When are we going to get real media coverage of the atrocities being carried out on Yemen, bombed every day but not a peep from the U.K. media. Don’t start me on Palestine"
7146,7146,glass lack glass area degree confidence,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.6394879637537876,False,"@mikemogs_8 You look great either way, but glasses really suit you and if you're really paranoid about the lack of brows the glasses will hide that area to some degree and give you some confidence. Just be you!"
12488,12488,dixons airport location,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.580097672642301,False,@marypcbuk @EddieRobson @mikejjennings Is Dixons being kept for the airport locations?
16393,16393,judge application nowadays,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.7276021309597539,False,"@kev21261 @MattTho15493486 @crimlawuk You can’t be a judge without making an application, and not many of them are QC’s nowadays"
6969,6969,hello report moseley green wood road brookways water busheswoods,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,Hello @FoDDC been ages since I complained to you :-) but how do I report flytyping up at Moseley Green in the woods (Fancy Road opposite Brookways water)? Is it you or the FC as it's in the bushes/woods?
21859,21859,moment stink regret,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.366501533383241,False,@rylekead Bad senior moment there. I’m off to shower and clean off the stink of regret.
17574,17574,action word action,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.0,False,@Siobhan_Baillie #Ukraine #UkraineUnderAttaсk #UkraineRussianWar #UKGovernment needs to take action immediately instead of spouting harsh words and taking no action. @Channel4News @SkyNews @itvnews @BBCNews @stroudnews https://t.co/9RBd4VOdYZ
18280,18280,morning love sock morning,-1,-1_time_train_people_year,time - train - people - year - service - line - thing - work - today - week,0.4597612256635768,False,@kimberlyann30 Morning love. I was all ready to go and get myself some new socks this morning. Now Boris said no 😭😂xx
