id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5641092592179692e+18,2022-08-29 04:34:41+00:00,['1564109259217969152'],"@N_Amberfield @JohnMar17136360 Looking at the state of Woodhall Junction in 1965, one has to wonder what it was like by 1970!",  looking at the state of woodhall junction in one has to wonder what it was like by,state woodhall junction
1.5641036253030236e+18,2022-08-29 04:12:18+00:00,['1564103625303023618'],"@N_Amberfield @nnrailway Looks like somebody was giving the station building some TLC, the new owners perhaps?",  looks like somebody was giving the station building some tlc the new owners perhaps,somebody station owner
1.5641011892050985e+18,2022-08-29 04:02:37+00:00,['1564101189205098496'],@WhitfieldRail @N_Amberfield I seem to remember some slow speed control fitted 47s had a yellow flashing beacon fitted above the widscreens?,  i seem to remember some slow speed control fitted had a yellow flashing beacon fitted above the widscreens,speed control flashing beacon widscreens
1.5640986743257047e+18,2022-08-29 03:52:38+00:00,['1564098674325704704'],@N_Amberfield That's about the average width for a signal box veranda which did not always have an outer railing. It was often the resting place for the box mop and bucket! About 10 years later BR issued an edict that staff were to keep off all signal box verandas., that's about the average width for a signal box veranda which did not always have an outer railing it was often the resting place for the box mop and bucket about years later br issued an edict that staff were to keep off all signal box verandas,width veranda outer place bucket year edict staff signal veranda
1.5640947122729e+18,2022-08-29 03:36:53+00:00,['1564094712272900096'],"@N_Amberfield I didn't know 40004 was repainted into green, you can't really tell from the photo.", i didn't know was repainted into green you can't really tell from the photo,know photo
1.5640882957007913e+18,2022-08-29 03:11:23+00:00,['1564088295700791297'],"@LumpyandFriends As he's scoffing his special mix you can imagine he's thinking, ""Don't forget the nuts the Nut Elf's just thrown!"" I didn't realise you and Mike can lean so far out with the phone, no wonder it puzzles them, certainly doesn't worry them!", as he's scoffing his special mix you can imagine he's thinking dont forget the nuts the nut elf's just thrown i didn't realise you and mike can lean so far out with the phone no wonder it puzzles them certainly doesn't worry them,phone wonder
1.5638964426657137e+18,2022-08-28 14:29:02+00:00,['1563896442665713664'],"@LumpyandFriends Back at the sett, ""Where are you going?"" ""Only to the buffet."" ""Good idea! I'll come as well."" ""You off to the buffet? Wait, I'm coming too!""", back at the sett where are you going only to the buffet good idea i'll come as well you off to the buffet wait i'm coming too,sett buffet idea buffet wait
1.5636372987256218e+18,2022-08-27 21:19:17+00:00,['1563637298725621762'],@YesterdaysBrit1 Whose show was it where the whole of London sunk and in another edition a rocket launched out of St Pauls after the 'lid' opened?, whose show was it where the whole of london sunk and in another edition a rocket launched out of st pauls after the lid opened,show whole sunk edition rocket paul
1.5636314743220716e+18,2022-08-27 20:56:09+00:00,['1563631474322071552'],"@EndeavourMorse8 @LumpyandFriends No, I think all the Lumpy children have left home, Christine will correct me if I'm wrong!",  no i think all the lumpy children have left home christine will correct me if i'm wrong,child home christine
1.5635290048080486e+18,2022-08-27 14:08:58+00:00,['1563529004808048653'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 04/09/2022⚠️ SUN 🛑Riverside↔️Barking blocked to trains BH MON ⚠️A Saturday timetable operates TUE➡️FRI 🚫05:48 07:33 Riverside➡️Gospel Oak cancelled 🚫06:39 Gospel Oak➡️Riverside cancelled SUN 🛑Riverside↔️Barking blocked to trains https://t.co/Sdae2XUuWv, planned alterations until  sun riversidebarking blocked to trains bh mon a saturday timetable operates tuefri   riversidegospel oak cancelled  gospel oakriverside cancelled sun riversidebarking blocked to trains ,alteration train saturday riversidebarking train
1.5634863507660063e+18,2022-08-27 11:19:28+00:00,['1563486350766006272'],"@LumpyandFriends How did you stop the other two making a move on the bowl, or do they know it is for him?", how did you stop the other two making a move on the bowl or do they know it is for him,move bowl
1.5634850667641285e+18,2022-08-27 11:14:22+00:00,['1563485066764128258'],@LumpyandFriends Looks like she had a make-over especially for the photo!, looks like she had a makeover especially for the photo,look makeover photo
1.5634841979010703e+18,2022-08-27 11:10:55+00:00,['1563484197901070343'],@LumpyandFriends Am I right in thinking the vet will only prescribe antibiotics for a certain period?, am i right in thinking the vet will only prescribe antibiotics for a certain period,antibiotic period
1.5632660065541366e+18,2022-08-26 20:43:54+00:00,['1563266006554136578'],"@tf1956 @svrofficialsite Many, many years ago I was on a late running through railtour and clocked 41 mph somewhere between Bewdley and Victoria bridge! I think it was a'Hall' on the front.",  many many years ago i was on a late running through railtour and clocked mph somewhere between bewdley and victoria bridge i think it was ahall on the front,year running railtour bewdley victoria bridge front
1.5632515833451192e+18,2022-08-26 19:46:35+00:00,['1563251583345119234'],"@supertanskiii @carolecadwalla opened my eyes to the coup that took place in 2016, everyone should look at her TED talk on @YouTube",  opened my eyes to the coup that took place in everyone should look at her ted talk on ,coup place everyone talk
1.5631865480108114e+18,2022-08-26 15:28:10+00:00,['1563186548010811392'],"@LumpyandFriends A seemingly high altitude badger! No matter how he lands, the jaws keep on chewing those nuts!", a seemingly high altitude badger no matter how he lands the jaws keep on chewing those nuts,altitude badger matter keep
1.5628522691329556e+18,2022-08-25 17:19:52+00:00,['1562852269132955649'],"@LumpyandFriends ""Tut, she's in there!"" Time for his her's shacks? Obviously not considered to be a two-badger shack.", tut she's in there time for his her's shacks obviously not considered to be a twobadger shack,time shack twobadger shack
1.562804278544048e+18,2022-08-25 14:09:10+00:00,['1562804278544048131'],"@LumpyandFriends @doctormrsscott Understand, the last thing you want to do is ""put the mockers on it"" by saying he's better only for him to relapse. Fingers toes remain crossed!",  understand the last thing you want to do is put the mockers on it by saying he's better only for him to relapse fingers toes remain crossed,thing mocker finger
1.5628027462100255e+18,2022-08-25 14:03:04+00:00,['1562802746210025472'],"@doctormrsscott @LumpyandFriends Yes, Do you think he's on the mend at last, Christine?",  yes do you think he's on the mend at last christine,mend christine
1.5621808799585403e+18,2022-08-23 20:52:00+00:00,['1562180879958540289'],"@JohnWoo85652932 I never managed to see this or the other prototype, 1106 ""Booth"" car. I think both of these cars had potential. There were also 6x""Griddle"" cars, one of which is preserved by the NRM. Does anyone know if 1106 is still in existence?", i never managed to see this or the other prototype booth car i think both of these cars had potential there were also cars one of which is preserved by the nrm does anyone know if is still in existence,prototype booth anyone existence
1.5620278959330468e+18,2022-08-23 10:44:06+00:00,['1562027895933046785'],"@LumpyandFriends It's probably the angle of the photo, but there isn't any open wound visible?", it's probably the angle of the photo but there isn't any open wound visible,angle photo wound
1.5619050396643492e+18,2022-08-23 02:35:54+00:00,['1561905039664349186'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 28/08/2022⚠️ MONDAY➡️FRIDAY ⚠️23:03 Bkg Riverside➡️Upper Holloway ONLY 🚫Does not serve Gospel Oak SUNDAY 🛑Riverside↔️Barking blocked to trains all day. https://t.co/HOfYiYLzBA, planned alterations until mondayfriday  bkg riversideupper holloway only does not serve gospel oak sunday riversidebarking blocked to trains all day ,alteration riversideupper holloway sunday train
1.5617597835727053e+18,2022-08-22 16:58:43+00:00,['1561759783572705281'],@LumpyandFriends Won't be long and he'll be looking for the door bell too!, won't be long and he'll be looking for the door bell too,door bell
1.5617166253840384e+18,2022-08-22 14:07:13+00:00,['1561716625384038400'],"@Mikeashworth12 @NUL_Transport I'd forgotten about them! A regular feature of 'LNER Society' railtours (&amp; others) in the 1970s, ordered when booking, different trays for outward return legs and a trolley in the brake van with hot water urn, soft drinks and confectionery. No spare buffet cars available then.",  i'd forgotten about them a regular feature of lner society railtours amp others in the ordered when booking different trays for outward return legs and a trolley in the brake van with hot water urn soft drinks and confectionery no spare buffet cars available then,forgotten feature lner society railtours others tray return trolley brake water drink confectionery buffet
1.561312332235645e+18,2022-08-21 11:20:42+00:00,['1561312332235644928'],"@LumpyandFriends I'm glad I 'met' him in 2020, thanks to you Christine.", i'm glad i met him in thanks to you christine,glad thanks
1.561089196407808e+18,2022-08-20 20:34:02+00:00,['1561089196407808000'],"@grahamjsimmons There are some train drivers in many companies who prefer to be RMT members, but only on London Underground are RMT allowed to bargain for their driver members.", there are some train drivers in many companies who prefer to be rmt members but only on london underground are rmt allowed to bargain for their driver members,train driver company member london underground driver member
1.5610840668076646e+18,2022-08-20 20:13:39+00:00,['1561084066807664643'],@organisedlab @RMTunion Trade unionism is not a crime.....YET!,  trade unionism is not a crimeyet,trade unionism crimeyet
1.5610784489567846e+18,2022-08-20 19:51:20+00:00,['1561078448956784642'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 26/08/2022⚠️ SAT 🚫All LO services have now finished SUN ⚠️Due to engineering works late start 1st from Gospel Oak: 09:40 1st from Barking:10:08 🛑Riverside↔️Barking blocked to trains all day MON-FRI ⚠️23:03 Riverside terminates U Holloway https://t.co/Xwz21pYOk8, planned alterations until sat all lo services have now finished sun due to engineering works late start from gospel oak  from barking riversidebarking blocked to trains all day monfri  riverside terminates u holloway ,alteration service engineering work start train riverside holloway
1.560967959429976e+18,2022-08-20 12:32:17+00:00,['1560967959429976064'],"🚫#GOBLIN UPDATE 20/08/2022🚫 The service planned for today, Saturday, has been cancelled", update the service planned for today saturday has been cancelled,service today saturday
1.5607209397000602e+18,2022-08-19 20:10:43+00:00,['1560720939700060162'],"@LumpyandFriends It's the very least I can do, I ran out of space on 2/2, but best wishes from Glenn (the one on the left).", it's the very least i can do i ran out of space on but best wishes from glenn the one on the left,space wish left
1.5607193804130918e+18,2022-08-19 20:04:31+00:00,['1560719380413091844'],"@LumpyandFriends 2/2 You are doing the best you can for him, you really are. We must all hope that the anti biotics work this time. You have all of us, your many supporters and admirers behind you, rooting for him to recover this time. If he doesn't, you'll just keep trying and we will all back u", you are doing the best you can for him you really are we must all hope that the anti biotics work this time you have all of us your many supporters and admirers behind you rooting for him to recover this time if he doesnt you'll just keep trying and we will all back u,anti biotics time supporter admirer time
1.5607178809075057e+18,2022-08-19 19:58:34+00:00,['1560717880907505664'],"@LumpyandFriends Dear Christine, I admit I shed a few tears when I read this. Last time I checked less than 2 days ago it seemed he was OK and all fingers were crossed for recovery. What a blow for you to see him like this. You must block all those who have nothing positive to say. 1/2", dear christine i admit i shed a few tears when i read this last time i checked less than days ago it seemed he was ok and all fingers were crossed for recovery what a blow for you to see him like this you must block all those who have nothing positive to say,christine tear time finger recovery blow nothing
1.5607110629110743e+18,2022-08-19 19:31:28+00:00,['1560711062911074308'],"@RichardJMurphy They say that they want to reduce the numbers of civil servants. Unlikely, when it appears govt offices for London and for the regions are in prospect. While not go the whole hog and restablish the Welsh Scottish offices as well?", they say that they want to reduce the numbers of civil servants unlikely when it appears govt offices for london and for the regions are in prospect while not go the whole hog and restablish the welsh scottish offices as well,number servant office london region prospect office
1.5607099022339195e+18,2022-08-19 19:26:51+00:00,['1560709902233919489'],"@SouthEastRailGp @SimonZev So, govt offices for the regions? I thought they wanted to cut the numbers of civil servants?",  so govt offices for the regions i thought they wanted to cut the numbers of civil servants,office region number servant
1.5607046519509647e+18,2022-08-19 19:06:00+00:00,['1560704651950964737'],"@SouthEastRailGp @SimonZev I think it is entirely likely that the GLA will be abolished and replaced with a new Government Office for London to administer the region, TfL either passing to that or directly to the DfT. After all, its not the first time Londoners have been punished for not voting correctly.",  i think it is entirely likely that the gla will be abolished and replaced with a new government office for london to administer the region tfl either passing to that or directly to the dft after all its not the first time londoners have been punished for not voting correctly,government office london region passing time londoner
1.5601488019518628e+18,2022-08-18 06:17:15+00:00,['1560148801951862784'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 20/08/2022⚠️ THURS SAT ⚠️special limited service due to strike action Barking: 1st 07:23 last 18:15 Gospel Oak: 1st 07:40 last 17:40 runs about every 30 minutes FRI ⚠️special service from 08:00 https://t.co/tU2tC98xsR, planned alterations until thurs sat special limited service due to strike action barking  last gospel oak  last runs about every minutes fri special service from  ,alteration thurs service action minute service
1.559997488211399e+18,2022-08-17 20:15:59+00:00,['1559997488211398658'],⚠️#GOBLIN UPDATE 21:15 17/08/2022⚠️ ⚠️A limited service (about every 30 minutes) has commenced between Barking P1↔️Gospel Oak, update a limited service about every minutes has commenced between barking pgospel oak,service minute
1.559938933814956e+18,2022-08-17 16:23:18+00:00,['1559938933814956033'],⚠️#GOBLIN UPDATE 17:20 17/08/2022⚠️ 🛑Barking Riverside↔️South Tottenham blocked to trains due to flooding. Service still operating Gospel Oak↔️South Tottenham, update barking riversidesouth tottenham blocked to trains due to flooding service still operating gospel oaksouth tottenham,barking riversidesouth tottenham train service gospel oaksouth tottenham
1.5595081333195244e+18,2022-08-16 11:51:27+00:00,['1559508133319524353'],"@rlonguk Ours was the real thing but luckily, like yours now, steady rain that will soak into the ground and not cause major run-off that ends up causing sewage being dumped in the Lea! I can but hope!", ours was the real thing but luckily like yours now steady rain that will soak into the ground and not cause major runoff that ends up causing sewage being dumped in the lea i can but hope,thing rain ground runoff sewage
1.5595049911694295e+18,2022-08-16 11:38:58+00:00,['1559504991169429505'],@rlonguk We had it last night in Chingford!, we had it last night in chingford,night chingford
1.5593140559318262e+18,2022-08-15 23:00:16+00:00,['1559314055931826177'],@WoodheadRoute Thank you. I suppose it is quite lucky the building survives at all., thank you i suppose it is quite lucky the building survives at all,thank building
1.5593027761985044e+18,2022-08-15 22:15:26+00:00,['1559302776198504459'],"@WoodheadRoute I've asked several times if anyone knows what the old electrical control building at Penistone is used for now, but so far, no reply. Anyone?", i've asked several times if anyone knows what the old electrical control building at penistone is used for now but so far no reply anyone,time anyone control building penistone reply anyone
1.5592731870531174e+18,2022-08-15 20:17:52+00:00,['1559273187053117447'],@SouthEastRailGp @CLondoner92 Will this have any implications for TfL tendered services operated by HCT?,  will this have any implications for tfl tendered services operated by hct,implication service
1.5589728848649585e+18,2022-08-15 00:24:34+00:00,['1558972884864958464'],@ScotchKev @WoodheadRoute Hard to believe that I went through the Woodhead platforms on numerous enthusiasts' specials during the late 1970s and 1980.,  hard to believe that i went through the woodhead platforms on numerous enthusiasts specials during the late and,hard woodhead platform enthusiast special
1.5589716426966794e+18,2022-08-15 00:19:38+00:00,['1558971642696679429'],@bordersbeeching Note the wisp of steam leaking from the train heat pipe at the front of the locomotive. High viz vests had yet to become widspread too., note the wisp of steam leaking from the train heat pipe at the front of the locomotive high viz vests had yet to become widspread too,wisp steam leaking train heat pipe front vest
1.5589694794046546e+18,2022-08-15 00:11:02+00:00,['1558969479404654594'],"@HucclecoteLong1 @WoodheadRoute @TB76_Returns The Woodhead route was originally GCR, passing to the LNER who actually designed the whole electrification scheme, it was WWII that delayed completion, meaning it was BR Eastern Region that inherited the scheme. Later on much of the line was transferred to the LM Region.",   the woodhead route was originally gcr passing to the lner who actually designed the whole electrification scheme it was wwii that delayed completion meaning it was br eastern region that inherited the scheme later on much of the line was transferred to the lm region,route passing lner electrification scheme completion region scheme line region
1.5589212307361014e+18,2022-08-14 20:59:19+00:00,['1558921230736101377'],"@E7Drew @darlaine_honey @stanfontan @bakerstherald @EuropeanPowell Good question! Assume the whips will have sufficient dirt (or hostages?) on the nominated peers to ensure loyalty, because AFAIK you can't get rid of peers as easily as disloyal Tory MPs!",     good question assume the whips will have sufficient dirt or hostages on the nominated peers to ensure loyalty because afaik you can't get rid of peers as easily as disloyal tory mps,question whip dirt hostage peer loyalty afaik peer tory
1.5588517243157094e+18,2022-08-14 16:23:07+00:00,['1558851724315709440'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 20/08/2022⚠️ WED ⚠️23:10 Gospel Oak terminates at Barking 🚫Does not serve Riverside THURS ⚠️special limited service due to strike action Barking: 1st 07:23 last 18:15 Gospel Oak: 1st 07:40 last 17:40 FRI ⚠️special service from 08:00 https://t.co/soKFL2SyqX, planned alterations until wed  gospel oak terminates at barking does not serve riverside thurs special limited service due to strike action barking  last gospel oak  last fri special service from  ,alteration terminates barking riverside service action service
1.558781723571376e+18,2022-08-14 11:44:58+00:00,['1558781723571376129'],"@Manof48 @neilatkin37 @YesterdaysBrit1 Thank you @Manof48! I was sure those 'units' were not built by BR works, the older trailers confirmed it to me, but it would have taken a lot of rumaging in my disorganised library to confirm it!",   thank you  i was sure those units were not built by br works the older trailers confirmed it to me but it would have taken a lot of rumaging in my disorganised library to confirm it,thank unit trailer library
1.5587543125322506e+18,2022-08-14 09:56:03+00:00,['1558754312532250624'],@neilatkin37 @YesterdaysBrit1 Thanks. I knew BREL built the later DEMUs for NIR but the ones in the photo are quite old and I thought it was one of the old UK builders.,  thanks i knew brel built the later demus for nir but the ones in the photo are quite old and i thought it was one of the old uk builders,thanks brel demus photo builder
1.5581873356610191e+18,2022-08-12 20:23:05+00:00,['1558187335661019136'],"@annacolesyahoo1 @RichardJMurphy I really wouldn't put much faith in a GE to save us. I'm sure the destruction of this country is being speedied up to be completed before a GE has to be held. Actually, does a GE have to be held since the repeal of the Fixed Term Parliaments Act?",  i really wouldn't put much faith in a ge to save us i'm sure the destruction of this country is being speedied up to be completed before a ge has to be held actually does a ge have to be held since the repeal of the fixed term parliaments act,faith destruction country repeal term parliament
1.5581835513671066e+18,2022-08-12 20:08:02+00:00,['1558183551367106560'],"@LumpyandFriends I think this video demonstrates the absolute need for a door bell! Sorry Christine, I know this is serious, but I just couldn't resist.", i think this video demonstrates the absolute need for a door bell sorry christine i know this is serious but i just couldn't resist,video absolute need door bell christine resist
1.558179189228028e+18,2022-08-12 19:50:42+00:00,['1558179189228027905'],@darlaine_honey @stanfontan @bakerstherald @EuropeanPowell 2 cont) No time to debate the legislation in detail and the govt majority votes it through to pass effortlessly through the Lords thanks to (1) above. Simples!,    cont no time to debate the legislation in detail and the govt majority votes it through to pass effortlessly through the lords thanks to  above simples,time legislation detail majority lord thanks simple
1.5581785616552796e+18,2022-08-12 19:48:13+00:00,['1558178561655279618'],"@darlaine_honey @stanfontan @bakerstherald @EuropeanPowell 1) Implement Crosby's plan for 39 new peers, who have signed up to always vote as instructed by whips. This is enough to ensure the Lords cannot block any govt legislation. 2) Introduce the basic legislation with lots of 'Henry VIII' powers into the Commons with strict guillotine",    implement crosby's plan for new peers who have signed up to always vote as instructed by whips this is enough to ensure the lords cannot block any govt legislation introduce the basic legislation with lots of henry viii powers into the commons with strict guillotine,implement plan peer whip lord legislation legislation henry viii power common guillotine
1.5581111331936092e+18,2022-08-12 15:20:17+00:00,['1558111133193609216'],"@wisheart12 The ukip-Tories are carrying out their solution, it just so happens that its not a solution that benefits anyone other than them and their supporters and funders.", the ukiptories are carrying out their solution it just so happens that its not a solution that benefits anyone other than them and their supporters and funders,ukiptories solution solution benefit anyone supporter funders
1.557826489210622e+18,2022-08-11 20:29:12+00:00,['1557826489210621955'],"@danielgoyal Soon!? are you not slightly behind the times? True they have not actually sold off any these Special Economic Zones and the people who live in them yet, but they think they can do that in six months!", soon are you not slightly behind the times true they have not actually sold off any these special economic zones and the people who live in them yet but they think they can do that in six months,time zone people month
1.5578248526979482e+18,2022-08-11 20:22:42+00:00,['1557824852697948160'],"@LumpyandFriends I can't tell who it was but did she whisper in Flo's ear, "" There's a bit of cake over there, if you want it.""", i can't tell who it was but did she whisper in flo's ear  there's a bit of cake over there if you want it,tell cake
1.5577802229335982e+18,2022-08-11 17:25:21+00:00,['1557780222933598208'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 14/08/2022⚠️ FRIDAY ⚠️23:03 Barking Riverside terminates at Upper Holloway 🚫Does NOT serve Gospel Oak SATURDAY SPECIAL SERVICE ⚠️ex Riverside: 08:15/08:45 until 19:17/19:45 ⚠️ex Barking P8: 08:26/08:56 until 19:28/20:56 about every 30mins https://t.co/C3rexSn6uq, planned alterations until friday  barking riverside terminates at upper holloway does not serve gospel oak saturday special service ex riverside  until ex barking p  until about every ,alteration barking riverside holloway service
1.5577588835480863e+18,2022-08-11 16:00:34+00:00,['1557758883548086275'],"@LumpyandFriends I like the quick glance in the nut fairy's direction before he starts, just in case the doors might open to produce some posh nuts or a bowl of special mix. And the longer stare, ""What's the matter with them? Honestly, kids today don't know their born!""", i like the quick glance in the nut fairy's direction before he starts just in case the doors might open to produce some posh nuts or a bowl of special mix and the longer stare whats the matter with them honestly kids today don't know their born,glance direction case door posh bowl matter today born
1.5576221231112684e+18,2022-08-11 06:57:08+00:00,['1557622123111268352'],"@N_Amberfield @JohnMar17136360 I never saw Spellbrook box, but I remember one of the Liverpool Street controllers used to call it ""the leaning tower of Spellbrook""!",  i never saw spellbrook box but i remember one of the liverpool street controllers used to call it the leaning tower of spellbrook,spellbrook street controller tower spellbrook
1.5575149370559693e+18,2022-08-10 23:51:12+00:00,['1557514937055969282'],"@LizzyJPrice To the fascist regime that is about to take over, vast swathes of the UK population are simply expendable and of no use to the disaster capitalists they intend selling the country (&amp; its people) to.", to the fascist regime that is about to take over vast swathes of the uk population are simply expendable and of no use to the disaster capitalists they intend selling the country amp its people to,regime swathe population disaster capitalist country people
1.5574577923903734e+18,2022-08-10 20:04:08+00:00,['1557457792390373378'],"@EuropeanPowell Thank you @GeorgeMonbiot for writing this in the @guardian. People need to know of the threats these ""Freeports""/#CharterCities pose to the public and our enviroment. National Parks and AONB will be trashed.", thank you  for writing this in the  people need to know of the threats these freeports pose to the public and our enviroment national parks and aonb will be trashed,thank people threat freeports public park aonb
1.557389600120873e+18,2022-08-10 15:33:10+00:00,['1557389600120872960'],@johnestevens Things can only get better for her her paymasters., things can only get better for her her paymasters,thing paymaster
1.557020080382378e+18,2022-08-09 15:04:49+00:00,['1557020080382377987'],⚠️#GOBLIN PLANNED ALTERATIONS UNTIL 14/08/2022⚠️ FRIDAY ⚠️23:03 Barking Riverside terminates at Upper Holloway 🚫Does NOT serve Gospel Oak SATURDAY 🛑No service due to strike action by drivers. https://t.co/UsIJ6Tt7I6, planned alterations until friday  barking riverside terminates at upper holloway does not serve gospel oak saturday no service due to strike action by drivers ,alteration barking riverside holloway saturday service action driver
1.557019106947334e+18,2022-08-09 15:00:57+00:00,['1557019106947334148'],"@barkingriversi3 @TfL Currently all #GOBLIN services are cancelled, not even the one train shuttle between Riverside and Barking which ran on the last ASLEF strike day is running.",  currently all  services are cancelled not even the one train shuttle between riverside and barking which ran on the last aslef strike day is running,service train shuttle riverside barking aslef strike
1.5570184263752745e+18,2022-08-09 14:58:15+00:00,['1557018426375274498'],"@rlonguk @Hughjcarr @MrTimDunn You're quite right, I was too wrapped up in the ""glory days"" and forgot BR transferred the name to the MML.",   you're quite right i was too wrapped up in the glory days and forgot br transferred the name to the mml,glory name
1.5570171276930335e+18,2022-08-09 14:53:05+00:00,['1557017127693033479'],"@UselessHackney Apparently we have Nick Clegg to thank for this, but AIUI it only applies to MPs that have had some sort of disciplinary sanction applied by Parliament.", apparently we have nick clegg to thank for this but aiui it only applies to mps that have had some sort of disciplinary sanction applied by parliament,clegg sort sanction parliament
1.556826777724625e+18,2022-08-09 02:16:42+00:00,['1556826777724624898'],"@UKnoGum @EuropeanPowell There won't be any need for MPs in Charter Cities, they will be outside of Parliamentary control and therefore have no need for MPs.",  there won't be any need for mps in charter cities they will be outside of parliamentary control and therefore have no need for mps,need charter city control need
1.5567757924655675e+18,2022-08-08 22:54:07+00:00,['1556775792465567744'],"@Hughjcarr @MrTimDunn ""Waverley"" yes, but wasn't the ""Master Cutler"" originally a GCR train? Don't think it ever ran from St. Pancras.",  waverley yes but wasn't the master cutler originally a gcr train don't think it ever ran from st pancras,waverley master cutler pancras
1.55677501029077e+18,2022-08-08 22:51:00+00:00,['1556775010290769921'],"@LumpyandFriends Christine, any chance you could dig out that ""doorbell video""?", christine any chance you could dig out that doorbell video,christine chance doorbell video
1.556772923398148e+18,2022-08-08 22:42:43+00:00,['1556772923398148102'],"@LumpyandFriends He's been well trained by his elders, ""Whatever happens in Narnia, do NOT stop eating!""", he's been well trained by his elders whatever happens in narnia do not stop eating,elder happens narnia
1.556769381262279e+18,2022-08-08 22:28:38+00:00,['1556769381262278656'],@bakerstherald I'm getting worried. Until now this still seemed a few years down the road. Now it all seems to be being speedied up and could be 'done dusted' before 2024?, i'm getting worried until now this still seemed a few years down the road now it all seems to be being speedied up and could be done dusted before,year road
1.5567683008807567e+18,2022-08-08 22:24:20+00:00,['1556768300880756737'],"@blowhound @bakerstherald According to an early proposal for Hull, anyone not liking the new laws will graciously be allowed to move outside the zone!",  according to an early proposal for hull anyone not liking the new laws will graciously be allowed to move outside the zone,proposal hull anyone zone
1.556761692956246e+18,2022-08-08 21:58:05+00:00,['1556761692956246016'],"@MrTimDunn You have to admit though, ""Thames-Clyde Express"" doesn't make such a good name for a cocktail as ""Flying Scotsman"" or ""Royal Scot""!", you have to admit though thamesclyde express doesn't make such a good name for a cocktail as flying scotsman or royal scot,express name cocktail scotsman royal scot
1.5564073754808812e+18,2022-08-07 22:30:09+00:00,['1556407375480881152'],"@mrjamesob Watch out for those ""Investment Zones"", formerly ""Freeports"". Whoever owns them will set their own laws and regulations by paying the junta for the privilege.", watch out for those investment zones formerly freeports whoever owns them will set their own laws and regulations by paying the junta for the privilege,watch investment zone freeports regulation junta privilege
