Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,whitespace
63,63,63,1.5447689864114217e+18,2022-07-06 19:43:21+00:00,['1544768986411421700'],"Words are being missed out, changing the meaning of the lyrics .. I’m crying..",,words are being missed out changing the meaning of the lyrics  i’m crying,True,False
64,64,64,1.544767853487919e+18,2022-07-06 19:38:51+00:00,['1544767853487919106'],"“Knack, knack, knacking on heaven’s door…” https://t.co/cuoqPrkOot https://t.co/81ABXzaNH6",,“knack knack knacking on heaven’s door…”  ,True,False
65,65,65,1.5447665976881644e+18,2022-07-06 19:33:51+00:00,['1544766597688164359'],Simon and Garfunkel.,,simon and garfunkel,True,False
66,66,66,1.5447658105558876e+18,2022-07-06 19:30:44+00:00,['1544765810555887616'],NOOOOOO! Not Bowie! 😩,,noooooo not bowie ,True,False
67,67,67,1.544765329355817e+18,2022-07-06 19:28:49+00:00,['1544765329355816962'],Murdering “Morning has Broken” now. Wrong words … and tune. Fuck.,,murdering “morning has broken” now wrong words … and tune fuck,True,False
69,69,69,1.54476184420787e+18,2022-07-06 19:14:58+00:00,['1544761844207869952'],@philwoodford Fabulous!,, fabulous,True,False
70,70,70,1.544760368022823e+18,2022-07-06 19:09:06+00:00,['1544760368022822912'],@Aja02537920 @MacyGraysLife We stand together.,,  we stand together,True,False
71,71,71,1.544760201861075e+18,2022-07-06 19:08:27+00:00,['1544760201861074948'],@MacyGraysLife Love you Macy! 💗💗💗,, love you macy ,True,False
72,72,72,1.5447597102509425e+18,2022-07-06 19:06:29+00:00,['1544759710250942465'],We’re at an Hotel in Austria &amp; there’s live music. It’s a bit.. 😳hmmm. My dogs are singing along with “Imagine”. 😬🐾❤️🐾❤️,,we’re at an hotel in austria amp there’s live music it’s a bit hmmm my dogs are singing along with “imagine” ,True,False
80,80,80,1.544052073133654e+18,2022-07-04 20:14:35+00:00,['1544052073133654016'],@your_grace25 @itvnews Oh bless! What a sweetheart!,,  oh bless what a sweetheart,True,False
88,88,88,1.543311348767023e+18,2022-07-02 19:11:13+00:00,['1543311348767023105'],"@SophieXY44 What an absolute racist, misogynistic 🤬!",, what an absolute racist misogynistic ,True,False
102,102,102,1.5395775782180332e+18,2022-06-22 11:54:33+00:00,['1539577578218033153'],@morethanmum1 It was greeny-blue. My friend put another colour on it to counteract the greeny-blue &amp; now I have 1 cm orange roots and the rest is dark brown. 😂😂😂,, it was greenyblue my friend put another colour on it to counteract the greenyblue amp now i have 1 cm orange roots and the rest is dark brown ,True,False
104,104,104,1.5392510160461005e+18,2022-06-21 14:16:54+00:00,['1539251016046100485'],Current state of affairs.. https://t.co/3i6lTQiGCo,,current state of affairs ,True,False
105,105,105,1.5391072789886484e+18,2022-06-21 04:45:45+00:00,['1539107278988648449'],I‘ve just woken up. Just call me by my middle name. https://t.co/0xLZXAXKov https://t.co/wEidXtEJ3Q,,i‘ve just woken up just call me by my middle name  ,True,False
106,106,106,1.53910538320939e+18,2022-06-21 04:38:13+00:00,['1539105383209390082'],@morethanmum1 Yes. Anne is my middle name. This is the look I‘m rocking… at 58! https://t.co/H4oPFWTEsu,, yes anne is my middle name this is the look i‘m rocking… at 58 ,True,False
107,107,107,1.539000735022596e+18,2022-06-20 21:42:23+00:00,['1539000735022596096'],"@RoqcVicky I shall have a look tomorrow morning, in daylight. Hopefully, I won’t scare the dogs at the dog park! https://t.co/7JQGKMCD1o",, i shall have a look tomorrow morning in daylight hopefully i won’t scare the dogs at the dog park ,True,False
108,108,108,1.5389810636446556e+18,2022-06-20 20:24:13+00:00,['1538981063644655617'],Green and orange. https://t.co/K7aEBVO4gF https://t.co/wEidXtEJ3Q,,green and orange  ,True,False
109,109,109,1.5389796265417933e+18,2022-06-20 20:18:30+00:00,['1538979626541793283'],@columbascave Don’t worry. I’m laughing too!,, don’t worry i’m laughing too,True,False
110,110,110,1.5389527795316818e+18,2022-06-20 18:31:49+00:00,['1538952779531681797'],"@biscuit_ersed Evy Never has done that (yet). Darcey, well …she has a few „bad habits“",, evy never has done that yet darcey well …she has a few „bad habits“,True,False
112,112,112,1.5389499465436815e+18,2022-06-20 18:20:34+00:00,['1538949946543681536'],@biscuit_ersed I had to scrub her 4 times. My nerves. My nose. My stomach..,, i had to scrub her 4 times my nerves my nose my stomach,True,False
114,114,114,1.5389487464064205e+18,2022-06-20 18:15:48+00:00,['1538948746406420481'],"@biscuit_ersed We used tomato sauce on Darcey-Pup a couple of weeks ago, when she‘d rolled in diarrhoea at the dog park.",, we used tomato sauce on darceypup a couple of weeks ago when she‘d rolled in diarrhoea at the dog park,True,False
116,116,116,1.5389431033018245e+18,2022-06-20 17:53:22+00:00,['1538943103301824514'],@your_grace25 I’m still wrapped in plastic bags and hand towels.,, i’m still wrapped in plastic bags and hand towels,True,False
117,117,117,1.538940813975163e+18,2022-06-20 17:44:16+00:00,['1538940813975162880'],"I think I might have just dyed my hair green and not in a cool, Billie Eilish way. In a 58 year old woman, who thinks she can dye her red, orange, white and grey hair dark brown, using henna/plant based colours way. The bathroom also looks like the 💩 has hit the fan.",,i think i might have just dyed my hair green and not in a cool billie eilish way in a 58 year old woman who thinks she can dye her red orange white and grey hair dark brown using hennaplant based colours way the bathroom also looks like the  has hit the fan,True,False
121,121,121,1.5373161450736271e+18,2022-06-16 06:08:25+00:00,['1537316145073627136'],@CormStrikeFan I did have a lovely day. It was also our wedding anniversary. I remember that walk we all made in Edinburgh when we found that out. https://t.co/zQ51jlwmSa,, i did have a lovely day it was also our wedding anniversary i remember that walk we all made in edinburgh when we found that out ,True,False
123,123,123,1.5371331687840358e+18,2022-06-15 18:01:20+00:00,['1537133168784035843'],Wishing @CormStrikeFan a very Happy Birthday! 🍻🍻 ❤️ from Matthias and I.,,wishing  a very happy birthday   from matthias and i,True,False
124,124,124,1.536808469868716e+18,2022-06-14 20:31:06+00:00,['1536808469868716038'],@ScrimshawsFire Thank you! ❤️,, thank you ,True,False
131,131,131,1.533153133249106e+18,2022-06-04 18:26:06+00:00,['1533153133249105922'],@lewis_moonie Probably.,, probably,True,False
132,132,132,1.533148357279064e+18,2022-06-04 18:07:07+00:00,['1533148357279064065'],Any suggestions as to what Evy-Doggess is complying about? #Labrador #DogsofTwittter https://t.co/XoaVRy3Qmr,,any suggestions as to what evydoggess is complying about   ,True,False
133,133,133,1.5316305356757238e+18,2022-05-31 13:35:50+00:00,['1531630535675723776'],Wow! This has almost 28k retweets! https://t.co/t88byEHqK9,,wow this has almost 28k retweets ,True,False
134,134,134,1.531508809763545e+18,2022-05-31 05:32:08+00:00,['1531508809763545090'],@dog_rates He’s saying “Lumos” in Doglish. ⚡️,, he’s saying “lumos” in doglish ,True,False
136,136,136,1.530312451840934e+18,2022-05-27 22:18:15+00:00,['1530312451840933888'],Goodnight..,,goodnight,True,False
138,138,138,1.5301035821287547e+18,2022-05-27 08:28:16+00:00,['1530103582128754689'],@TheRealLindaK I always hug my trans friends.,, i always hug my trans friends,True,False
144,144,144,1.5299496908752404e+18,2022-05-26 22:16:46+00:00,['1529949690875240465'],Goodnight.. https://t.co/86EYagsv71,,goodnight ,True,False
145,145,145,1.529809129732186e+18,2022-05-26 12:58:13+00:00,['1529809129732186113'],@MsLMG79 Exactly.,, exactly,True,False
154,154,154,1.529181334073135e+18,2022-05-24 19:23:35+00:00,['1529181334073135105'],@weenell3 Of course!,, of course,True,False
155,155,155,1.528763901470466e+18,2022-05-23 15:44:51+00:00,['1528763901470466048'],@GHmltn @Maureen6Johnson @joannahsbyoung Gorgeous!,,   gorgeous,True,False
157,157,157,1.5281406141177528e+18,2022-05-21 22:28:08+00:00,['1528140614117752833'],"F**king clean windows. 🙄 Knee,forehead and pride bruised. 😳 https://t.co/nNlhmA0vXm",,fking clean windows  kneeforehead and pride bruised  ,True,False
159,159,159,1.527770065319469e+18,2022-05-20 21:55:42+00:00,['1527770065319469058'],@HeldinEU Gute Nacht.,, gute nacht,True,False
160,160,160,1.5276478743890903e+18,2022-05-20 13:50:10+00:00,['1527647874389090305'],The quiet before the storm? #storm #Unwetterlage https://t.co/wAynzQmbNo,,the quiet before the storm   ,True,False
165,165,165,1.525907254670676e+18,2022-05-15 18:33:34+00:00,['1525907254670675977'],@BettinaSRoss1 @Hiroshimalily This is ideal. I’m sure the staff on the ward really appreciated this. I know I would have.,,  this is ideal i’m sure the staff on the ward really appreciated this i know i would have,True,False
168,168,168,1.5255519030562693e+18,2022-05-14 19:01:31+00:00,['1525551903056269317'],@Baroness_Nichol Good grief! 🙄 https://t.co/NKvwVrEw8e,, good grief  ,True,False
171,171,171,1.524981359453868e+18,2022-05-13 05:14:23+00:00,['1524981359453868043'],Good morning. https://t.co/ggNj9JWW9L,,good morning ,True,False
172,172,172,1.5248225097024965e+18,2022-05-12 18:43:10+00:00,['1524822509702496256'],At long last I’m at the cinema watching #FantasticBeasts #SecretsOfDumbledore  I’m with my friend Claudia - an English teacher in Germany. We’re watching it in English. Can’t wait to see @mrdanfogler https://t.co/dDFFz0RBEd,,at long last i’m at the cinema watching    i’m with my friend claudia  an english teacher in germany we’re watching it in english can’t wait to see  ,True,False
173,173,173,1.524739038770565e+18,2022-05-12 13:11:29+00:00,['1524739038770565121'],@campervanwoman Think of the pay rise!,, think of the pay rise,True,False
175,175,175,1.5243400081229988e+18,2022-05-11 10:45:53+00:00,['1524340008122998785'],"So, good news. They did a VERY detailed echo. Luckily, we had a clear view of everything, so I didn’t need the trans oesophageal echocardiogram. I’m on my third cup of tea.",,so good news they did a very detailed echo luckily we had a clear view of everything so i didn’t need the trans oesophageal echocardiogram i’m on my third cup of tea,True,False
176,176,176,1.524285068717527e+18,2022-05-11 07:07:34+00:00,['1524285068717527040'],@DalgetySusan So do I. 😬,, so do i ,True,False
177,177,177,1.5242833768359567e+18,2022-05-11 07:00:51+00:00,['1524283376835956736'],@NathanMackBrown Yes. Loads. Myself included.,, yes loads myself included,True,False
179,179,179,1.5242754506416333e+18,2022-05-11 06:29:21+00:00,['1524275450641633281'],In cardiology department waiting for a Trans oesophageal echocardiogram. A bit nervous. I haven’t even been able to have my morning tea!,,in cardiology department waiting for a trans oesophageal echocardiogram a bit nervous i haven’t even been able to have my morning tea,True,False
180,180,180,1.5240286984832123e+18,2022-05-10 14:08:51+00:00,['1524028698483212288'],@IsleLesbos I can remember the house we used to live in until I was 2,, i can remember the house we used to live in until i was 2,True,False
190,190,190,1.5209934610250056e+18,2022-05-02 05:07:54+00:00,['1520993461025005570'],@drnovocalcords @balis_nicky Yes! I’m now wondering if we are about the same age..,,  yes i’m now wondering if we are about the same age,True,False
199,199,199,1.5195852985183232e+18,2022-04-28 07:52:22+00:00,['1519585298518323201'],"@tribunaltweets Could you please DM me, as I donated (hopefully) to Allison’s court case but something odd happened while I was doing it &amp; I don’t know who to ask if the money is in the right account. I wouldn’t like to think the money ended up in a scammers account. Thanks.",, could you please dm me as i donated hopefully to allison’s court case but something odd happened while i was doing it amp i don’t know who to ask if the money is in the right account i wouldn’t like to think the money ended up in a scammers account thanks,True,False
200,200,200,1.519554032267899e+18,2022-04-28 05:48:07+00:00,['1519554032267898880'],"@JoBrowningWroe Yes. They were very posh. We only had blankets and sheets. Must admit, changing the covers is a great workout.",, yes they were very posh we only had blankets and sheets must admit changing the covers is a great workout,True,False
203,203,203,1.5193341421352182e+18,2022-04-27 15:14:22+00:00,['1519334142135218176'],@kimhodgkins Done.,, done,True,False
205,205,205,1.5193316911223685e+18,2022-04-27 15:04:37+00:00,['1519331691122368514'],@joannaccherry So many inspiring women - you included.,, so many inspiring women  you included,True,False
209,209,209,1.5192637899377418e+18,2022-04-27 10:34:48+00:00,['1519263789937741824'],"@bunsenbernerbmd Well, OBVIOUSLY, that’s a Red Spotted Gingiberi Fluff-lug. 🙄 Sometimes seen in the wild, hiding near to bird feeders, &amp; often found relaxing on your favourite, dark coloured, clothes.",, well obviously that’s a red spotted gingiberi flufflug  sometimes seen in the wild hiding near to bird feeders amp often found relaxing on your favourite dark coloured clothes,True,False
210,210,210,1.5192604498706885e+18,2022-04-27 10:21:32+00:00,['1519260449870688257'],"@iseult On the positive side, great teeth. 😬",, on the positive side great teeth ,True,False
212,212,212,1.5191931136418245e+18,2022-04-27 05:53:58+00:00,['1519193113641824258'],@WorkPsychol Chicken soup?,, chicken soup,True,False
213,213,213,1.5189294489297388e+18,2022-04-26 12:26:15+00:00,['1518929448929738753'],"@CheshireSpire @GailMyerscough @StarrOutlook @DavidMuttering … and then there’s the Magic Roundabout situation in the kitchen, when I‘m cooking dinner and serving up. Obviously, if anyone tries to step over rather than walk around one of them, the dog or cat stands up immediately. 🙄",,    … and then there’s the magic roundabout situation in the kitchen when i‘m cooking dinner and serving up obviously if anyone tries to step over rather than walk around one of them the dog or cat stands up immediately ,True,False
214,214,214,1.5188897043719823e+18,2022-04-26 09:48:19+00:00,['1518889704371982337'],"@GailMyerscough @StarrOutlook @DavidMuttering We have two cats and two dogs. Every floor surface is an accident waiting to happen. Actually, now I think of it, it’s sometimes the “accidents” that have happened that can cause serious slips and falls.",,   we have two cats and two dogs every floor surface is an accident waiting to happen actually now i think of it it’s sometimes the “accidents” that have happened that can cause serious slips and falls,True,False
215,215,215,1.518867566168617e+18,2022-04-26 08:20:21+00:00,['1518867566168616962'],"This tweet seems to have been misunderstood by some. I was making the point that using the word “female” is imprecise. Adult feline “female”? Adult canine “female”? Use the word woman, if you are referring to an adult human female. https://t.co/oqgdw0Da5c",,this tweet seems to have been misunderstood by some i was making the point that using the word “female” is imprecise adult feline “female” adult canine “female” use the word woman if you are referring to an adult human female ,True,False
219,219,219,1.5186165518003282e+18,2022-04-25 15:42:55+00:00,['1518616551800328192'],@jk_rowling I’m not wearing eyeliner but I AM wearing trousers. Should I not be getting paid more?,, i’m not wearing eyeliner but i am wearing trousers should i not be getting paid more,True,False
222,222,222,1.5185291381765366e+18,2022-04-25 09:55:34+00:00,['1518529138176536578'],@mrravenclawed ❤️❤️ The handholding made me smile. xx,,  the handholding made me smile xx,True,False
225,225,225,1.5183400216270193e+18,2022-04-24 21:24:05+00:00,['1518340021627019265'],@Gillian_Philip Stay well. Sending love. ❤️,, stay well sending love ,True,False
226,226,226,1.5182338334135214e+18,2022-04-24 14:22:07+00:00,['1518233833413521414'],We were in the garden &amp; could hear a faint Evy-cry. She‘d rolled under the sofa in her sleep &amp; got stuck. Silly Sausage. https://t.co/9hwkqsQjQJ,,we were in the garden amp could hear a faint evycry she‘d rolled under the sofa in her sleep amp got stuck silly sausage ,True,False
227,227,227,1.5179946041964134e+18,2022-04-23 22:31:31+00:00,['1517994604196413441'],"@jk_rowling @SourPatches2077 Many truly believe that they’d be relieving their friends &amp; families of the burden of having them around, never realising that those friends and family members would be left distraught by no longer having them in their lives. I don’t think suicide is selfish. 💔 but not selfish.",,  many truly believe that they’d be relieving their friends amp families of the burden of having them around never realising that those friends and family members would be left distraught by no longer having them in their lives i don’t think suicide is selfish  but not selfish,True,False
228,228,228,1.517990452309414e+18,2022-04-23 22:15:01+00:00,['1517990452309413889'],Goodnight. The orange and green dots are Evy’s collar. She was refusing to come inside. 🙄 https://t.co/hSSN7sPPz5,,goodnight the orange and green dots are evy’s collar she was refusing to come inside  ,True,False
229,229,229,1.517964049799127e+18,2022-04-23 20:30:06+00:00,['1517964049799127042'],"@jesflres My husband, both my teenage daughters, my aunt &amp; uncle, myself.",, my husband both my teenage daughters my aunt amp uncle myself,True,False
231,231,231,1.5174939003400888e+18,2022-04-22 13:21:54+00:00,['1517493900340088832'],"@MartinRemains @SkyNews Are those the deaths with Covid on the death certificate or does it exclude people who died after spending over 28 on ITU, with &amp; after a Covid infection?",,  are those the deaths with covid on the death certificate or does it exclude people who died after spending over 28 on itu with amp after a covid infection,True,False
236,236,236,1.516853404131287e+18,2022-04-20 18:56:47+00:00,['1516853404131287049'],@SleetherinCat With Clyde https://t.co/xRVifB2Gyw,, with clyde ,True,False
237,237,237,1.5168531503298478e+18,2022-04-20 18:55:47+00:00,['1516853150329847809'],@SleetherinCat No. I‘m here. https://t.co/5BNQUHhQOi,, no i‘m here ,True,False
244,244,244,1.5155864779330929e+18,2022-04-17 07:02:29+00:00,['1515586477933092865'],@FitzingerMarina @emrazz Thank you.,,  thank you,True,False
245,245,245,1.5153789798589604e+18,2022-04-16 17:17:57+00:00,['1515378979858960390'],Drama at the Haus of Elf. Chickens on the run in our lane. No one knew who they belonged to. Knocking on doors. Messages over WhatsApp. Owner of “Helga” and “Gertrude” has now been found. https://t.co/gu4NT12mBd,,drama at the haus of elf chickens on the run in our lane no one knew who they belonged to knocking on doors messages over whatsapp owner of “helga” and “gertrude” has now been found ,True,False
248,248,248,1.5150477865002148e+18,2022-04-15 19:21:55+00:00,['1515047786500214791'],"@NettiLDN @genspect It’s almost as if they’re suggesting that children &amp; young people have been known to make decisions, based on their current feelings &amp; beliefs, that will change their futures in ways they currently cannot understand or find relevant to them. 😳",,  it’s almost as if they’re suggesting that children amp young people have been known to make decisions based on their current feelings amp beliefs that will change their futures in ways they currently cannot understand or find relevant to them ,True,False
257,257,257,1.5142555751310828e+18,2022-04-13 14:53:57+00:00,['1514255575131082763'],@emrazz 2/2 He was released as the woman he had been beating up was too scared to speak against him. The abuser returned to the apartment block &amp; stabbed my cousin. He died. The scumbag had abused other women in the past. Was jailed for murder. My cousin was in his early 30s.,, 22 he was released as the woman he had been beating up was too scared to speak against him the abuser returned to the apartment block amp stabbed my cousin he died the scumbag had abused other women in the past was jailed for murder my cousin was in his early 30s,True,False
258,258,258,1.5142547177943736e+18,2022-04-13 14:50:32+00:00,['1514254717794373640'],"@emrazz I agree. We also need to support the women who are being abused to speak up, when given the chance, &amp; to keep them safe from that abuser. My cousin called the police after hearing the guy in the neighbouring apartment, beating up his partner. The guy was arrested &amp; released. 1/2",, i agree we also need to support the women who are being abused to speak up when given the chance amp to keep them safe from that abuser my cousin called the police after hearing the guy in the neighbouring apartment beating up his partner the guy was arrested amp released 12,True,False
266,266,266,1.5139652067031245e+18,2022-04-12 19:40:08+00:00,['1513965206703124484'],@francesbarber13 I’ve just spent several minutes looking for the serpent but Johnson isn’t in there.,, i’ve just spent several minutes looking for the serpent but johnson isn’t in there,True,False
267,267,267,1.5139649178372055e+18,2022-04-12 19:38:59+00:00,['1513964917837205506'],"@ShelaghFogarty @francesbarber13 She looks like a member of some strange cult. Oh, hang on..",,  she looks like a member of some strange cult oh hang on,True,False
269,269,269,1.5139624066319442e+18,2022-04-12 19:29:00+00:00,['1513962406631944199'],"@GlasgowAlbum @francesbarber13 I have now got Fleetwood Mac as an ear worm, which is good.",,  i have now got fleetwood mac as an ear worm which is good,True,False
270,270,270,1.5139157222877553e+18,2022-04-12 16:23:30+00:00,['1513915722287755266'],@SharkieFergal @Creamfacedloon @historywoman @jk_rowling Yes!,,    yes,True,False
271,271,271,1.5139152338485043e+18,2022-04-12 16:21:33+00:00,['1513915233848504321'],@historywoman @jk_rowling Any one or all of Jo’s charities could be the beneficiaries. Could we make it an international lunch?,,  any one or all of jo’s charities could be the beneficiaries could we make it an international lunch,True,False
272,272,272,1.5139126551652065e+18,2022-04-12 16:11:18+00:00,['1513912655165206529'],"@IanDunt Good grief. In a crowded field today, that has really earned my favourite GIF.. https://t.co/gqQhyPkX4p",, good grief in a crowded field today that has really earned my favourite gif ,True,False
273,273,273,1.513912138183721e+18,2022-04-12 16:09:15+00:00,['1513912138183720960'],"To be fair, I think many of us would have loved to have been there too. Was also wondering if I should photoshop myself into a couple of photos. With more clothes on &amp; standing discreetly at the back, rather than squatting on the table. https://t.co/ffcv43b4mo",,to be fair i think many of us would have loved to have been there too was also wondering if i should photoshop myself into a couple of photos with more clothes on amp standing discreetly at the back rather than squatting on the table ,True,False
277,277,277,1.513808859974062e+18,2022-04-12 09:18:52+00:00,['1513808859974062083'],@vegangoth @helenstaniland Well done you! https://t.co/Kfugq41fcI,,  well done you ,True,False
280,280,280,1.513796619342393e+18,2022-04-12 08:30:13+00:00,['1513796619342393345'],@thatveganlass I’m in tears with anger! How dare you have anything so exclusive? I hope you’ve asked some men if this is allowed &amp; what sort of clothing you may wear.,, i’m in tears with anger how dare you have anything so exclusive i hope you’ve asked some men if this is allowed amp what sort of clothing you may wear,True,False
281,281,281,1.5137954340321116e+18,2022-04-12 08:25:31+00:00,['1513795434032111618'],@vegangoth @helenstaniland That’s so sweet of you! So kind! You’re obviously doing the womaning correctly. https://t.co/lV4NZQoMp0,,  that’s so sweet of you so kind you’re obviously doing the womaning correctly ,True,False
282,282,282,1.5137946907846656e+18,2022-04-12 08:22:33+00:00,['1513794690784665603'],"@helenstaniland I do but I’ll have to ask my husband first. If I’m allowed, I might just have a salad, as I’m working on my “beach body”. I’d hate to embarrass my hubby this summer.",, i do but i’ll have to ask my husband first if i’m allowed i might just have a salad as i’m working on my “beach body” i’d hate to embarrass my hubby this summer,True,False
283,283,283,1.5137932556909404e+18,2022-04-12 08:16:51+00:00,['1513793255690940429'],"@itsasarefecht @crit_gen See, this is why us girls need to have coffee mornings and the like, even if it’s just on Twitter! Our silly girl brains might forget about important things like getting “beach ready” otherwise.",,  see this is why us girls need to have coffee mornings and the like even if it’s just on twitter our silly girl brains might forget about important things like getting “beach ready” otherwise,True,False
284,284,284,1.513787507640619e+18,2022-04-12 07:54:01+00:00,['1513787507640619008'],"Okay, okay. We can see that Jen was so jealous they weren’t invited that they photoshopped themselves in the group photo. Someone seems to have told Jen it was Fancy Dress, too. How sad. https://t.co/0wL2LN258d",,okay okay we can see that jen was so jealous they weren’t invited that they photoshopped themselves in the group photo someone seems to have told jen it was fancy dress too how sad ,True,False
286,286,286,1.5137831686665912e+18,2022-04-12 07:36:46+00:00,['1513783168666591232'],"@itsasarefecht @crit_gen “Lunch” well aren’t we the privileged one! Personally, I’m not eating or having any fun, as I’m working on getting my body ‘beach ready’. I’d hate to be an embarrassment to my husband this summer.",,  “lunch” well aren’t we the privileged one personally i’m not eating or having any fun as i’m working on getting my body ‘beach ready’ i’d hate to be an embarrassment to my husband this summer,True,False
287,287,287,1.5137810076983378e+18,2022-04-12 07:28:11+00:00,['1513781007698337793'],@mcdonnelljp You would come under the “trans umbrella” so I think you’d be encouraged to go out for a meal &amp; drink by those currently doing the criticising. x,, you would come under the “trans umbrella” so i think you’d be encouraged to go out for a meal amp drink by those currently doing the criticising x,True,False
288,288,288,1.5137801495311278e+18,2022-04-12 07:24:46+00:00,['1513780149531127808'],"Sometimes the getting together for a laugh (&amp; cry) is the only bit of release women have, especially the poor ones. Please don’t knock it because now successful/rich women do this too sometimes or was it them being women enjoying themselves that annoyed you? https://t.co/8lBOIDiI5D",,sometimes the getting together for a laugh amp cry is the only bit of release women have especially the poor ones please don’t knock it because now successfulrich women do this too sometimes or was it them being women enjoying themselves that annoyed you ,True,False
289,289,289,1.5137785886879416e+18,2022-04-12 07:18:34+00:00,['1513778588687941633'],"@fayedoubleyou @supertolerant @DatCatDer @chimenesuleyman Only if it’s about doing the laundry, cooking &amp; the missionary position.",,    only if it’s about doing the laundry cooking amp the missionary position,True,False
291,291,291,1.5137546129012408e+18,2022-04-12 05:43:18+00:00,['1513754612901240832'],@JKChing3 @FrancisAaronUK All those kids &amp; adults not getting the help they need to find peace in their own bodies!  💔 I know that psychotherapy doesn’t always relieve the dysphoria but it’s worth a try &amp; gives an opportunity to work through other issues.,,  all those kids amp adults not getting the help they need to find peace in their own bodies   i know that psychotherapy doesn’t always relieve the dysphoria but it’s worth a try amp gives an opportunity to work through other issues,True,False
