,Unnamed: 0,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text
2229,2229,retailer vacancy waterstones bracket,5,5_book_writer_author_list,book - writer - author - list - bookshop - read - library - year - reading - paperback,1.0,True,@Donna_Deeney @Garbhan_D Some retailers are reportedly struggling with vacancies. I can't imagine Waterstones will be in that bracket. https://t.co/nTiooU9ZOp
2278,2278,apprentice vibe video vibe team,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,Strong Apprentice vibes coming off that video. And it's not the vibe where the team gets to go rally driving after. https://t.co/QnCKOY0JOv
2933,2933,devonte stanley exercise break strength knee jogging,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,Devonte Stanley here and running through some vigorous exercise as he comes back from his double leg break. Not there yet but building up the strength in knee and ankle. Jogging too but not sprinting. https://t.co/HMtSQFu6Sw
3038,3038,servant canary league survival goodbye,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,He's been a fabulous servant for the Canaries. Bittersweet day for @HitchinTownFC as they celebrate Southern League survival but say goodbye to a favourite son. https://t.co/hkjQ5rNfEu
3078,3078,handball look linesman,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,Handball given after ref looks to his linesman...
3196,3196,hairdryer halftime,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,Oh dear. Hair-dryer needed at half-time. https://t.co/YAmSNxMOdh
3306,3306,booking oteng campbellmhlope,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,30' Booking now for Oteng after a tug back on Campbell-Mhlope. 1-0 #SouthernLeague
3362,3362,look stuff,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,Look at this lovely stuff @ChrisMoyses https://t.co/9UVkaSQzNf
3386,3386,word people,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@BBCVishalaSP Took me five! I think today's word says a lot about people 😂
3398,3398,reading piece paper refreshing look mind striker,5,5_book_writer_author_list,book - writer - author - list - bookshop - read - library - year - reading - paperback,1.0,True,Just finished reading this piece in the paper and found it really fascinating. A real refreshing look again at the rather conventional mind set of “we must sign a striker” that you always hear. Great read. https://t.co/4rERjXB7lG
3537,3537,want cheese,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,@AlexNobleTweets Love the 'want some cheese?'
3665,3665,essex accent,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,True,"@KatyAustinNews I read it okay, but then I read it with my Essex accent!"
3923,3923,game bonus catchphrase,6,6_photo_photographer_photography_camera,photo - photographer - photography - camera - image - photograph - picture - photojournalist - photojournalism - clip,1.0,True,Oti back in the game with a great Bonus Catchphrase
4030,4030,hull sarah,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,"@SarahWaltonNews Back here in Hull, we were all like “oh, there’s our Sarah on the TV... oh... oh dear.” 🤣"
4116,4116,reporting brexit simpson gifs game,12,12_episode_podcast_series_podcasts,episode - podcast - series - podcasts - simpson - pride - folk - season - scott - life,1.0,True,New high in @richard_kaputt’s reporting Brexit via Simpson gifs game. https://t.co/wIdpZqsFBg
4181,4181,sheffield tonight,8,8_covid_hospital_restriction_case,covid - hospital - restriction - case - people - tier - news - health - patient - test,1.0,True,⁦@rideox4⁩ in Sheffield tonight with ⁦@LeonHobbes⁩. Both absolutely brilliant. https://t.co/cEoM7F9mRP
4293,4293,bloody hell,14,14_year_bloody_hell_culture,year - bloody - hell - culture - wifi - nottingham - people - thing - world - coverage,0.0643106159419418,True,Bloody hell. https://t.co/EUh90fb4Lc
4430,4430,case dunelm gravy boat,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,In case you’re wondering how old I am; I now own a Dunelm gravy boat.
4514,4514,think whistle time,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,"Think he was jealous of the way I managed to laugh and blow the whistle at the same time, tbh."
4601,4601,thought prayer,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,@hayleygerms Thoughts and prayers
4616,4616,please letter,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@LeonHobbes Please apply with a covering letter and your ""CV""."
4675,4675,look thank,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.7103003075428073,True,"@NotRock @Parax @FHPLiving Looks great! I’ll take a look, thank you."
4681,4681,response imho,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@Badger5000 Very underrated response, imho."
4689,4689,digby jones,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,@LeonHobbes Digby Jones.
4740,4740,something something field mouse,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,"@DrewMillward Something, something... The Field Mice lol."
5003,5003,bloody hell,14,14_year_bloody_hell_culture,year - bloody - hell - culture - wifi - nottingham - people - thing - world - coverage,0.7565048258096363,True,"@summerheim Bloody hell, Annie. Absolutely crazy."
5045,5045,thought prayer,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.7419702767424609,True,@Radiobex Thoughts and prayers. I had to pick mine up and eject him manually. They're an eternal joy.
5249,5249,time bowlie reunion,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@shrill_collins TIME FOR A BOWLIE REUNION.
5360,5360,look thanks,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@Judy_Dixie Ooh, no! I'll take a look - thanks!"
5403,5403,pang pineapple cube,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,@heardaboutit8 @henrycarden Having pangs for urinal pineapple cubes.
6340,6340,ferry exacerbates chain worry,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,'Too slow' ferry and breakdown exacerbates supply chain worries https://t.co/asW37U6Q7Y
6428,6428,blue read,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,All pix by @Iainmcgregor3 Also read more about little blues in the big read: https://t.co/ZbmjJITbsu https://t.co/0YS9lfqGre
6634,6634,welcome life,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@katieabradford @SamSachdevaNZ @thomasmanch welcome to my life.
6667,6667,thank supermarket,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,@tessahodson @Iainmcgregor3 Thank you! I guess our supermarkets etc have even more on us 😕
6680,6680,redundancy letter postage,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,🤦‍♀️ Guardian redundancy letters sent with insufficient postage: https://t.co/v23ONC8kve - via:@pressgazette
6770,6770,thank story,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.898332334369889,True,Thank you! We ❤️ Shorthand to tell our stories. https://t.co/BI3akUAXK3
6771,6771,single ship,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,@philquin Brilliant! Singles cruise ship - you should have written this!!
6858,6858,thank kind,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.5294871868745035,True,"@ElbieRed @lourens_marine @NZStuff Thank you, that’s very kind!"
6920,6920,thanks help,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@ParahiCarmen @Iainmcgregor3 I know ! Thanks for your help and @traceyrcooper too!
6972,6972,derry girl,10,10_ireland_belfast_dublin_accent,ireland - belfast - dublin - accent - derry - fein - sinn - year - business - people,1.0,True,@philquin Derry Girls!!
7058,7058,thank story,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@john_holley @Iainmcgregor3 @NZStuff @NZonAir Thank you John! It was a story we thought was impt to tell. What did you do out there?
7066,7066,agency thing work appeal,2,2_tweet_twitter_account_timeline,tweet - twitter - account - timeline - people - follower - troll - like - time - reply,1.0,True,"@_clairenz @NZStuff @Iainmcgregor3 @NZonAir Without singling one out, the major humanitarian agencies are there doing incredible things so you could look at their work and chose one that appeals most"
7067,7067,thank folk editing wood,2,2_tweet_twitter_account_timeline,tweet - twitter - account - timeline - people - follower - troll - like - time - reply,1.0,True,"And also massive thank yous to these @NZStuff folk for keeping us alive, making it look amazing and the massive editing job @WasRasMus @dpcourtney and Aaron Wood https://t.co/GosxKLM3a6"
7167,7167,welcome life,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@alastairjam Welcome to my life in NZ...
7283,7283,middle draft,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,"Me, stuck in the middle of writing my draft. https://t.co/1TVvDbtouv"
7330,7330,discourse quote point,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,I see the pay discourse has emerged again. Looks like the quote tweets further prove my point. https://t.co/4YpEp7eVH9
7419,7419,love thank,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,@kaitarford @FreelanceBold @AndraZaharia @elisedopson @MadalinaPandrea @kat_boogaard @kat_ambrose @sharanyamanola @h_stanl @AlexBBoswell @upmostmike @hellostephknapp @kieran_tie @meetoluwafemi @copybynathan @MarijanaKay @TomBasgil @PRisUs @CardozaGab @weischoice @inkandcopy @fizapirani @MissedPitches Really appreciate the love! Thank you! https://t.co/TWnb5zdt5Z
7445,7445,thank support,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@MicheleChabin1 No, thank you for your support! It's much appreciated 🙏🏼"
7597,7597,thanks anything,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@SimonCWhitaker Fine thanks! Frustrated more than anything
7642,7642,toyota yaris review porsche review ford mustang mache review bentley review,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,@ForbesEurope @GTO_Engineering @IanCallum @Everraticars @thelittlecar_co @astonmartin @JensonButton @ZenvoAuto @MateRimac @TheonPorsche Toyota GR Yaris review: https://t.co/p1NCPR3qiP Porsche Taycan review: https://t.co/CKfYRsU5dp Ford Mustang Mach-E review: https://t.co/ECfpmiuOgc Bentley Flying Spur review: https://t.co/KtEKnVPQhk
7772,7772,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@Tabloidtutor @BentleyMotors Thanks Dan! Hope you’re well
8011,8011,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@Jamie__Lewis @ToeDim @SMitchellF1 Keeping busy, thanks pal. Hope you’re well too!"
8149,8149,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.6418626107132793,True,@MaryOliviaHicks Thanks Mary! Hope you’re well
8200,8200,statement organiser geneva motor show,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,"Lastly, a statement from the organisers to confirm the Geneva motor show has ben cancelled, and not postponed, due to coronavirus. https://t.co/NIU8Isq3oh"
8213,8213,maker byton company plug geneva motor show press conference,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,Chinese electric car maker Byton is the latest company to pull the plug on next week’s Geneva motor show due to coronavirus. Will be hosting an online press conference instead.
8215,8215,harman geneva motor show anyone,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,Harman says it will not be attending the Geneva motor show due to coronavirus. Anyone else?
8244,8244,thanks james,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,@JamesRWP Thanks James!
8295,8295,family present,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,"The XC90’s done a cracking job so far of ferrying family around, running me up to Yorkshire and delivering presents. https://t.co/5VIfyjqtEs"
8349,8349,flagship model time mids ferrari portofino,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"And here’s the flagship GT model, with a 0-60mph time in the mid-3s, which Ford says beats the Ferrari Portofino https://t.co/CEdAE2GX0j"
8432,8432,thanks blue subtlety mission spec range colour,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@TPSpencer88 @NaomiPanter All good here, thanks! Yes, it’s quite a car. Not entirely sold on the green, prefer the blue for subtlety or white for full Mission E spec. Still, it lends itself well to a good range of colours."
8571,8571,porsche wing respray,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,"What’s going on here, then? Porsche looked to have its front wing prepped for a re-spray. But, outside... https://t.co/wt70KOwoB5"
8599,8599,neighbour parcel nothing parcel housemate yesterday mine,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,"@AmazonHelp Yes, my neighbours who usually accept parcels received nothing. I was in all day and received other Amazon parcels for housemates yesterday, but mine was not among them."
8618,8618,thank goodness weekend,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,Thank goodness for the long weekend. I’ve a lot of reading to catch up on... https://t.co/PWuSJKwamz
8675,8675,review yesterday behalf,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,@laurenrellis I read the Guardian’s review of this yesterday and was disappointed on your behalf.
8731,8731,look thanks,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@finolamilesITV I haven’t but will have a look - thanks!
8801,8801,lottery list,7,7_vaccine_virus_vaccination_booster,vaccine - virus - vaccination - booster - covid - people - pfizer - variant - risk - dose,1.0,True,These remain very high up on my lottery win wish list. https://t.co/8dvKP3nvzH
8846,8846,vampire buryat activist invasion,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,‘This War Is a Vampire’: Buryat Activists Protest Ukraine Invasion https://t.co/H9ZJYCKGNk
8984,8984,welcome club,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@jordandplatt Welcome! It is a glorious club to be in
9129,9129,jones effort,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,"Llŷr Jones, 42, hopes to contribute to the war effort in Ukraine https://t.co/vcbeasLxqi"
9131,9131,comment story,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"Ah yes, the comments under this story are really reassuring me that #IWD isn't needed... 🙃 https://t.co/CJqEPvgSrb"
9164,9164,pair thanks advicerecommendations breaking experience,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,Can confirm I have now ordered a pair! Thanks for everyone's advice/recommendations - I'll keep you updated with my breaking in experience when they arrive... 😬
9166,9166,tina ennis jill hospital,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"🤯 Tina Ennis and Jill Lopez, now 57, were born at the same hospital in 1964 https://t.co/ELutpGT5SN"
9256,9256,sauce recipe,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,"Well, some of you got it right 🧀 Hilariously I didn't want to eat a lot of it, as I'd eaten so much of the sauce... which was delicious (A @BegumNadiya recipe!) https://t.co/FQzV36Vv0G"
9324,9324,thanks word,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@melevans Thanks! Annoyed at word one
9359,9359,thank year,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,@CubanDancer36 Thank you Em! Hope you had a great new year 🥳
9361,9361,thank year,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,1.0,True,@LyndonFawcett Thank you Lyndon! Hope you had a good new year
9362,9362,thanks everyone,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,Thanks to everyone who has since done this 🙄
9363,9363,thanks year,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.7504497225134203,True,"@kevinbrooks2 Thanks Kevin, happy new year to you too!"
9365,9365,thanks year,13,13_family_love_prayer_psni,family - love - prayer - psni - thought - sister - thank - nightmare - thinking - blog,0.6710045666635052,True,@__nca Thanks lovely! Happy new year 🥳
9368,9368,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.7218033182780869,True,@sarah1990ward Thanks Sarah! Hope you're well
9376,9376,opportunity newspaper front page news channel time year,4,4_journalist_journalism_paper_boat,journalist - journalism - paper - boat - newspaper - career - news - pier - breath - reminder,1.0,True,I was also lucky enough to be given opportunities to review the newspaper front pages on the BBC News Channel and Times Radio this year 📰📻 https://t.co/NSJfjFkq1i
9439,9439,read thank,5,5_book_writer_author_list,book - writer - author - list - bookshop - read - library - year - reading - paperback,1.0,True,@Ian_Molyneaux_ That is a useful read - thank you!
9447,9447,ahhh thank,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.7720234819990818,True,"@jlongstaff_ Ahhh thank you, big fan of the hat!"
9456,9456,thank hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.6978507209720117,True,@Nmozz I thought that too! 😭 Thank you lovely - hope you do too 💕
9485,9485,thanks james,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,0.9758523771798896,True,@JamesHockaday_ Thanks James! Me too 🤞
9559,9559,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.4344545765085068,True,@ThomasKingsley_ Thanks Thomas! Hope you're well
9571,9571,chaos heck,1,1_food_lunch_breakfast_restaurant,food - lunch - breakfast - restaurant - meal - dinner - cheese - sausage - gift - cream,1.0,True,"Chaos with Ed Miliband, national cheese toastie day, what the heck is happening at #PMQs via @JamesHockaday_ for @MetroUK https://t.co/50m0ZQ7Gyx"
9600,9600,thank support,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@Maxim_PR Thank you for all your support as always 🥰
9608,9608,thank everyone,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@justEvieC Thank you for saying this! It's not for everyone. It can be exhausting
9645,9645,captain falcon scott hero expedition discovery,12,12_episode_podcast_series_podcasts,episode - podcast - series - podcasts - simpson - pride - folk - season - scott - life,1.0,True,Captain Robert Falcon Scott became a national hero for his expedition to the Antarctic on RRS Discovery in 1901 https://t.co/KUz4U64ami
9709,9709,thank support,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@tw_people @BriteEyedViolet Thank you both of you for your support 🥰
9940,9940,look thanks,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.7612766525264872,True,"@dhrutishah Hi, I will check this out and look to update - thanks for flagging."
10014,10014,puppet sturgeon council,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,"I don't think this is right. If she was a puppet of Nicola Sturgeon, I think she'd be doing a far better job of running the council than she is. https://t.co/m83zOaSbsY"
10049,10049,people zero notice response word,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@rebeccabarr28 @BBCScotNine @RMTunion @LauraMcGhie_ People are losing their jobs with zero notice and this is your response? Have a word with yourself.
10050,10050,people zero notice response word,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@GeorgeHotchki14 @BBCScotNine @RMTunion @LauraMcGhie_ People are losing their jobs with zero notice and this is your response? Have a word with yourself.
10460,10460,soundtrack clapton kamen cameo appearance michael meacher,3,3_song_music_album_tune,song - music - album - tune - version - mother - track - poetry - poem - band,1.0,True,"@alistairkgrant it is, down to the soundtrack by Eric Clapton and Michael Kamen, and the cameo appearance by Michael Meacher ""as himself"""
10522,10522,ruth reaction jacko carlaw position,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,Ruth Davidson’s reaction when Big Jacko Carlaw told her to give up her two grand a day consulting position while she remained an MSP: https://t.co/WaofZNjQGS
10597,10597,sorry hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,"@ewangibbs Sorry to hear that, hope you feel better soon"
10697,10697,anyone something,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,Does anyone who listens to audiobooks use something that is good other than Audible?
10709,10709,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.4856199868760998,True,"@DouglasBeattie4 @tribunemagazine Thanks Doug, hope all’s well with you"
10851,10851,timing lack,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,What timing. Or lack of it. https://t.co/B5YQDv0aUz
10921,10921,love rhetoric,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,Hitting them where it hurts with their love of war-related rhetoric. https://t.co/4aEp13N5z4
11203,11203,thanks glad,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,1.0,True,@dpcoverdale @Rob7Burrow Thanks David! Glad you enjoyed it.
11222,11222,thanks hope,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.4198072740895006,True,@juliansheasport @Rob7Burrow Thanks mate! Hope all well.
11277,11277,thank kind,0,0_thank_thanks_hope_moment,thank - thanks - hope - moment - kind - weekend - minute - easter - dream - hello,0.823459030780995,True,"@juliansheasport @Rob7Burrow Thank you Julian, very kind."
11317,11317,people company backside time,11,11_james_jones_saunders_injury,james - jones - saunders - injury - bond - witton - lineup - substitution - jebrin - change,1.0,True,"@SimonHolman9 I'll be interested to see how it pans out. People instinctively know that to advance in any company, it's best to be seen and heard as much as possible. Or, put another way, halfway up the boss's backside at all times."
